epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,si_loss
0,0.0026689329083816474,0.00043856290108990173,0.0001,56.94425678253174,0.0021381405934630653,0.020867707980286775,0.0006191427973822135
1,0.002245017612048397,0.0010024170078196009,0.0001,55.70779800415039,0.001706404195342891,0.0211075845631232,0.0015073203519920212
2,0.002293972839898196,0.0009684663781327819,0.0001,55.72719979286194,0.0017535148892546366,0.021047776749821688,0.00323008155964058
3,0.0021444608802474257,0.0009800233492156046,0.0001,56.07674241065979,0.0015949557813791715,0.02124000682271423,0.005365989942466438
4,0.002046947551163968,0.0006907011289368747,0.0001,55.704679012298584,0.0014878832361890073,0.021503152335648514,0.006842156001445523
5,0.0019212602229772555,0.0004348693437212889,0.0001,55.65587592124939,0.0013672727409935774,0.021206445672573824,0.008099012970445537
6,0.0019324617366386022,0.0009717311079176163,0.0001,55.707175970077515,0.0013669269519200002,0.02153087702407051,0.009796917208479267
7,0.0020005506567548565,0.0009461701362167193,0.0001,55.657830476760864,0.0014379818982417883,0.021306241040066586,0.011198148977376558
8,0.0017464462094993769,0.0005311169998465988,0.0001,56.632569551467896,0.0011887338538692708,0.021021442796930002,0.01241310361400753
9,0.0016218659924534305,0.000974318608495776,0.0001,56.49866843223572,0.001056796170055393,0.021147570017361034,0.014542806897799992
10,0.0013831843027146678,0.0006374453054991458,0.0001,56.749446868896484,0.0008209273128728796,0.020973731097450453,0.015362021729383241
11,0.001545335289906743,0.00109436595482168,0.0001,57.06581234931946,0.0009665070895130694,0.021497957485318995,0.017036086134497454
12,0.001256212690536245,0.00052336924553386,5e-05,61.02730846405029,0.0006864760084794365,0.02106712508505571,0.017979979100233693
13,0.0012309250008821775,0.0005461480825672644,5e-05,56.678831338882446,0.0006613023942769238,0.020996783046850005,0.018836181817276785
14,0.0011389748005125318,0.0009031823403763885,5e-05,63.07247829437256,0.0005664154868221302,0.021091791402128184,0.019105467660749244
15,0.0011103445359046094,0.000713355988368269,5e-05,55.4296350479126,0.0005376541026516393,0.0210664353981115,0.01950235277558895
16,0.0011129599926128113,0.0006268824183182535,5e-05,57.59798312187195,0.0005381828486079734,0.021104040765056776,0.020082535905580026
17,0.0010802237131184987,0.00030306740111108116,5e-05,57.173527240753174,0.0005046214702724581,0.021101303188655832,0.020540885651718258
18,0.0010815939040466206,0.0007244084357215174,5e-05,57.604671478271484,0.0005027915116866512,0.021181006136945086,0.021144167220530988
19,0.0011225888507412542,0.0008126899246716084,5e-05,66.76851534843445,0.0005426112475369078,0.021186190560640115,0.021678893871493975
20,0.0010375914743129624,0.0006909118298070868,5e-05,57.51680517196655,0.00045852084290072786,0.02110310683442212,0.02229452528959151
21,0.001039930314435439,0.0004861869040801971,5e-05,76.5582845211029,0.0004581830834484361,0.021174903699817182,0.02273235816788009
22,0.0010581716968368418,0.00041544425013951343,5e-05,82.95520281791687,0.00047521429929792277,0.02116057731950396,0.023538693553337486
23,0.0009991386818177302,0.0003328460326117491,5e-05,87.30199146270752,0.00041543927124739773,0.021149797709788812,0.024059043967358085
24,0.0009723335044683426,0.0004915871241981226,2.5e-05,86.92249965667725,0.00038948902218740607,0.021088078110662413,0.02442354247703303
25,0.0009736013080957382,0.000697594143902808,2.5e-05,84.80380201339722,0.0003887548503581229,0.02114862707631043,0.02466197549433949
26,0.0009732134489773297,0.0008864478418454066,2.5e-05,84.85221028327942,0.0003867996342377393,0.021186976487277655,0.02496638231540239
27,0.0009574249466325654,0.0006627905516467958,2.5e-05,84.77283358573914,0.00036981286756097376,0.02122015625069443,0.02514890071297919
28,0.0009848755584163434,0.0007085629576036735,2.5e-05,80.08367347717285,0.0003964570387070292,0.021237711568652274,0.0253338241345371
29,0.000946535798456991,0.0009526839225408319,2.5e-05,66.71122598648071,0.00036048334785674367,0.02113214401438917,0.025494216517545857
30,0.0009236907379207008,0.0006107981752894545,1.25e-05,72.78530716896057,0.0003359185079602684,0.021190061043207115,0.02562228423866607
31,0.0009130701830900355,0.0008635345938788066,1.25e-05,80.98163151741028,0.00032753988555767494,0.021098673144985508,0.025661900722318224
32,0.0009143302077157007,0.0008627949677661334,1.25e-05,66.54538011550903,0.0003284591896499287,0.021108448666998913,0.025709364733951905
33,0.000914992657814098,0.0007998744811119105,1.25e-05,64.36115860939026,0.0003280618693535689,0.021150263616482094,0.02570863930763339
34,0.0009029365907088931,0.0006910863602174651,1.25e-05,64.12622427940369,0.00031620490313324744,0.021137913956992677,0.025767208153881272
35,0.0009044484553697115,0.0007432174823153229,1.25e-05,64.7401750087738,0.00031634311915462976,0.02118666449709281,0.025837120137525833
36,0.0008980306163905602,0.0007384779536592713,6.25e-06,65.15128207206726,0.0003110670368598993,0.021137840766183448,0.02588697453501964
37,0.0008941503611968573,0.0006439539247122385,6.25e-06,67.91365051269531,0.00030610538623531693,0.02117850860051775,0.025912245467190998
