epoch,train_loss,val_loss,lr,time
0,0.017928308347042194,0.001338309905489062,0.0001,202.56105709075928
1,0.004884686613841098,0.0009122521254923138,0.0001,197.13458824157715
2,0.003148945175103731,0.00065376340617258,0.0001,189.95922183990479
3,0.0018728346948445492,0.0006644164312482485,0.0001,186.73620057106018
4,0.0011942133279009284,0.0005275869152510148,0.0001,190.0623116493225
5,0.000869884893049062,0.000458522184432841,0.0001,194.74005317687988
6,0.0006769673067311532,0.0004927289828351277,0.0001,185.7690498828888
7,0.0006521276673055548,0.0005405804700732884,0.0001,187.21462535858154
8,0.0007067184695818272,0.0009231063874591276,0.0001,192.19403624534607
9,0.0007114006280198388,0.00043079527332928806,0.0001,191.67125535011292
10,0.0005838609769405481,0.0004021951035547715,0.0001,190.27406477928162
11,0.00046263606311825996,0.00039803720233332334,0.0001,189.18830466270447
12,0.0004008763628395414,0.00035123931758322354,0.0001,188.44284844398499
13,0.00038319618108499946,0.00043546935087096907,0.0001,189.4813597202301
14,0.0003479555613844021,0.0007756028887448037,0.0001,190.81972908973694
15,0.0002749777700271979,0.00042792359515054536,0.0001,190.91829204559326
16,0.0002557666998273653,0.00025669518031072136,0.0001,189.08468532562256
17,0.0002104627803122982,0.00028988646305708193,0.0001,189.50433468818665
18,0.0002060496287524657,0.0004274533013489508,0.0001,190.13664078712463
19,0.0001989115634298671,0.0003284803790535383,0.0001,189.6702184677124
20,0.00018830499481992013,0.00045249554288260456,0.0001,191.82164120674133
21,0.00019141624687817643,0.0004315747139444327,0.0001,190.07302284240723
22,0.00017406979568831602,0.00028738951275348966,0.0001,190.44686937332153
23,0.0001376340963882314,0.00036545111666253974,5e-05,191.50662398338318
24,0.00013398600373262752,0.0002803646210238728,5e-05,186.47719860076904
25,0.00013125089772432968,0.00023473564071076777,5e-05,183.43257689476013
26,0.00013032895621012028,0.00040297200458767305,5e-05,196.0097632408142
27,0.00013559006922979217,0.00025623031652509024,5e-05,258.6660487651825
28,0.00012789746504350796,0.000278813525582731,5e-05,237.68492150306702
29,0.00012510748472139421,0.00017708148792540653,5e-05,242.66588973999023
30,0.0001234029083366447,0.0002985762480574459,5e-05,294.7080476284027
31,0.00012402778764348594,0.00026865702620179106,5e-05,266.37220096588135
32,0.00012317157280329082,0.00023191064069851312,5e-05,256.8915717601776
33,0.00012071059066785698,0.00023429844421303132,5e-05,281.97454476356506
34,0.00012031368650063837,0.0002994074277596529,5e-05,240.228919506073
35,0.00012068682629572121,0.0003773709415306772,5e-05,189.12011122703552
36,0.00010911623078079557,0.0003496402302044513,2.5e-05,188.87684726715088
37,0.0001087353785939883,0.00032764672938464655,2.5e-05,188.539888381958
38,0.00010803321031270719,0.00035231188417419437,2.5e-05,187.68529796600342
39,0.00010824728626531692,0.00047275827643478515,2.5e-05,186.6814215183258
40,0.00010851433640542036,0.0002552178644129311,2.5e-05,188.40215516090393
41,0.00010819036296565594,0.0004383567614095894,2.5e-05,190.91297912597656
42,0.00010173237289779647,0.0003076623576887384,1.25e-05,187.6297264099121
43,0.00010155642166521192,0.0003252538986696613,1.25e-05,186.28511881828308
44,0.00010154486372757724,0.00036637544305369253,1.25e-05,183.87715578079224
45,0.00010159892857232613,0.00032963991641204104,1.25e-05,186.0015790462494
46,0.00010054062360200536,0.00033315453802645607,1.25e-05,191.89300084114075
47,0.00010062702087187905,0.00046355446094787733,1.25e-05,188.68425750732422
48,9.791526774410526e-05,0.0004116504550523227,6.25e-06,189.42439341545105
49,9.766666389448382e-05,0.0003466955554895426,6.25e-06,188.90271663665771
