,eval_task0,eval_task1,eval_task2
after_task0,-0.027922911569476128,-0.03545345738530159,-0.7216403484344482
after_task1,-0.01510508731007576,-0.04494278505444527,-0.05319303646683693
after_task2,-0.006270293146371841,-0.018749019131064415,-0.1133333072066307
