epoch,train_loss,val_loss,lr,time
0,0.02020648255740394,0.003472821204725435,0.0001,223.0756220817566
1,0.005848438778421654,0.0032890874218824044,0.0001,218.7052128314972
2,0.0034794470166003596,0.0008664130478973146,0.0001,217.08210492134094
3,0.0019293172609231193,0.0007634184703579274,0.0001,212.86187505722046
4,0.0011103857490499126,0.0009484328696724713,0.0001,215.2861099243164
5,0.0006595327930468554,0.001062155548375697,0.0001,217.9923849105835
6,0.0004688923306705177,0.0010354623853812107,0.0001,219.28353881835938
7,0.00033339867093600694,0.0009272013191783466,0.0001,213.75984621047974
8,0.00023633912082752858,0.000797340151374756,0.0001,212.17724418640137
9,0.0002333826933444408,0.0006136666182892819,0.0001,212.6157832145691
10,0.0001863347834943162,0.0005701458962913221,0.0001,213.29558897018433
11,0.00015471691258311961,0.0002904531816250331,0.0001,214.85917139053345
12,0.00014265525621698686,0.00035019562386333884,0.0001,214.18577694892883
13,0.00013816483985055098,0.00026479603482400786,0.0001,216.2071647644043
14,0.00013027938244300114,0.0002806825018280096,0.0001,212.49370121955872
15,0.00012679500993242413,0.0002289948116010715,0.0001,215.97119069099426
16,0.0001274400034215656,0.0002608514537784721,0.0001,221.6482651233673
17,0.00012280030743881505,0.0002150475196397836,0.0001,227.8290092945099
18,0.00012672104025940594,0.00018705608801669927,0.0001,213.6671905517578
19,0.00011672309388757645,0.00031151440153874907,0.0001,221.12704372406006
20,0.00011733608508210356,0.00023935333529256477,0.0001,218.29579210281372
21,0.00011785798495006283,0.00029215679882046297,0.0001,219.4107837677002
22,0.00011361138154046211,0.0002913965941586504,0.0001,219.34789633750916
23,0.00011761824520711957,0.0003596890336321622,0.0001,210.8462586402893
24,0.0001120275927540105,0.00021311582273978377,0.0001,209.24310564994812
25,0.00010029632792541155,0.0002353744518192509,5e-05,220.05619549751282
26,9.881840000745897e-05,0.0002077762953136339,5e-05,210.56286787986755
27,9.665447918713657e-05,0.0001870682796357063,5e-05,206.40549039840698
28,9.785486714512933e-05,0.0002295962328975351,5e-05,204.21098113059998
29,9.600466857193829e-05,0.0002075056943991468,5.000000000000001e-05,201.83864998817444
30,9.530395045607274e-05,0.0001521064285383487,5.000000000000001e-05,201.03069496154785
31,9.560845279004145e-05,0.00016945543923528337,5.000000000000001e-05,198.74595499038696
32,9.521489255109795e-05,0.00016522951298965434,5e-05,196.10581278800964
33,9.738724597486943e-05,0.00014183021665029486,5e-05,197.02149415016174
34,9.860933993621965e-05,0.00014733941447118594,5e-05,196.3797836303711
35,9.676182372978226e-05,0.0001617685571258533,5e-05,194.96656107902527
36,9.456577255839624e-05,0.0001927527892785356,5e-05,192.56343793869019
37,9.688460268230779e-05,0.0001341070242345302,5e-05,220.47890377044678
38,9.312044570325875e-05,0.0001699040616255583,5e-05,232.4123375415802
39,9.279696225196744e-05,0.00012699875491059456,5e-05,246.07522416114807
40,9.397057275351008e-05,0.0001600935214459871,5e-05,268.1132860183716
41,9.277298664826252e-05,0.0001948706436808328,5e-05,292.2571053504944
42,9.412787159148387e-05,0.00016775985291634954,5e-05,196.07176446914673
43,9.217284129658245e-05,0.00014454688753080426,5e-05,190.9670946598053
44,9.0934015877722e-05,0.00017576532622727402,5e-05,192.30732798576355
45,9.098658083360891e-05,0.0001263835650450493,5e-05,194.70904397964478
46,9.10314983272179e-05,0.0001710538128543633,5e-05,191.78679728507996
47,9.30173591248322e-05,0.0001418304862797634,5e-05,192.03609919548035
48,9.183886937961983e-05,0.00024965891989218384,5e-05,193.66498708724976
49,8.990679807746867e-05,0.00016801365680219876,5e-05,192.05443358421326
50,9.027644395610032e-05,0.00017129313242340033,5e-05,194.31270241737366
51,9.154406430543302e-05,0.0001329752563752858,5e-05,191.58624005317688
52,8.949854413273372e-05,0.0001469309991726758,5e-05,191.4285340309143
53,8.993789496599765e-05,0.0002349104420508553,5e-05,190.6689796447754
54,9.082199517066792e-05,0.0001483255138716825,5e-05,190.52494025230408
55,9.016544374431785e-05,0.00019985727950454782,5e-05,193.11957240104675
56,8.928996570727845e-05,0.0002360275414112952,5e-05,191.58414554595947
57,8.986771793555826e-05,0.00013695089387712683,5e-05,190.93872499465942
58,9.188682145507155e-05,0.0001304597681574742,5e-05,191.1524167060852
59,9.036248251427612e-05,0.0001749287057711683,5e-05,190.76605987548828
60,9.187427890210496e-05,0.00012625801165504254,5e-05,190.79041171073914
61,8.968578598078212e-05,0.00015604735337733985,5e-05,191.02201080322266
62,9.02698422910516e-05,0.0001952843593226402,5e-05,193.32293438911438
63,8.917593022534093e-05,0.00015419442837274675,5e-05,194.54202580451965
64,8.92310392182596e-05,0.00013128160102158267,5e-05,190.6886270046234
65,8.877377590149033e-05,0.00016464697359761242,5e-05,189.677001953125
66,8.969534361236537e-05,0.00012758238072842277,5e-05,190.25355434417725
67,8.814472084625849e-05,0.00016036643645780314,5e-05,194.11249899864197
68,8.967705850193404e-05,0.00013051001198491986,5e-05,189.5286934375763
69,8.863926956560218e-05,0.00012942405935796952,5e-05,189.09835505485535
70,8.738618273801446e-05,0.00014583886339588346,5e-05,200.12208223342896
71,8.800645632676005e-05,0.0001281103935015521,5e-05,198.69209051132202
72,8.892717188912092e-05,0.0001762934259851131,5e-05,267.5361318588257
73,8.94855443987177e-05,0.00018710341640381105,5e-05,263.84248423576355
74,8.833435793917001e-05,0.00019039809703756916,5e-05,195.65047073364258
75,8.794229105363647e-05,0.00017082635701121324,5e-05,174.0067183971405
76,8.79372311691332e-05,0.0001350274597313535,5e-05,261.3796765804291
77,8.973353288689752e-05,0.0001768956911648378,5e-05,271.99083638191223
78,8.762055411401631e-05,0.00013538659723804188,5e-05,287.34215259552
79,8.695949341659193e-05,0.00013184723075696436,5e-05,285.5001106262207
80,8.833975489660136e-05,0.00015642165992723548,5e-05,292.2071499824524
