epoch,train_task,kd_pct,si_pct,kl,val_mae,val_mse
0,0.00398570759932367,10.916823769010147,1.6444776339815559,0.9896029713034326,0.022230381827023547,0.0007395503903553214
1,0.003281519731613458,21.828253172471676,3.2944607471137943,0.989265823727178,0.01950931688996511,0.0005807210721223073
2,0.0027980121413039654,32.76792084837968,4.927643492388708,0.9903300381647858,0.017785839778381093,0.00046331122037157634
3,0.002488469949687864,43.65469844059675,6.589915847816799,0.9892093257008386,0.024824873130441613,0.0009294974489512283
4,0.0021328483857288075,54.58474010466221,8.228392937562354,0.9896185032331575,0.021842625770533076,0.0007300009440328434
5,0.0019001718367571416,54.572991462930844,8.234854621229132,0.9893247896770102,0.018725639939007502,0.0005307260522926893
6,0.0016988049180747522,54.546222652717525,8.24957747311527,0.9886555691359369,0.021247238543289085,0.0006836632790277047
7,0.0014954619576672292,54.59268761052519,8.224021767148376,0.9898171912532939,0.025444252377824425,0.0009765289937968179
8,0.001314764155908727,54.589617562164726,8.225710352000224,0.9897404373123435,0.018321784487950465,0.0005049861764290504
9,0.0011711521974438986,54.57144580727415,8.235704699327608,0.9892861493979233,0.022450617624348336,0.0007511539474359491
10,0.0010556776621820693,54.55910026477143,8.242494892060549,0.988977504686952,0.019124361357497403,0.0005444222336715597
11,0.0008750892160303905,54.58441842713192,8.228569769671477,0.9896104652444833,0.01827693323588561,0.00047975561665554916
12,0.0007921477952758549,54.57416280701509,8.234210430305414,0.9893540711937154,0.01884178596303664,0.00048129913236806483
13,0.0007704293190155605,54.568797553007364,8.237161276749456,0.9892199407419933,0.010561000805102182,0.0001460214819352667
14,0.0006630470057909851,54.57653394016957,8.232906218742988,0.9894133529483623,0.011899154337197359,0.00022828198687738482
15,0.0006351539242337182,54.58018858580231,8.230896218807047,0.9895047162721097,0.012343491445127051,0.0002278973551466507
16,0.0005582100567969277,54.59087774607268,8.225017190964305,0.9897719454307675,0.010450867476226179,0.0001604332254591767
17,0.0005372341137297503,54.57404545155591,8.234274906038015,0.9893511389826664,0.010545389345266883,0.00015910035718759576
18,0.0004711654110399366,54.59211681690576,8.224335690380185,0.9898029224901599,0.009941397790712072,0.00014583336029899395
19,0.00043180339082545444,54.58741884031586,8.226919594581235,0.9896854725105391,0.011109326805957715,0.00019104686982046316
20,0.0004223217439732842,54.60683888730351,8.21623842768598,0.9901709797063152,0.009782639634044129,0.00014572762997912852
21,0.00040696154994703275,54.56235105872509,8.240706781331557,0.9890587811883373,0.009793458079440638,0.0001410982830018431
22,0.00037919641156628425,54.576563355169405,8.23289009885626,0.989414085036632,0.015180110199010628,0.000317079221491256
23,0.0003800952587869817,54.58687586197824,8.227218181987224,0.9896719001004181,0.009586960349039466,0.00013425381729978823
24,0.00036679595188199076,54.57612679999968,8.233130115462822,0.9894031765979622,0.010051597080571156,0.00015660115538191296
25,0.00034665210877007734,54.56644096461988,8.238457393815064,0.9891610265929445,0.012397140551683457,0.00022361734173879637
26,0.0003327838223075067,54.57184764583254,8.235483681956826,0.9892961948192353,0.008631341652258675,0.00011505842555800272
27,0.0003338659827306631,54.605743170491884,8.216841096080563,0.9901435853012829,0.01119076154491521,0.00017954436722746243
28,0.0003190984524818222,54.58872772088831,8.226199662090803,0.9897181963367963,0.009791033789741957,0.00013838640349833576
29,0.0003199661910840358,54.590801040724266,8.225059288205806,0.9897700307481354,0.006587562362597135,6.916412012876528e-05
30,0.00031201911275390086,54.59648210395912,8.221934712642161,0.9899120576872817,0.007584063801583193,8.659205204257567e-05
31,0.0003018359325572171,54.56700455165821,8.238147432334296,0.9891751152622004,0.007813092345971844,9.527319721568079e-05
32,0.00029568951549914963,54.54528063644487,8.250095492330454,0.988632021637024,0.010913906881913002,0.000170295540031425
33,0.00030317634044780135,54.603005296336214,8.218346899559407,0.9900751387250148,0.009049445851333451,0.00012108180882866267
34,0.00028546255816044766,54.57195058415252,8.235426995883032,0.9892987712983738,0.009359879353557855,0.00012619947014943773
35,0.00028961460586230493,54.58795096859599,8.226626851520933,0.9896987775013076,0.007231109314067224,8.383248535614282e-05
36,0.00028404590113294633,54.58511649804859,8.228185768184309,0.9896279178304588,0.007040081843362776,8.054058245413295e-05
37,0.00028287737238958933,54.59717220097019,8.22155514949368,0.9899293100903357,0.005528092507687576,4.964335962932075e-05
38,0.00031247618070388535,54.575076429589345,8.233707825548786,0.989376915954752,0.006844786340111187,6.71673378813022e-05
39,0.00027128729911515554,54.64380800735851,8.1959053685856,0.9910952087659337,0.005970869298386156,5.3306236740642593e-05
40,0.0002574267664479309,54.56877962969049,8.237171113433075,0.9892194932059896,0.0061240512040518225,6.101370109538548e-05
41,0.0002555538000623611,54.59652455908284,8.221911341839828,0.9899131190582903,0.005836337055062473,6.019612206898298e-05
42,0.0002811010343361077,54.55082347776236,8.247046870273895,0.9887705949516506,0.005823964899326214,4.771909695808581e-05
43,0.0002499469218977171,54.585902591611436,8.227753344793483,0.9896475737142999,0.011793226687849427,0.00017868173238456565
44,0.0002575635143901726,54.57721387025478,8.232532171712588,0.9894303539128444,0.008428186322757238,0.00010073990924181892
45,0.000253098220004205,54.57630889844527,8.23302987636568,0.9894077319696026,0.008387844682641797,0.00011305055892294925
46,0.00024680622576449707,54.576987719407825,8.232656549216962,0.9894247003047977,0.00563616487963391,4.962367985315361e-05
47,0.00023770055748230552,54.5846016465222,8.22846891897714,0.9896150467513222,0.009276384598208315,0.0001237836568579732
48,0.0002328976358631221,54.57258149938347,8.235079926355173,0.9893145465496168,0.009340117008220577,0.00011366454533172143
49,0.00023906703284557859,54.58584828839294,8.227783348146566,0.9896462091136086,0.010588793591756697,0.00014759087208811815
50,0.0002222946852184703,54.5731850390342,8.234748008469147,0.9893296345144499,0.008797883451628684,0.00012077670710215914
51,0.00023373052573430613,54.595176943623535,8.22265241892734,0.9898794343100338,0.004956804718459662,4.184867346137843e-05
52,0.00022753498572423658,54.58575151426535,8.227836455312337,0.9896437947740813,0.006678016514331922,6.840353297178028e-05
53,0.00022961031054257022,54.58190305985583,8.229953080024842,0.989547585943923,0.014756679596586707,0.0002636393333436675
54,0.00021819314814040165,54.567463056003405,8.237895093262594,0.9891865847402801,0.010858229525237437,0.00015951868558663015
55,0.00022214569141393482,54.56382861683482,8.239894094799796,0.9890957216012618,0.006486221110073737,6.029264027778807e-05
56,0.00022471319592620888,54.59474777171479,8.222888573426347,0.9898686994628282,0.005776318207538306,4.816306110803247e-05
57,0.0002196457225329191,54.568509819001676,8.237319418169884,0.9892127513067415,0.01691988247575546,0.00035418946986355755
58,0.0002128434531977805,54.59523005667229,8.222623288124268,0.9898807580822471,0.012919975978424777,0.00020488171717931365
59,0.00021501626822995778,54.59325132071151,8.223711543213591,0.9898312915706122,0.010591937832171492,0.0001408730186880662
60,0.00020729592086375957,54.59268675523114,8.224022079120221,0.9898171760431621,0.013586467102460054,0.00021713683571761243
61,0.00022325647646952843,54.55736393793257,8.243449600988155,0.9889341067817616,0.012182792816712246,0.0001803966044777777
62,0.00020435357519198603,54.589681678968674,8.225674799781075,0.9897420523720658,0.011335457696540308,0.00016399705662380342
63,0.00020562243569247044,54.56403121656954,8.239782599302185,0.9891007880242609,0.010774420672721791,0.00014553219535633276
64,0.0002037804444158761,54.56789575681352,8.237657090168572,0.9891974038125757,0.01760594276101224,0.00033892487747005554
65,0.0002022725679974252,54.56496437971896,8.239269354527224,0.9891241183159022,0.005152509949196976,4.286559986579824e-05
66,0.0001987801432672137,54.58901696560052,8.226040477365874,0.9897254309727699,0.016546013919886075,0.00033704065521419295
67,0.00019577161122869016,54.58761076424601,8.226813858110962,0.989690276450738,0.014348205230773086,0.00024094574984112938
68,0.0002023914575819736,54.57050204479208,8.236223609518985,0.9892625605094462,0.013924012430533088,0.00023515991481872392
69,0.00018939327285486999,54.55100524794112,8.246946940907913,0.9887751366109709,0.010661077065354662,0.0001434389954449524
70,0.00020111835044150686,54.59358746560666,8.223526667633044,0.9898396942150524,0.006670297737888814,5.927117247518313e-05
71,0.00019690940076227137,54.59042989643926,8.225263296256177,0.9897607575367172,0.009893723757803721,0.000124829475740659
