epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,mas_loss
0,0.004742481623288677,0.0010359233837721107,0.0001,40.999711990356445,0.0037190004483317524,0.0,0.0010234811718305423
1,0.0033961406951710633,0.0009494603465464648,0.0001,40.690048933029175,0.0026810184493348665,0.0,0.000715122243422584
2,0.003467808556596188,0.0010856990635040669,0.0001,41.23479986190796,0.0027460299646169008,0.0,0.0007217785949359631
3,0.003272895375723749,0.0015792178020405093,0.0001,39.72066879272461,0.00262161250060837,0.0,0.0006512828746100289
4,0.0035882475135895053,0.0012981810259082903,0.0001,39.729514837265015,0.002869319750749777,0.0,0.0007189277614896137
5,0.0032164771000150892,0.0014476333698593485,0.0001,39.36405348777771,0.0025752338360484697,0.0,0.0006412432636045777
6,0.0031743256180807276,0.0010652741927187352,0.0001,39.38127613067627,0.002533075504070485,0.0,0.0006412501191599112
7,0.0033006990588678904,0.0010728889688953413,0.0001,39.01857542991638,0.0026134235717871148,0.0,0.0006872754929545278
8,0.0028683039852246007,0.0010576206129101335,5e-05,39.85629916191101,0.0022620322068158116,0.0,0.0006062717833566945
9,0.0028935126404271735,0.0010652993017097104,5e-05,39.57885241508484,0.0022752402375830465,0.0,0.0006182724040094495
10,0.0027185339288183074,0.0010286343018629295,5e-05,40.06166958808899,0.002059270595386359,0.0,0.0006592633308561713
11,0.0025822723189267414,0.0011983400012201078,5e-05,39.277013540267944,0.0019497927513833758,0.0,0.000632479567643304
12,0.002541831584855985,0.0009644849752595862,5e-05,39.625083208084106,0.0019184221189345763,0.0,0.0006234094653783457
13,0.0026099912418132386,0.0012515460648402812,5e-05,39.22839045524597,0.001980560221964098,0.0,0.0006294310237109206
14,0.002369290954452117,0.00092150955511097,2.5e-05,39.39891743659973,0.0017614593919969216,0.0,0.0006078315613690699
15,0.0023339373092788134,0.0009298046592433018,2.5e-05,39.39213848114014,0.0017282579827245998,0.0,0.00060567932589047
16,0.002329479409157583,0.0010321919649965428,2.5e-05,39.890544414520264,0.001737494627870635,0.0,0.0005919847832781784
17,0.0023239713754069444,0.0010556824059939189,2.5e-05,39.7905375957489,0.0017324074543176079,0.0,0.0005915639197015092
18,0.0023855733210965836,0.0010296643123185617,2.5e-05,39.792606592178345,0.0017975674700291832,0.0,0.0005880058519329066
19,0.002346502155337792,0.0009324756990001483,2.5e-05,39.60917901992798,0.0017568559974403088,0.0,0.0005896461579974218
20,0.0023236783220338237,0.0010680290220541594,2.5e-05,39.81508994102478,0.0017370721176765685,0.0,0.0005866062031108506
21,0.0022338949590073017,0.0009403805401151893,1.25e-05,38.51952338218689,0.0016539147153683555,0.0,0.0005799802428960061
22,0.00224448813663063,0.0011799445669354602,1.25e-05,39.020941972732544,0.001662693456623091,0.0,0.0005817946816970678
23,0.002233263841479345,0.0010683866777138607,1.25e-05,39.76130509376526,0.0016446286142375644,0.0,0.0005886352305812401
24,0.0022100751877413096,0.0010616180120711037,1.25e-05,39.73482346534729,0.0016259766276314103,0.0,0.0005840985634493588
25,0.0022224445122213665,0.001062464561039457,1.25e-05,39.72747802734375,0.0016354666730890306,0.0,0.0005869778410236275
26,0.0021966087929042198,0.0009357482245281385,1.25e-05,39.68583965301514,0.0016100640447927262,0.0,0.0005865447490165982
27,0.0021592691962677895,0.0009798175424632002,6.25e-06,39.06698560714722,0.0015730098629302871,0.0,0.0005862593312463332
28,0.0021512875309224375,0.001276439830728789,6.25e-06,38.61874008178711,0.001562586462604224,0.0,0.0005887010696758706
29,0.002161871189163566,0.0010967308660824256,6.25e-06,37.200764179229736,0.0015771861010056966,0.0,0.0005846850879561064
30,0.0021752086944729424,0.0010380503301420146,6.25e-06,37.04830026626587,0.0015922422833560173,0.0,0.000582966411318688
31,0.0021574490905495805,0.0010161184885376236,6.25e-06,37.96358275413513,0.0015724515616116284,0.0,0.0005849975269071233
32,0.0021523200771605584,0.0010030091115070877,6.25e-06,38.46229314804077,0.001569591783343548,0.0,0.0005827282925592922
33,0.0021560919279383895,0.0010946963054607624,3.125e-06,46.060694456100464,0.0015792757896609013,0.0,0.0005768161359656999
34,0.00214430335316888,0.001376026935794507,3.125e-06,44.36069297790527,0.001567406615739506,0.0,0.0005768967365846098
