epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,ewc_loss
0,0.05225355173622435,0.0016396709097872037,5e-05,95.64216184616089,0.05225355173622435,0.0,0.0
1,0.009788112688961544,0.0005420106643670024,5e-05,92.08441972732544,0.009788112688961544,0.0,0.0
2,0.00694060404487705,0.000374645313784509,5e-05,90.03942227363586,0.00694060404487705,0.0,0.0
3,0.0060859917975021015,0.0007179389003373165,5e-05,89.41153192520142,0.0060859917975021015,0.0,0.0
4,0.0053301843558268966,0.0010878913656189437,5e-05,89.89458680152893,0.0053301843558268966,0.0,0.0
5,0.004750048497961085,0.0002403796183917834,5e-05,89.98319983482361,0.004750048497961085,0.0,0.0
6,0.003947874844754789,0.00027288801399104085,5e-05,89.78326439857483,0.003947874844754789,0.0,0.0
7,0.0033023523742157137,0.00028707246769299754,5e-05,89.98953628540039,0.0033023523742157137,0.0,0.0
8,0.002898912925106428,0.0003860304370729578,5e-05,90.15825414657593,0.002898912925106428,0.0,0.0
9,0.002479200834302109,0.00047058783990270073,5e-05,89.66024899482727,0.002479200834302109,0.0,0.0
10,0.002101641231804051,0.0003209131373235376,5e-05,89.381263256073,0.002101641231804051,0.0,0.0
11,0.0017585701980233673,0.0005731797733655189,5e-05,89.05800557136536,0.0017585701980233673,0.0,0.0
12,0.0014903706662407709,0.00043886339623010857,2.5e-05,89.12617921829224,0.0014903706662407709,0.0,0.0
13,0.0013589425434254526,0.00039898387824394713,2.5e-05,89.40238285064697,0.0013589425434254526,0.0,0.0
14,0.0012418825177450492,0.0003185267729688439,2.5e-05,89.85061883926392,0.0012418825177450492,0.0,0.0
15,0.0011448542673541493,0.0006529435779342167,2.5e-05,90.41210269927979,0.0011448542673541493,0.0,0.0
16,0.0010386789671941162,0.0004728486936353245,2.5e-05,88.01022458076477,0.0010386789671941162,0.0,0.0
17,0.000960823340626935,0.0007200046211519165,2.5e-05,87.39844512939453,0.000960823340626935,0.0,0.0
18,0.0008806415665231232,0.0013992314466353764,1.25e-05,86.60755252838135,0.0008806415665231232,0.0,0.0
19,0.0008415845519828038,0.001738665750976312,1.25e-05,86.22792840003967,0.0008415845519828038,0.0,0.0
20,0.0008169813486753991,0.0003422219120969282,1.25e-05,115.65191531181335,0.0008169813486753991,0.0,0.0
21,0.0007720386518231711,0.002750040614663956,1.25e-05,142.91847467422485,0.0007720386518231711,0.0,0.0
22,0.0007454927463089043,0.0016091766849950916,1.25e-05,154.5112681388855,0.0007454927463089043,0.0,0.0
23,0.0007231253712292466,0.0016190888457767694,1.25e-05,139.87991881370544,0.0007231253712292466,0.0,0.0
24,0.0006963583623773464,0.0016526230120841087,6.25e-06,109.03128743171692,0.0006963583623773464,0.0,0.0
25,0.0006911358593109466,0.0016168790021779263,6.25e-06,129.21365571022034,0.0006911358593109466,0.0,0.0
