epoch,train_task,kd_pct,si_pct,kl,val_mse
0,0.03424520650152262,0.0,0.0,0.0,0.001967000277783943
1,0.0073882130662679905,0.0,0.0,0.0,0.0016493749654626982
2,0.005553839180134427,0.0,0.0,0.0,0.0003843017203025043
3,0.00395741537343219,0.0,0.0,0.0,0.0002240024613440045
4,0.0029705796013940987,0.0,0.0,0.0,0.0003491792731379654
5,0.0022705788691476463,0.0,0.0,0.0,0.0003078385519866439
6,0.0016811067822901057,0.0,0.0,0.0,0.00030201663051628513
7,0.0012226463530689475,0.0,0.0,0.0,0.0004532360459197201
8,0.000908930020398427,0.0,0.0,0.0,0.0002516747270865855
9,0.0007018356176183518,0.0,0.0,0.0,0.0004429461277555724
10,0.0005693888283528395,0.0,0.0,0.0,0.00029051167266130813
11,0.0005002339907511778,0.0,0.0,0.0,0.0003099215683753386
12,0.0004613972508402507,0.0,0.0,0.0,0.0002962586202553364
13,0.00041976431115817034,0.0,0.0,0.0,0.00022781151158751464
14,0.0002616570341081585,0.0,0.0,0.0,0.0003107325124662854
15,0.00019762579563862288,0.0,0.0,0.0,0.0006140188290089257
16,0.0001580215839572701,0.0,0.0,0.0,0.0006810176574614595
17,0.00014238436915466098,0.0,0.0,0.0,0.0005862331832398827
18,0.00013012509406380767,0.0,0.0,0.0,0.0006349706678082092
19,0.00011888479263127668,0.0,0.0,0.0,0.000768784673743662
20,0.00011306579347699304,0.0,0.0,0.0,0.000860398529565872
21,0.00012110566364438154,0.0,0.0,0.0,0.0007846456766187911
22,0.00012173598255042944,0.0,0.0,0.0,0.0007627064983934463
23,0.00010746306650231858,0.0,0.0,0.0,0.0007981826782611538
