epoch,train_loss,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.004762828879116046,0.0035828021387984783,0.25508976994471627,0.4901868512812241,0.0,0.4962270061876057,0.0,0.0001,136.34037327766418
1,0.004947784247492287,0.005589187709529634,0.2535386382346229,0.4902358472394094,0.008414976492325046,0.468553519819763,0.044724660959126764,0.0001,136.5155212879181
2,0.005030331077727565,0.0056384860608452575,0.24921018270125267,0.49038007149798674,0.016817693922671174,0.44609862977895115,0.05910786199127665,0.0001,137.06659245491028
3,0.004950991105328726,0.006493559338356803,0.25395448838109774,0.4902234193004572,0.02524651403919176,0.46399683349499893,0.05493201586194732,0.0001,135.85520362854004
4,0.004969770058371078,0.006038468853631692,0.2562938599448015,0.4901496056345769,0.033674567042121885,0.4631813590956821,0.052797936019605946,0.0001,130.1563687324524
5,0.005115292156711856,0.006477419055548264,0.25465185164852105,0.490204803959774,0.0420814791585479,0.4421171165789061,0.05286472887782531,0.0001,122.92720699310303
6,0.0050673300669106195,0.00897123667737506,0.25814441656839576,0.49007409173206895,0.050531106608322315,0.44221087381850677,0.05493295174017631,5e-05,120.8320381641388
7,0.004916741906876108,0.005716601699891379,0.2515957675519645,0.4903032173948686,0.058884792825026684,0.4478834284097817,0.05430749740796909,5e-05,100.82990598678589
8,0.005006016005269595,0.010021401210328153,0.25730362676477236,0.4901113393481342,0.0673621446216345,0.44095265886626756,0.05611336950100968,5e-05,91.00717234611511
9,0.005090211118163318,0.009323604496805657,0.2575953986877689,0.4901053455082966,0.07578470534307687,0.42546569087621716,0.055332064765562045,5e-05,88.4813437461853
10,0.005046395279146694,0.009869451126792725,0.2574925679431483,0.4901146519872721,0.0842012729054092,0.4288054050221245,0.05990748566899456,5e-05,93.0575304031372
11,0.005019390749886313,0.008296138680419894,0.24970024228164758,0.49036981352219317,0.0840928292530682,0.43307948447684896,0.05898440690190507,5e-05,89.80196332931519
12,0.005037950384350484,0.006685552323363334,0.25523329143965945,0.4901944620508376,0.08416735362839362,0.4245939298495775,0.057919316083336135,2.5e-05,96.17961955070496
13,0.004999448093157836,0.008351889291281469,0.25618509857266486,0.49015336098563683,0.08418482158110425,0.43147158135133046,0.05729715457391217,2.5e-05,109.85996770858765
14,0.004933388942368305,0.0080129965904936,0.2501571551898714,0.490356142843805,0.08409863929138311,0.43528266209848404,0.05815386077778664,2.5e-05,123.81135058403015
15,0.004944658732937954,0.008785245373581746,0.2604823573198465,0.4900247574880265,0.08423947806758882,0.432432097420144,0.05807597589105,2.5e-05,117.40295886993408
16,0.004954944273368209,0.008833465784733102,0.2553696653388186,0.49019142053141607,0.08416864627414816,0.43471624176227674,0.05764416875484346,2.5e-05,95.40517377853394
17,0.004965605080501743,0.008223378025555447,0.2558071453202421,0.4901686482859936,0.0841783244784532,0.4377705929228619,0.05737747976466338,2.5e-05,102.9344789981842
18,0.004948606138474493,0.007894758171930347,0.26007931589028926,0.4900248194070548,0.0842394517520019,0.439484702845716,0.057712724967207515,1.25e-05,99.44455981254578
19,0.004901706355263244,0.00944463937955807,0.2535529577383474,0.49023235118109226,0.0841512507480359,0.4375391756421759,0.05733302132982875,1.25e-05,93.90057706832886
20,0.004909828473263626,0.008036245696592522,0.2544147496617362,0.49021106139886955,0.08416029890548068,0.4385498142082199,0.05685209062028082,1.25e-05,98.61757707595825
