epoch,train_loss,val_loss,task_loss,kd_loss,ewc_loss,lr
0,0.0030580061130673127,0.0010708502823453627,0.0030580061130673127,0.0,0.0,0.0001
1,0.0019305736275736843,0.001507314116468828,0.0019305736275736843,0.0,0.0,0.0001
2,0.0017465106941620119,0.00190855089634785,0.0017465106941620119,0.0,0.0,0.0001
3,0.001734986593061909,0.0012310049308394795,0.001734986593061909,0.0,0.0,0.0001
4,0.0014475336141658076,0.001260801710208215,0.0014475336141658076,0.0,0.0,0.0001
5,0.0013488378587991985,0.0013628489218878979,0.0013488378587991985,0.0,0.0,0.0001
6,0.0013036396045223407,0.0012036484496248073,0.0013036396045223407,0.0,0.0,5e-05
7,0.0010749726330577774,0.0012075788355035927,0.0010749726330577774,0.0,0.0,5e-05
8,0.0010472111992220656,0.0014468231093744425,0.0010472111992220656,0.0,0.0,5e-05
9,0.0010402082153534976,0.001235201535075415,0.0010402082153534976,0.0,0.0,5e-05
10,0.0009885788670064035,0.0012489155298109089,0.0009885788670064035,0.0,0.0,5e-05
11,0.0009446494731745786,0.001263554103448316,0.0009446494731745786,0.0,0.0,5e-05
12,0.0008963154940707912,0.0011038877016266882,0.0008963154940707912,0.0,0.0,2.5e-05
13,0.0007632069443644429,0.0011360132445019007,0.0007632069443644429,0.0,0.0,2.5e-05
14,0.0007302986971711575,0.0010946694637499303,0.0007302986971711575,0.0,0.0,2.5e-05
15,0.0007180739602278412,0.0009741528241401518,0.0007180739602278412,0.0,0.0,2.5e-05
16,0.000708763249228849,0.0010227051095967894,0.000708763249228849,0.0,0.0,2.5e-05
17,0.0006919923309591148,0.0010533188484933462,0.0006919923309591148,0.0,0.0,2.5e-05
18,0.000704181599010005,0.0011711034954141207,0.000704181599010005,0.0,0.0,2.5e-05
19,0.0006646007942351888,0.0014692541617924535,0.0006646007942351888,0.0,0.0,2.5e-05
20,0.0006912568284989607,0.0013369436343175722,0.0006912568284989607,0.0,0.0,2.5e-05
21,0.0006609488253930694,0.001599135706592636,0.0006609488253930694,0.0,0.0,1.25e-05
22,0.000622569355977422,0.0013246588262995729,0.000622569355977422,0.0,0.0,1.25e-05
23,0.0006168430746630935,0.0012304345702937515,0.0006168430746630935,0.0,0.0,1.25e-05
24,0.0005965189125247852,0.001834630385899355,0.0005965189125247852,0.0,0.0,1.25e-05
25,0.0006017891672489829,0.001395132111855193,0.0006017891672489829,0.0,0.0,1.25e-05
26,0.0005912771700266341,0.0010191140660998823,0.0005912771700266341,0.0,0.0,1.25e-05
27,0.0005863981329669829,0.0015143920385480073,0.0005863981329669829,0.0,0.0,6.25e-06
28,0.0005572813157943153,0.0012117255574923952,0.0005572813157943153,0.0,0.0,6.25e-06
29,0.0005582401954714097,0.0016162061120950776,0.0005582401954714097,0.0,0.0,6.25e-06
30,0.0005500451890366034,0.0011323123952596526,0.0005500451890366034,0.0,0.0,6.25e-06
31,0.0005478845478790414,0.001513087013347469,0.0005478845478790414,0.0,0.0,6.25e-06
32,0.000541905706911569,0.0012775955336421574,0.000541905706911569,0.0,0.0,6.25e-06
33,0.0005428094584612698,0.0011752552581101039,0.0005428094584612698,0.0,0.0,3.125e-06
34,0.0005295824492989418,0.0012783673282369043,0.0005295824492989418,0.0,0.0,3.125e-06
35,0.00052429876303282,0.0013559434946659977,0.00052429876303282,0.0,0.0,3.125e-06
