epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,mas_loss
0,0.03818467807874477,0.00040231724474026735,0.0001,79.20381736755371,0.03818467807874477,0.0,0.0
1,0.007280924109145629,0.0017597147550995136,0.0001,77.917325258255,0.007280924109145629,0.0,0.0
2,0.005333600775865999,0.00041705573248496493,0.0001,81.4993302822113,0.005333600775865999,0.0,0.0
3,0.004311371187158378,0.0006874798360812025,0.0001,77.61381959915161,0.004311371187158378,0.0,0.0
4,0.003407839121486143,0.00036581826070689033,0.0001,77.67826461791992,0.003407839121486143,0.0,0.0
5,0.0026545887266109696,0.0004812943359364777,0.0001,77.98612427711487,0.0026545887266109696,0.0,0.0
6,0.0020627920561030817,0.0004402285179606471,0.0001,77.54435873031616,0.0020627920561030817,0.0,0.0
7,0.0015514848087289238,0.00048433718084073133,0.0001,77.50475811958313,0.0015514848087289238,0.0,0.0
8,0.0011550178185283945,0.0002722618025542226,0.0001,77.84998822212219,0.0011550178185283945,0.0,0.0
9,0.0008687898787907166,0.000578910535724734,0.0001,77.61909461021423,0.0008687898787907166,0.0,0.0
10,0.0006875635347924915,0.0003597274265611685,0.0001,77.96531581878662,0.0006875635347924915,0.0,0.0
11,0.0005761606410093933,0.0005624707020492765,0.0001,77.81431984901428,0.0005761606410093933,0.0,0.0
12,0.0005107131929362464,0.00048546677263572107,0.0001,78.64524817466736,0.0005107131929362464,0.0,0.0
13,0.00048133306834703416,0.000499391150299748,0.0001,82.85330820083618,0.00048133306834703416,0.0,0.0
14,0.00046046516483838894,0.0004949176852330944,0.0001,78.21731662750244,0.00046046516483838894,0.0,0.0
15,0.00037163807148199825,0.0005868040485325114,5e-05,78.37242436408997,0.00037163807148199825,0.0,0.0
16,0.0003206719195189626,0.0008583675583640931,5e-05,74.00991892814636,0.0003206719195189626,0.0,0.0
17,0.000290849247624636,0.0007301961730059749,5e-05,74.53019690513611,0.000290849247624636,0.0,0.0
18,0.000298286437304795,0.0005013531859786979,5e-05,77.48839664459229,0.000298286437304795,0.0,0.0
19,0.00031291827682000363,0.0006259291466369512,5e-05,74.98348617553711,0.00031291827682000363,0.0,0.0
20,0.00025953175044795553,0.0009041595136543048,5e-05,75.68205213546753,0.00025953175044795553,0.0,0.0
21,0.00021206517886018838,0.0006808794258486691,2.5e-05,76.9107985496521,0.00021206517886018838,0.0,0.0
22,0.00020595965101938605,0.0006777992632191661,2.5e-05,75.65180492401123,0.00020595965101938605,0.0,0.0
23,0.00021482132228148416,0.0008568226883163947,2.5e-05,78.35596227645874,0.00021482132228148416,0.0,0.0
24,0.0002135939265923845,0.0006705196961786472,2.5e-05,75.43456172943115,0.0002135939265923845,0.0,0.0
25,0.0002004713013150974,0.0004812141669573553,2.5e-05,76.29163026809692,0.0002004713013150974,0.0,0.0
26,0.00019403819236218548,0.0004775437014549054,2.5e-05,75.45612931251526,0.00019403819236218548,0.0,0.0
27,0.00019439523194761602,0.0005547542547551415,1.25e-05,77.4233980178833,0.00019439523194761602,0.0,0.0
28,0.00018159847656416014,0.0003668701473558458,1.25e-05,90.1577045917511,0.00018159847656416014,0.0,0.0
