epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,mas_loss
0,0.04848779601399432,0.00045721998227942054,0.0001,99.7748613357544,0.04848779601399432,0.0,0.0
1,0.01864472568383927,0.0024080743606279234,0.0001,92.15835213661194,0.01864472568383927,0.0,0.0
2,0.012440818544239049,0.0008249744696249394,0.0001,88.1040575504303,0.012440818544239049,0.0,0.0
3,0.007573859077886462,0.0004904253079160818,0.0001,88.06718826293945,0.007573859077886462,0.0,0.0
4,0.003988070537473821,0.0004387559843698638,0.0001,89.78626680374146,0.003988070537473821,0.0,0.0
5,0.0018378925936231116,0.000563574512358882,0.0001,92.09408164024353,0.0018378925936231116,0.0,0.0
6,0.0008066716214887219,0.0004416355761667194,0.0001,89.33370113372803,0.0008066716214887219,0.0,0.0
7,0.0005118277155114859,0.0004274961985637909,0.0001,88.94726848602295,0.0005118277155114859,0.0,0.0
8,0.0004765493035191019,0.00043377217270012354,0.0001,88.29970574378967,0.0004765493035191019,0.0,0.0
9,0.00046595368897380424,0.00045642596012174865,0.0001,88.51698565483093,0.00046595368897380424,0.0,0.0
10,0.000454328308244693,0.0005110693723046609,0.0001,87.08631658554077,0.000454328308244693,0.0,0.0
11,0.00043639352803491195,0.0005523946621056848,0.0001,86.02988910675049,0.00043639352803491195,0.0,0.0
12,0.0004271726644257786,0.0005753632678606015,0.0001,86.6691153049469,0.0004271726644257786,0.0,0.0
13,0.0004040126681894517,0.0005625823129521047,5e-05,85.97140121459961,0.0004040126681894517,0.0,0.0
14,0.00033535872582831044,0.00047758166281770765,5e-05,86.14086055755615,0.00033535872582831044,0.0,0.0
15,0.0003281544047861632,0.0004923729344494704,5e-05,87.94897079467773,0.0003281544047861632,0.0,0.0
16,0.0003050993779414386,0.0006178953044871572,5e-05,86.01434230804443,0.0003050993779414386,0.0,0.0
17,0.0002932736188337052,0.0005359275575922823,5e-05,85.98719000816345,0.0002932736188337052,0.0,0.0
18,0.0002702653462889686,0.0004894234047731532,5e-05,86.15653491020203,0.0002702653462889686,0.0,0.0
19,0.00026096656516134075,0.0004942352200841502,2.5e-05,86.01035714149475,0.00026096656516134075,0.0,0.0
20,0.00024819205886017373,0.00046923158169451793,2.5e-05,86.13397312164307,0.00024819205886017373,0.0,0.0
21,0.0002467379281956744,0.0005376259686038883,2.5e-05,86.01257753372192,0.0002467379281956744,0.0,0.0
22,0.00024392681116930788,0.00048528081943011354,2.5e-05,85.95748233795166,0.00024392681116930788,0.0,0.0
23,0.00024125855092725014,0.0005820599100412506,2.5e-05,86.52779221534729,0.00024125855092725014,0.0,0.0
24,0.00024436310890221113,0.000520214514897273,2.5e-05,86.83915281295776,0.00024436310890221113,0.0,0.0
25,0.00024139112170336484,0.0004928142347191374,1.25e-05,87.21491408348083,0.00024139112170336484,0.0,0.0
26,0.00023259238781844129,0.00048454566221056293,1.25e-05,86.5725610256195,0.00023259238781844129,0.0,0.0
27,0.00023162509598783954,0.000507355405593543,1.25e-05,85.59091925621033,0.00023162509598783954,0.0,0.0
