epoch,train_loss,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.005728526862551841,0.007016077406745698,0.31925795060519097,0.47645910318505286,0.09294749324822142,0.4347303008195138,0.046951322369287944,0.0001,79.39652228355408
1,0.005706139363110886,0.00785915604938707,0.3180475469267334,0.4765192178836504,0.09291443016399191,0.4458402425663531,0.055126383475410774,0.0001,81.31934547424316
2,0.005703867806176236,0.007607698632663141,0.314022041296803,0.47674254190131754,0.09279160195427578,0.44844349446933296,0.059892641059004874,0.0001,80.19683384895325
3,0.005763761230211634,0.007271664765196924,0.31857302759760114,0.4764882752425402,0.09293144861660271,0.43489258108030754,0.058127528431425705,0.0001,80.24333620071411
4,0.005564991762700908,0.005939838244078326,0.3208139692554647,0.47637577061825814,0.09299332615995812,0.44003112756664,0.055280980759964626,0.0001,80.13768792152405
5,0.005702843315567838,0.010270260414440284,0.3194639184482285,0.4764527159808577,0.09295100621052838,0.43856382842158165,0.0580501712298984,0.0001,79.86166977882385
6,0.0056217304720891665,0.007370512328690163,0.32272723390813896,0.47623021513049474,0.0930733816782274,0.44051778122528173,0.055510142147308476,0.0001,79.92544054985046
7,0.005686707072822711,0.0054204703089507185,0.3163879748932129,0.47662114710088854,0.09285836909451142,0.43948941031325,0.05347945110371356,0.0001,80.51548433303833
8,0.005662115394389098,0.009125674631819031,0.32312477567723086,0.4762363996169328,0.09306998021068691,0.44374303589894865,0.05703761762969992,0.0001,83.86587882041931
9,0.005650563596427172,0.008983987728706202,0.32206005223340534,0.47630746742120156,0.09303089291833962,0.43534964341662713,0.0577789860154135,0.0001,81.68202352523804
10,0.005598882810172777,0.008046723249488992,0.32216575817074883,0.4763148226980212,0.09302684751608842,0.44415423995377123,0.055742706946747406,0.0001,81.17002320289612
11,0.005685063851292699,0.008137685729746406,0.31432061812536616,0.47674859102194156,0.09278827493793271,0.44528304984498046,0.056458214748591515,0.0001,80.83839225769043
12,0.005601830441438427,0.007603469996783609,0.3197345426540141,0.4764657879551833,0.09294381662464904,0.4349889769965188,0.0549959143092092,0.0001,80.8695456981659
13,0.005685407921563302,0.009968319436595673,0.32078862612023956,0.47638014712119064,0.09299091908334585,0.44206581104005355,0.05530563838025245,5e-05,80.74370694160461
14,0.005470681864113891,0.007163328540677746,0.31484173887932526,0.4767154424346873,0.09280650666092227,0.43846482588525076,0.05470931466611243,5e-05,80.70867681503296
15,0.005490127602667859,0.006802700083595692,0.32477207912152833,0.4761989256381978,0.09309059089899135,0.4468141690953437,0.05576007470998818,5e-05,80.66246509552002
