Cycle Start Time,Cycle Time (hours)
2023-02-03 12:38:06,1.0238888888888888
2023-02-03 14:18:33,1.3
2023-02-03 16:15:34,1.3005555555555555
2023-02-03 18:12:37,1.3
2023-02-03 20:09:38,1.2997222222222222
2023-02-03 22:06:39,1.2991666666666666
2023-02-04 00:03:38,1.2994444444444444
2023-02-04 02:00:37,1.2997222222222222
2023-02-04 03:57:37,1.2994444444444444
2023-02-04 05:54:37,1.2994444444444444
2023-02-04 07:51:36,1.2991666666666666
2023-02-04 09:48:34,1.298888888888889
2023-02-04 11:45:32,1.2991666666666666
2023-02-04 13:42:31,1.298888888888889
2023-02-04 15:39:28,1.2994444444444444
2023-02-04 17:36:27,1.298888888888889
2023-02-04 19:33:25,1.2991666666666666
2023-02-04 21:30:23,1.2983333333333333
2023-02-04 23:27:19,1.2991666666666666
2023-02-05 01:24:17,1.2991666666666666
2023-02-05 03:21:15,1.2991666666666666
2023-02-05 05:18:13,1.298888888888889
2023-02-05 07:15:11,1.2997222222222222
2023-02-05 09:12:11,1.2991666666666666
2023-02-05 11:09:09,1.2991666666666666
2023-02-05 13:06:07,1.2997222222222222
2023-02-05 15:03:07,1.2997222222222222
2023-02-05 17:00:07,1.2991666666666666
2023-02-05 18:57:05,1.2994444444444444
2023-02-05 20:54:05,1.2997222222222222
2023-02-05 22:51:05,1.2991666666666666
2023-02-06 02:48:41,1.9836111111111112
2023-02-06 05:26:43,1.306111111111111
2023-02-06 07:24:07,1.3005555555555555
2023-02-06 09:21:11,1.3002777777777779
2023-02-06 11:18:14,1.2994444444444444
2023-02-06 13:15:13,1.2994444444444444
2023-02-06 15:12:12,1.3
2023-02-06 17:09:13,1.2994444444444444
2023-02-06 19:06:12,1.2997222222222222
2023-02-06 21:03:12,1.2997222222222222
2023-02-06 23:00:12,1.2991666666666666
2023-02-07 00:57:11,1.2994444444444444
2023-02-07 02:54:10,1.2994444444444444
2023-02-07 04:51:09,1.2997222222222222
2023-02-07 06:48:09,1.2994444444444444
2023-02-07 08:45:08,1.2991666666666666
2023-02-07 10:42:06,1.3
2023-02-07 12:39:07,1.3
2023-02-07 14:36:08,1.2994444444444444
2023-02-07 16:33:07,1.2997222222222222
2023-02-07 18:30:07,1.2994444444444444
2023-02-07 20:27:06,1.2991666666666666
2023-02-07 22:24:04,1.2994444444444444
2023-02-08 00:21:03,1.3002777777777779
2023-02-08 02:18:05,1.2997222222222222
2023-02-08 04:15:05,1.3
2023-02-08 06:12:06,1.2994444444444444
2023-02-08 08:09:05,1.2997222222222222
2023-02-08 10:06:05,1.2994444444444444
2023-02-08 12:03:04,1.2997222222222222
2023-02-08 14:00:04,1.298888888888889
2023-02-08 17:56:43,1.9805555555555556
2023-02-08 20:34:34,1.3047222222222221
2023-02-08 22:31:52,1.3005555555555555
2023-02-09 00:28:55,1.3002777777777779
2023-02-09 02:25:57,1.2997222222222222
2023-02-09 04:22:57,1.3
2023-02-09 06:19:58,1.298888888888889
2023-02-09 08:16:56,1.2991666666666666
2023-02-09 10:13:55,1.2994444444444444
2023-02-09 12:10:54,1.3
2023-02-09 14:07:55,1.2997222222222222
2023-02-09 16:04:55,1.2997222222222222
2023-02-09 18:01:55,1.2994444444444444
2023-02-09 19:58:54,1.3
2023-02-09 21:55:55,1.2991666666666666
2023-02-09 23:52:53,1.2997222222222222
2023-02-10 01:49:53,1.3
2023-02-10 03:46:54,1.2997222222222222
2023-02-10 05:43:54,1.2994444444444444
2023-02-10 07:40:53,1.2994444444444444
2023-02-10 09:37:52,1.3
2023-02-10 11:34:53,1.2994444444444444
2023-02-10 13:31:52,1.298888888888889
2023-02-10 15:28:49,1.3
2023-02-10 17:25:50,1.2994444444444444
2023-02-10 19:22:49,1.2997222222222222
2023-02-10 21:19:50,1.2991666666666666
2023-02-10 23:16:48,1.298888888888889
2023-02-11 01:13:46,1.298888888888889
2023-02-11 03:10:43,1.2994444444444444
2023-02-11 05:07:42,1.2991666666666666
2023-02-11 09:03:50,1.9758333333333333
2023-02-11 11:41:25,1.3044444444444445
2023-02-11 13:38:42,1.3005555555555555
2023-02-11 15:35:45,1.2997222222222222
2023-02-11 17:32:45,1.3
2023-02-11 19:29:46,1.2997222222222222
2023-02-11 21:26:47,1.298888888888889
2023-02-11 23:23:45,1.2991666666666666
2023-02-12 01:20:43,1.2991666666666666
2023-02-12 03:17:41,1.2997222222222222
2023-02-12 05:14:41,1.2994444444444444
2023-02-12 07:11:40,1.2991666666666666
2023-02-12 09:08:39,1.2994444444444444
2023-02-12 11:05:38,1.2994444444444444
2023-02-12 13:02:37,1.2994444444444444
2023-02-12 14:59:36,1.2994444444444444
2023-02-12 16:56:35,1.2997222222222222
2023-02-12 18:53:35,1.2997222222222222
2023-02-12 20:50:35,1.2994444444444444
2023-02-12 22:47:34,1.2997222222222222
2023-02-13 00:44:34,1.2991666666666666
2023-02-13 02:41:33,1.2994444444444444
2023-02-13 04:38:32,1.2994444444444444
2023-02-13 06:35:31,1.298888888888889
2023-02-13 08:32:28,1.2994444444444444
2023-02-13 10:29:27,1.3
2023-02-13 12:26:28,1.2994444444444444
2023-02-13 14:23:28,1.2991666666666666
2023-02-13 16:20:27,1.2991666666666666
2023-02-13 18:17:25,1.298888888888889
2023-02-13 20:14:22,1.2991666666666666
2023-02-14 00:10:13,1.9719444444444445
2023-02-14 02:47:33,1.303611111111111
2023-02-14 04:44:47,1.3002777777777779
2023-02-14 06:41:49,1.3
2023-02-14 08:38:51,1.2994444444444444
2023-02-14 10:35:50,1.2994444444444444
2023-02-14 12:32:49,1.2997222222222222
2023-02-14 14:29:49,1.3
2023-02-14 16:26:50,1.2994444444444444
2023-02-14 18:23:50,1.2991666666666666
2023-02-14 20:20:48,1.2991666666666666
2023-02-14 22:17:46,1.2997222222222222
2023-02-15 00:14:46,1.298888888888889
2023-02-15 02:11:43,1.298888888888889
2023-02-15 04:08:40,1.298888888888889
2023-02-15 06:05:37,1.2991666666666666
2023-02-15 08:02:35,1.2994444444444444
2023-02-15 09:59:34,1.2991666666666666
2023-02-15 11:56:32,1.2994444444444444
2023-02-15 13:53:31,1.2991666666666666
2023-02-15 15:50:29,1.2994444444444444
2023-02-15 17:47:29,1.2994444444444444
2023-02-15 19:44:28,1.2997222222222222
2023-02-15 21:41:28,1.2997222222222222
2023-02-15 23:38:28,1.2991666666666666
2023-02-16 01:35:26,1.2994444444444444
2023-02-16 03:32:25,1.2994444444444444
2023-02-16 05:29:24,1.2991666666666666
2023-02-16 07:26:22,1.2997222222222222
2023-02-16 09:23:22,1.2991666666666666
2023-02-16 11:20:20,1.2994444444444444
2023-02-20 16:41:43,1.076111111111111
2023-02-20 18:25:18,1.3022222222222222
2023-02-20 20:22:27,1.301111111111111
2023-02-20 22:19:32,1.301111111111111
2023-02-21 00:16:37,1.3
2023-02-21 02:13:38,1.3002777777777779
2023-02-21 04:10:40,1.3
2023-02-21 06:07:41,1.3005555555555555
2023-02-21 08:04:44,1.2994444444444444
2023-02-21 10:01:43,1.3
2023-02-21 11:58:44,1.2991666666666666
2023-02-21 13:55:42,1.2994444444444444
2023-02-21 15:52:41,1.298888888888889
2023-02-21 17:49:38,1.2991666666666666
2023-02-21 19:46:37,1.298888888888889
2023-02-21 21:43:34,1.2991666666666666
2023-02-21 23:40:32,1.2994444444444444
2023-02-22 01:37:31,1.2991666666666666
2023-02-22 03:34:30,1.298888888888889
