epoch,train_loss,train_sup,train_kd,train_si,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.0020958219027875776,0.0020958219027875776,0.0,0.0,0.0008792585767038717,0.0,0.0,0.0,0.0,0.0,0.0001,49.384958028793335
1,0.0018725115967921935,0.0018516616761466178,2.070853779492517e-05,1.4138285065069693e-07,0.0034379014643847916,0.0,0.0009542713658753785,0.00030026068452411453,0.011059230730747431,7.550439254576602e-05,0.0001,49.421473026275635
2,0.001568565486905117,0.001526837609985283,4.1118868425464164e-05,6.090084943697745e-07,0.0012688810265271938,0.0,0.001908542731750757,0.0006005213690482291,0.026214314141639314,0.00038825825217625334,0.0001,49.423550605773926
3,0.0015052584448098983,0.0014410305013084176,6.277891432779222e-05,1.4490291736886304e-06,0.0009055568217373311,0.0,0.002862814097626128,0.0009007820535723428,0.04170640234190526,0.0009626447728526982,0.0001,49.58903408050537
4,0.0013276338091214328,0.0012408772764830262,8.419192396327353e-05,2.564608675132905e-06,0.0003965632961906139,0.0,0.003817085463501514,0.0012010427380964581,0.06341501955195604,0.0019317138939313739,0.0001,49.594398498535156
5,0.0011911506628101002,0.001083029372931957,0.00010410447471247842,4.016815165664858e-06,0.0006625284068011436,0.0,0.004771356829376852,0.0015013034226205625,0.0873982426932296,0.0033722141884122356,0.0001,49.54104399681091
6,0.001201889576505255,0.0010701003395393444,0.00012599181325631762,5.797423709593021e-06,0.0004997644973637609,0.0,0.005725628195252256,0.0018015641071446856,0.10482811043479145,0.004823590971185757,0.0001,49.75039792060852
7,0.0011833106873169671,0.001027960565397189,0.00014731420428503667,8.035917634741553e-06,0.00048516105872824044,0.0,0.0066798995611278625,0.00210182479166884,0.12449325934768339,0.00679104627455208,0.0001,49.56297731399536
8,0.0011689285793174881,0.0009906384899283152,0.00016783640750870545,1.0453681880467377e-05,0.0003088142835246106,0.0,0.007634170927003028,0.0024020854761929162,0.14358140478240466,0.00894296030179282,0.0001,49.349828243255615
9,0.0010326945708037636,0.0008330022468493024,0.00018668627527789616,1.3006048676565041e-05,0.0004977052871406492,0.0,0.00858844229287863,0.0027023461607170846,0.18077588529645808,0.012594283967661622,0.0001,49.202651262283325
10,0.0011214107650769965,0.000897494024227503,0.00020740779517951696,1.6508945669976583e-05,0.00020395946261272163,0.0,0.009542713658753704,0.003002606845241125,0.1849525630024394,0.014721586580135133,0.0001,49.01352787017822
11,0.0009493935241050312,0.0007234961134069079,0.00020758053395415892,1.831687674396425e-05,0.00011711279759925234,0.0,0.009542713658753704,0.003002606845241125,0.21864540749826555,0.019293239609182184,0.0001,48.83637499809265
12,0.0007625135856658195,0.0005344322327076776,0.0002087053307887485,1.937602216939334e-05,0.00023747581989298647,0.0,0.009542713658753704,0.003002606845241125,0.2737070325199636,0.025410723865954974,0.0001,48.800700187683105
13,0.0007099428147953585,0.00048085946059199205,0.00020845422674669844,2.0629127456668055e-05,0.00010503994436774821,0.0,0.009542713658753704,0.003002606845241125,0.29362115145398787,0.029057449454734485,0.0001,48.96618127822876
14,0.0006953406372181604,0.00046476339861644013,0.00020869847373924564,2.187876486247458e-05,0.00027016362210354996,0.0,0.009542713658753704,0.003002606845241125,0.3001384682106064,0.031464815503958826,0.0001,48.984989166259766
15,0.0006527856718271802,0.0004209820221141486,0.00020878277653842077,2.3020873174610785e-05,0.0002931177048942545,0.0,0.009542713658753704,0.003002606845241125,0.31983357715868244,0.03526559201303269,0.0001,48.91318678855896
16,0.0006512080891459486,0.0004184510834849794,0.00020853825133631157,2.4218754324657625e-05,0.00025922135993756355,0.0,0.009542713658753704,0.003002606845241125,0.32023289454190734,0.03719049982382778,0.0001,48.92848324775696
17,0.0006234637487608099,0.0003896645843645321,0.00020845955971158448,2.5339604684693297e-05,0.0005199713787380242,0.0,0.009542713658753704,0.003002606845241125,0.33435714606649797,0.04064326873063275,0.0001,48.91133713722229
18,0.0005897704915060292,0.000354592629313234,0.00020877243450467782,2.640542768811736e-05,0.00017709649748078084,0.0,0.009542713658753704,0.003002606845241125,0.35398928483444403,0.044772378524210066,0.0001,48.98442840576172
19,0.0005882773583405421,0.00035214154653413125,0.00020870018651126856,2.7435625295142292e-05,0.000425468526024217,0.0,0.009542713658753704,0.003002606845241125,0.3547649481190064,0.046637228011859586,5e-05,48.96575689315796
20,0.0005410559656063672,0.000304052541574295,0.0002087454786209002,2.82579454111721e-05,0.0006155734349416672,0.0,0.009542713658753704,0.003002606845241125,0.38581125038877795,0.05222739828679851,5e-05,48.984453201293945
21,0.000530748619661012,0.00029344243284829625,0.00020861801743985535,2.868816937286043e-05,0.0002574577526676294,0.0,0.009542713658753704,0.003002606845241125,0.39306370230995463,0.05405227316687795,5e-05,49.01343750953674
22,0.0005256765770256924,0.0002880508911686506,0.0002084963899852969,2.9129295871744956e-05,0.00015829639447423566,0.0,0.009542713658753704,0.003002606845241125,0.39662484329239317,0.05541296140025897,5e-05,49.013225078582764
23,0.0005206720716923158,0.000283012525107558,0.00020812160636253123,2.953794022222666e-05,0.0002820470741129784,0.0,0.009542713658753704,0.003002606845241125,0.3997172456092822,0.056730410229649704,5e-05,48.98198843002319
24,0.0005201618523092412,0.00028154898663420344,0.00020869137765776386,2.992148801727386e-05,0.0005216527156561514,0.0,0.009542713658753704,0.003002606845241125,0.40120469567555844,0.0575234186906218,5e-05,48.925848722457886
25,0.0005197479200549913,0.0002812208862689676,0.00020819898309132388,3.0328050694699776e-05,0.0005902099974880387,0.0,0.009542713658753704,0.003002606845241125,0.4005768470786678,0.0583514613997704,2.5e-05,48.91082262992859
26,0.0004935948502350151,0.0002545239819016802,0.00020848698625998313,3.058388207335174e-05,0.000380524978181434,0.0,0.009542713658753704,0.003002606845241125,0.422384848951962,0.06196150964457967,2.5e-05,49.46336913108826
27,0.0004895591246403054,0.00025050564655464943,0.00020831297028994618,3.074050779570984e-05,0.00027936870282935016,0.0,0.009542713658753704,0.003002606845241125,0.4255113627858541,0.06279222722749955,2.5e-05,49.422961711883545
28,0.00048774520150816827,0.00024857875125549814,0.0002082758269548258,3.089062329784431e-05,0.00016258879744321215,0.0,0.009542713658753704,0.003002606845241125,0.4270176852807804,0.06333352578831468,2.5e-05,49.50865721702576
29,0.0004829937347865091,0.00024359028545773762,0.00020834021830472594,3.106323102404554e-05,0.0001961394454310679,0.0,0.009542713658753704,0.003002606845241125,0.4313518029313892,0.06431394195573982,2.5e-05,49.41047120094299
30,0.0004815556202471589,0.00024206315928472944,0.00020826050341894183,3.123195754348766e-05,0.00017110876793197897,0.0,0.009542713658753704,0.003002606845241125,0.4324744529241542,0.06485638673982837,2.5e-05,49.414695024490356
31,0.0004757715178358142,0.00023615734419551947,0.00020820876394720938,3.1405409693085394e-05,0.0001473912326413949,0.0,0.009542713658753704,0.003002606845241125,0.4376234308735163,0.06600943628559791,1.25e-05,49.420573711395264
32,0.0004660624739954132,0.00022636640125154337,0.00020818206765779205,3.1514005086077755e-05,0.0004325592735214241,0.0,0.009542713658753704,0.003002606845241125,0.44668275021824844,0.06761755525159038,1.25e-05,49.55668258666992
33,0.00046516539024377254,0.00022557809726297224,0.00020800412175784393,3.158317122295637e-05,0.00026653573136828303,0.0,0.009542713658753704,0.003002606845241125,0.4471616464174994,0.0678966489884491,1.25e-05,49.441009283065796
