epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,mas_loss
0,0.0033798244184594472,0.003148192340771182,0.0001,61.39315891265869,0.0033798244184594472,0.0,0.0
1,0.0026248464587410045,0.0009242103390794665,0.0001,61.1869478225708,0.0026248464587410045,0.0,0.0
2,0.0020668293853181572,0.0016333921316295107,0.0001,61.519649028778076,0.0020668293853181572,0.0,0.0
3,0.00174824737157067,0.0010797012051151583,0.0001,61.598395586013794,0.00174824737157067,0.0,0.0
4,0.0019241623783498357,0.0008495283138618452,0.0001,61.62826585769653,0.0019241623783498357,0.0,0.0
5,0.001450645346447618,0.0008480318968639282,0.0001,61.48642039299011,0.001450645346447618,0.0,0.0
6,0.0011950914812337476,0.0007789507681847195,0.0001,61.61120867729187,0.0011950914812337476,0.0,0.0
7,0.001123163841625783,0.0008462071419261218,0.0001,61.43573617935181,0.001123163841625783,0.0,0.0
8,0.0009554250015117673,0.0009031842548671134,0.0001,61.61127710342407,0.0009554250015117673,0.0,0.0
9,0.0008672796286153228,0.0005667695615568538,0.0001,61.581467390060425,0.0008672796286153228,0.0,0.0
10,0.0009064589313412842,0.0006275522091659768,0.0001,62.13796138763428,0.0009064589313412842,0.0,0.0
11,0.0006976987071986897,0.0003898770401072319,0.0001,61.813533306121826,0.0006976987071986897,0.0,0.0
12,0.000562376197352012,0.0009018024532100831,0.0001,70.82988405227661,0.000562376197352012,0.0,0.0
13,0.000479034806314062,0.0002759923481498394,0.0001,61.7805392742157,0.000479034806314062,0.0,0.0
14,0.0005422937878062243,0.0009481444426675226,0.0001,62.191131830215454,0.0005422937878062243,0.0,0.0
15,0.0004157051982595751,0.0006847716197570243,0.0001,62.31527924537659,0.0004157051982595751,0.0,0.0
16,0.0003808041894902687,0.00023014564582833527,0.0001,69.48240900039673,0.0003808041894902687,0.0,0.0
17,0.00037644181630177084,0.0003277602295968164,0.0001,66.88843417167664,0.00037644181630177084,0.0,0.0
18,0.00035073520558220374,0.0003089076257296653,0.0001,62.354013204574585,0.00035073520558220374,0.0,0.0
19,0.00035019740029475384,0.00021331172567646433,0.0001,62.81784248352051,0.00035019740029475384,0.0,0.0
20,0.00032576157858087737,0.00021129149816446116,0.0001,62.136327028274536,0.00032576157858087737,0.0,0.0
21,0.00033701549613700813,0.0001528196923550456,0.0001,62.418508768081665,0.00033701549613700813,0.0,0.0
22,0.00032323057013321314,0.00037048989898462285,0.0001,62.554370641708374,0.00032323057013321314,0.0,0.0
23,0.00031538167397804036,0.00018718750154339471,0.0001,62.22186589241028,0.00031538167397804036,0.0,0.0
24,0.0003389153097328335,0.00021901449441413744,0.0001,63.48333382606506,0.0003389153097328335,0.0,0.0
25,0.00030499372618111626,0.00011960103051987381,0.0001,69.32657861709595,0.00030499372618111626,0.0,0.0
26,0.00029504290268844106,0.00011710408795790796,0.0001,62.16843223571777,0.00029504290268844106,0.0,0.0
27,0.00029076400211719455,0.00010944724970688458,0.0001,62.1879620552063,0.00029076400211719455,0.0,0.0
28,0.00027597332695624116,8.576982001560682e-05,0.0001,61.795632123947144,0.00027597332695624116,0.0,0.0
29,0.0002815354963191968,9.001035816725985e-05,0.0001,64.97062516212463,0.0002815354963191968,0.0,0.0
30,0.0002874744534084554,0.0003924642679235908,0.0001,61.498197078704834,0.0002874744534084554,0.0,0.0
31,0.000289966219213105,0.0004660997846162673,0.0001,59.218737840652466,0.000289966219213105,0.0,0.0
32,0.00026024498719671605,0.00014874328319001244,0.0001,57.50578856468201,0.00026024498719671605,0.0,0.0
33,0.0002574282289336556,0.00012914052289077406,0.0001,59.65254807472229,0.0002574282289336556,0.0,0.0
34,0.0002590383730206289,0.000109667501561874,0.0001,65.24050450325012,0.0002590383730206289,0.0,0.0
35,0.00022710226117591154,0.00013516755651216085,5e-05,83.60591840744019,0.00022710226117591154,0.0,0.0
36,0.00023184242408035623,0.0001232993940841639,5e-05,64.42360186576843,0.00023184242408035623,0.0,0.0
37,0.0002154075685839397,0.0001325803880712495,5e-05,64.895268201828,0.0002154075685839397,0.0,0.0
38,0.00021299306229266386,0.00010574726295446317,5e-05,57.52583050727844,0.00021299306229266386,0.0,0.0
39,0.00020599329317943157,0.00017529451027937913,5e-05,50.568331718444824,0.00020599329317943157,0.0,0.0
40,0.0002097269474377339,0.00017081411895784044,5e-05,50.48443913459778,0.0002097269474377339,0.0,0.0
41,0.00018839770790495287,0.0001868447988649134,2.5e-05,52.80322027206421,0.00018839770790495287,0.0,0.0
42,0.0002639314120307373,0.00018218088482399312,2.5e-05,48.93951773643494,0.0002639314120307373,0.0,0.0
43,0.00018647118437457747,0.0001484825599196969,2.5e-05,45.49627137184143,0.00018647118437457747,0.0,0.0
44,0.00018199256588058912,0.00014684781683983945,2.5e-05,45.09915852546692,0.00018199256588058912,0.0,0.0
45,0.0001853176300180518,0.00015603493554222078,2.5e-05,48.35554075241089,0.0001853176300180518,0.0,0.0
46,0.00017478225067089686,0.000170983891342756,2.5e-05,48.594287395477295,0.00017478225067089686,0.0,0.0
47,0.00017079383088811087,0.00016606020872170308,1.25e-05,48.668861627578735,0.00017079383088811087,0.0,0.0
48,0.000167593318202572,0.00019393197277492764,1.25e-05,49.35828614234924,0.000167593318202572,0.0,0.0
