BWT,FWT,ACC,avg_forgetting,final_avg_performance,task0_final_R,task1_final_R,task2_final_R
-0.005259377881884575,0.7697553783655167,-0.0797698696454366,0.005259377881884575,-0.0797698696454366,-0.06737419217824936,-0.06656044721603394,-0.10537496954202652
