epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,ewc_loss
0,0.0035196418032481212,0.0017588391242315993,0.0001,65.2432861328125,0.0034447318173389013,0.0,7.490998646142234e-05
1,0.001871181052890126,0.003369268930339718,0.0001,60.7301127910614,0.001781678808386905,0.0,8.950224586460007e-05
2,0.0017341104558563027,0.003246049636265255,0.0001,53.72958517074585,0.0016479159933911838,0.0,8.61944626101107e-05
3,0.001616274815234329,0.0016529306824871657,0.0001,46.94669437408447,0.001531763282733421,0.0,8.451153315738068e-05
4,0.0016605281737012687,0.0023144552024085417,0.0001,52.51461839675903,0.0015754073888792027,0.0,8.512078704768761e-05
5,0.001354641697273276,0.0012912299942768404,0.0001,55.29794216156006,0.0012697303355869592,0.0,8.491136249040338e-05
6,0.001275691173984954,0.0025053118638476706,0.0001,59.66483473777771,0.0011922369976760272,0.0,8.345417743446307e-05
7,0.0012328114010897989,0.0014484018940605907,0.0001,66.16639924049377,0.0011489050918271184,0.0,8.390630833781883e-05
8,0.0011985345047720642,0.0010476658433655685,0.0001,58.362303733825684,0.0011152150814353419,0.0,8.331942348695832e-05
9,0.0011482043879624702,0.000806902780182437,0.0001,70.33817505836487,0.001065129858702547,0.0,8.307452973824132e-05
10,0.0011543006509622791,0.0013333858246301828,0.0001,72.33959436416626,0.001071275380647097,0.0,8.302527135619126e-05
11,0.0010991507423270051,0.001497902065562637,0.0001,66.63134407997131,0.0010151153336921174,0.0,8.403541001153699e-05
12,0.0010521716737555806,0.0017446874231979552,0.0001,75.42393946647644,0.0009668022750798008,0.0,8.536939852862876e-05
13,0.0015200700499636037,0.001614153036847091,0.0001,77.11519408226013,0.0014352353733987622,0.0,8.48346772666628e-05
14,0.0010824396914931279,0.001283100356494522,0.0001,74.07987666130066,0.00099391642426943,0.0,8.852326773440772e-05
15,0.0009806556515591003,0.0011369592461615036,5e-05,67.36955690383911,0.0008955342291415877,0.0,8.512142386727471e-05
16,0.0008101705818358204,0.0008909455563758163,5e-05,66.00633478164673,0.0007278886045910542,0.0,8.228197738559313e-05
17,0.0007611323301501534,0.001176609099634433,5e-05,47.50862455368042,0.0006802360574374836,0.0,8.089627231286313e-05
18,0.000787770385499678,0.0010436575898624078,5e-05,47.36826133728027,0.0007081529539033083,0.0,7.96174312078229e-05
19,0.0007029719529860626,0.0011128883884398877,5e-05,47.41216540336609,0.0006242540386510439,0.0,7.871791455173482e-05
20,0.0007168678323350928,0.0011052762102108755,5e-05,53.944934368133545,0.0006395142622163038,0.0,7.735357023138898e-05
21,0.0007004300095093969,0.0009371339070166392,2.5e-05,55.79689884185791,0.0006239431643427274,0.0,7.648684560596329e-05
22,0.0006159539670979972,0.0008317555133169456,2.5e-05,55.77212715148926,0.0005406197614694908,0.0,7.533420516098548e-05
23,0.0005933556124996499,0.0008466943587312743,2.5e-05,55.67098808288574,0.0005189709455660039,0.0,7.438466753443587e-05
24,0.0006166103203374805,0.0008602826951232898,2.5e-05,55.76626253128052,0.0005430727746352736,0.0,7.353754482994338e-05
25,0.0005998723691899149,0.0009678730642739871,2.5e-05,55.82005500793457,0.0005271904755077448,0.0,7.268189363234845e-05
26,0.0005756149094956719,0.0008353150709162113,2.5e-05,55.59022378921509,0.0005032496059691903,0.0,7.236530376834006e-05
27,0.0005724255953532462,0.0008688252744509932,1.25e-05,51.5348265171051,0.0005004812216224268,0.0,7.194437383894616e-05
28,0.0005404142918636934,0.0008500809265823229,1.25e-05,43.63266634941101,0.00046910491918990385,0.0,7.130937255039237e-05
29,0.0005433517088485749,0.0007646063890401681,1.25e-05,43.422163248062134,0.0004725908922119657,0.0,7.07608167743512e-05
30,0.0005381275389774561,0.0008250373721531467,1.25e-05,44.457730531692505,0.0004676824003711609,0.0,7.04451385708185e-05
31,0.0005352825972843249,0.0007553667424289372,1.25e-05,44.64324426651001,0.00046544961828002965,0.0,6.983297901247029e-05
32,0.0005244485049325825,0.0009288331035394466,1.25e-05,46.34553289413452,0.0004551170359727482,0.0,6.933146886589825e-05
33,0.0005313641737614959,0.0007673254566983672,1.25e-05,50.18129873275757,0.0004625133747629989,0.0,6.885079882080508e-05
34,0.0005216754997428437,0.0008165475857412589,1.25e-05,51.59608483314514,0.0004532089810735227,0.0,6.846651820041184e-05
35,0.000527436912866194,0.0007844139987803443,1.25e-05,44.62527775764465,0.0004593106959207157,0.0,6.812621658963192e-05
36,0.0005210297714279664,0.0007241542095413247,1.25e-05,44.51468563079834,0.00045329979313035105,0.0,6.77299784510906e-05
37,0.0005116300257540419,0.0007922209957822971,1.25e-05,44.749252796173096,0.0004441685294643951,0.0,6.746149654677558e-05
38,0.0005178876319384335,0.0007802163137175859,1.25e-05,44.57291340827942,0.0004508962682416442,0.0,6.699136348362082e-05
39,0.0005026579337154487,0.0007126084926723277,1.25e-05,46.94517660140991,0.0004360661333782656,0.0,6.6591800213786e-05
40,0.0004949969387036942,0.0007916746011695735,1.25e-05,48.60349917411804,0.0004286226512565532,0.0,6.63742877014934e-05
41,0.0005043768429937546,0.0007799358833881143,1.25e-05,44.96411848068237,0.00043839883219215525,0.0,6.597801083075196e-05
42,0.0005031024837350013,0.0007261702508816097,1.25e-05,50.41729784011841,0.0004375004856931729,0.0,6.560199814995518e-05
43,0.0005012693131777164,0.0007771819315374906,1.25e-05,48.056615352630615,0.0004358563604656347,0.0,6.541295253654934e-05
44,0.0004908593876140607,0.0007091967026282643,1.25e-05,50.898332357406616,0.00042570392094898503,0.0,6.515546691325816e-05
45,0.0004919230199124842,0.0007569776970636294,1.25e-05,50.54266428947449,0.0004270432277008977,0.0,6.487979246563042e-05
46,0.00048720682631763336,0.0006969965168978514,1.25e-05,49.30946397781372,0.000422600175306814,0.0,6.460665094711558e-05
47,0.000479157780890315,0.0006516241494275926,1.25e-05,44.49519610404968,0.00041488219670654346,0.0,6.427558409986149e-05
48,0.0004815394350904596,0.0006312401045744682,1.25e-05,51.434091329574585,0.00041752341647176993,0.0,6.401601806988088e-05
49,0.00048179478465742293,0.00075503248641834,1.25e-05,44.88952374458313,0.00041799655392707247,0.0,6.379823167287322e-05
50,0.00047636479539282784,0.0007531606070672525,1.25e-05,44.748950719833374,0.00041264470689021324,0.0,6.3720088872806e-05
51,0.00047382636892259137,0.0007879220469476422,1.25e-05,44.29241609573364,0.00041043422846527317,0.0,6.339214023990785e-05
52,0.00047728858728359846,0.0007460064443431217,1.25e-05,44.43795990943909,0.00041415516282409176,0.0,6.313342484944167e-05
53,0.0004729283943687853,0.0006437113865377284,1.25e-05,44.660746574401855,0.00041006866956936944,0.0,6.285972385265138e-05
54,0.00046564855536014517,0.0007085864955894766,6.25e-06,44.76848649978638,0.0004029558547465677,0.0,6.26927000553597e-05
55,0.0004484639515561901,0.0006961645547076389,6.25e-06,44.888198137283325,0.00038595577585444276,0.0,6.250817650629663e-05
56,0.0004533797352666692,0.000620701705272346,6.25e-06,51.91533064842224,0.0003910399889692212,0.0,6.233974649981924e-05
57,0.0004437899682046442,0.0007173109859597715,6.25e-06,48.35422968864441,0.00038159162947446124,0.0,6.219833928840075e-05
58,0.00044393679055588494,0.0006606831417993975,6.25e-06,52.36633896827698,0.0003818489455542583,0.0,6.208784501597149e-05
59,0.0004505083296639855,0.000666843061018134,6.25e-06,53.832584857940674,0.00038850951785436626,0.0,6.199881161218386e-05
60,0.0004403204506395458,0.0006119560563960214,6.25e-06,55.533528089523315,0.0003784445200229323,0.0,6.187593079060346e-05
61,0.00044231493189588443,0.0006483933871466307,6.25e-06,44.83203363418579,0.00038061360706230214,0.0,6.170132521364544e-05
62,0.0004444885149831629,0.000670212285908846,6.25e-06,52.41247010231018,0.00038294793067614646,0.0,6.154058332076482e-05
63,0.0004395928696006392,0.0006685496810080832,6.25e-06,44.83858585357666,0.00037822282224380554,0.0,6.137004777638394e-05
