epoch,train_loss,train_sup,train_kd,train_si,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.004885048133463492,0.004885048133463492,0.0,0.0,0.000753571149133099,0.0,0.0,0.0,0.0,0.0,5e-05,40.409640312194824
1,0.0042960695247278085,0.0042960695247278085,0.0,0.0,0.0009838830949416568,0.0,0.0,0.0,0.0,0.0,5e-05,40.453343629837036
2,0.00399627923706926,0.00399627923706926,0.0,0.0,0.0012859026626546317,0.0,0.0,0.0,0.0,0.0,5e-05,40.61040663719177
3,0.0038983782679450304,0.0038983782679450304,0.0,0.0,0.0012869772249807707,0.0,0.0,0.0,0.0,0.0,5e-05,40.7480583190918
4,0.0037753877346159296,0.0037753877346159296,0.0,0.0,0.0006307865493327873,0.0,0.0,0.0,0.0,0.0,5e-05,40.77690029144287
5,0.0035163038029130435,0.0035163038029130435,0.0,0.0,0.0006532414277861259,0.0,0.0,0.0,0.0,0.0,5e-05,41.58142685890198
6,0.00343393649336836,0.00343393649336836,0.0,0.0,0.001129430902959659,0.0,0.0,0.0,0.0,0.0,5e-05,41.579899072647095
7,0.0031681074769803735,0.0031681074769803735,0.0,0.0,0.0009899804493274506,0.0,0.0,0.0,0.0,0.0,5e-05,41.563164710998535
8,0.003070417145284855,0.003070417145284855,0.0,0.0,0.0004761629433668309,0.0,0.0,0.0,0.0,0.0,5e-05,41.35410714149475
9,0.0028094121193010376,0.0028094121193010376,0.0,0.0,0.0005255086435884183,0.0,0.0,0.0,0.0,0.0,5e-05,41.262513875961304
10,0.0026397302197544528,0.0026397302197544528,0.0,0.0,0.00044143174049262,0.0,0.0,0.0,0.0,0.0,5e-05,40.78493356704712
11,0.0023141234137620645,0.0023141234137620645,0.0,0.0,0.00047530838455957616,0.0,0.0,0.0,0.0,0.0,5e-05,41.36237692832947
12,0.002097737566216769,0.002097737566216769,0.0,0.0,0.000377261123781765,0.0,0.0,0.0,0.0,0.0,5e-05,47.09979510307312
13,0.0019113327397493765,0.0019113327397493765,0.0,0.0,0.00037750761082462554,0.0,0.0,0.0,0.0,0.0,5e-05,58.281370401382446
