trained_after_task,evaluated_on_task,trained_task_idx,eval_task_idx,MAE,MAE_smooth,RMSE,RMSE_smooth,R2,R2_smooth,R_value
task0,full_test,0,-1,0.05622441,0.05620787465653886,0.07668699,0.07660097296623888,0.16927683353424072,0.17113949046359278,-0.056224409490823746
task0,test_task0,0,0,0.027922912,0.02792657857953982,0.028417394,0.028419485429506015,-29.270734786987305,-29.275189978863008,-0.027922911569476128
task0,test_task1,0,1,0.035453457,0.0354621074045812,0.038439453,0.03832183427659413,-2.128361225128174,-2.1092460591327593,-0.03545345738530159
task0,test_task2,0,2,0.72164035,0.718666878998927,0.85410637,0.8395770399997594,-980.0900268554688,-946.9949673717515,-0.7216403484344482
task1,full_test,1,-1,0.025741696,0.025823504146876813,0.02828516,0.028292791512535127,0.8869865536689758,0.8869255523021337,-0.02574169635772705
task1,test_task0,1,0,0.05473089,0.052587103088833194,0.079742745,0.0740276251123843,-237.36190795898438,-204.41969995884898,-0.054730888456106186
task1,test_task1,1,1,0.021583684,0.021661809010849745,0.022241382,0.022245949647825936,-0.04733610153198242,-0.04776627497832964,-0.021583683788776398
task1,test_task2,1,2,0.054674517,0.05476713164385985,0.056810535,0.05669780020097331,-3.340529441833496,-3.3233196158835963,-0.05467451736330986
task2,full_test,2,-1,0.033078168,0.033168415436046185,0.035747856,0.03575595563825689,0.8194851875305176,0.8194033641117554,-0.03307816758751869
task2,test_task0,2,0,0.0726875,0.0727225014260742,0.07328875,0.07331979832610427,-200.33956909179688,-200.51017494399488,-0.07268749922513962
task2,test_task1,2,1,0.019373074,0.01922573681367973,0.021419128,0.02128158035353997,0.0286715030670166,0.04110673988575908,-0.019373074173927307
task2,test_task2,2,2,0.014617421,0.014748654052535951,0.018118186,0.017725479580767017,0.5585166215896606,0.5774472683282613,-0.014617420732975006
