epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,ewc_loss
0,0.0025954680846248203,0.0008702392925883938,0.0001,82.36532473564148,0.0025954680846248203,0.0,0.0
1,0.00194304239888054,0.0013520870455194297,0.0001,83.48264408111572,0.00194304239888054,0.0,0.0
2,0.0015835947497008648,0.0004335547389148078,0.0001,83.95954990386963,0.0015835947497008648,0.0,0.0
3,0.0014219170037202673,0.001422499958051878,0.0001,74.60073161125183,0.0014219170037202673,0.0,0.0
4,0.0012357157966872835,0.0005331244560515232,0.0001,81.38368058204651,0.0012357157966872835,0.0,0.0
5,0.0011647600346990257,0.0009810465414191788,0.0001,89.53646516799927,0.0011647600346990257,0.0,0.0
6,0.0011289899043343567,0.0006967055768781019,0.0001,84.12130451202393,0.0011289899043343567,0.0,0.0
7,0.0010327962387179862,0.0009919324829115153,0.0001,82.52804780006409,0.0010327962387179862,0.0,0.0
8,0.0011253337042800961,0.0008321551228185377,0.0001,82.6977653503418,0.0011253337042800961,0.0,0.0
9,0.0010928783840973982,0.0005962776998779926,5e-05,82.71813464164734,0.0010928783840973982,0.0,0.0
10,0.0008960447012505235,0.0005019969140505836,5e-05,82.98244976997375,0.0008960447012505235,0.0,0.0
11,0.0005314787456272365,0.0006594941090579027,5e-05,83.28046727180481,0.0005314787456272365,0.0,0.0
12,0.00044405478885201945,0.0007827750444792753,5e-05,83.19139051437378,0.00044405478885201945,0.0,0.0
13,0.00040288668678925755,0.0008458182465448281,5e-05,83.12496972084045,0.00040288668678925755,0.0,0.0
14,0.00034723017790688467,0.0006805482651795589,5e-05,83.37664794921875,0.00034723017790688467,0.0,0.0
15,0.0003183789737285305,0.0007841177067025022,2.5e-05,92.57350897789001,0.0003183789737285305,0.0,0.0
16,0.0003123220848007046,0.0016566506207024913,2.5e-05,84.16139078140259,0.0003123220848007046,0.0,0.0
17,0.0003202339932825701,0.0018929610926420766,2.5e-05,83.9790678024292,0.0003202339932825701,0.0,0.0
18,0.0002922994450984361,0.0007088811656106129,2.5e-05,94.2115089893341,0.0002922994450984361,0.0,0.0
19,0.0003003817443811044,0.00237670032661137,2.5e-05,85.54846668243408,0.0003003817443811044,0.0,0.0
20,0.00028369731399368936,0.0016503618188642055,2.5e-05,84.3920726776123,0.00028369731399368936,0.0,0.0
21,0.00026284078048806336,0.0017219911077405437,1.25e-05,84.20256114006042,0.00026284078048806336,0.0,0.0
22,0.0002539671713082307,0.0008413031049460362,1.25e-05,84.53402781486511,0.0002539671713082307,0.0,0.0
