epoch,train_loss,val_loss,lr,time
1,0.008653914655571984,0.0014929346013416631,0.0001,56.165024280548096
2,0.006957503972650716,0.0019481899509068107,0.0001,56.19889807701111
3,0.006059848658479451,0.0017420606840985186,0.0001,56.10785102844238
4,0.0054301133584921096,0.0021903869936932504,0.0001,56.06284022331238
5,0.004795436136307313,0.0019647114821662267,0.0001,56.046181440353394
6,0.004039899763693289,0.0016197528325658692,0.0001,55.96560454368591
7,0.003584868913287794,0.0010400393992506451,0.0001,56.11953067779541
8,0.0030624357887461466,0.0018742931071271585,0.0001,56.15406656265259
9,0.0028341262245427843,0.0012169696290601452,0.0001,55.97759389877319
10,0.002214973363843833,0.0017948075551280696,0.0001,55.528990507125854
11,0.0018688504784710519,0.0014163963885385706,0.0001,55.81446361541748
12,0.0015526439311007714,0.0008415403395654104,0.0001,56.33402061462402
13,0.0010892246935734996,0.001624526465334059,0.0001,56.14177680015564
14,0.000983502101707163,0.0016003695023793796,0.0001,56.24245309829712
15,0.0008423857758644318,0.002333574596724759,0.0001,56.4319863319397
16,0.0008347755797044704,0.003135200020066178,0.0001,56.4867422580719
17,0.0006277298527838439,0.0026944718179080646,0.0001,56.38438272476196
18,0.0006568268760421952,0.002823001464026293,5e-05,56.62221550941467
19,0.0005179198942141804,0.003586834277208421,5e-05,56.16938376426697
20,0.0004977613312600355,0.0038303273678289024,5e-05,55.87917923927307
21,0.00042743043538415567,0.0036782887335262593,5e-05,55.5080943107605
22,0.0004007724872356404,0.004182768938771428,5e-05,55.68262505531311
23,0.00044302662276941705,0.004010672306852874,5e-05,55.597983837127686
24,0.0003773505080023349,0.004077807961475547,2.5e-05,55.8255455493927
25,0.00034939561492518305,0.004463017764575332,2.5e-05,58.12814259529114
26,0.0003289305616482769,0.0044857952858931025,2.5e-05,65.26139283180237
27,0.0003244999099855719,0.004512803400610892,2.5e-05,84.42172241210938
28,0.0003185794653239273,0.0043359529226264775,2.5e-05,84.13806390762329
29,0.00032581544566720054,0.004443254740048295,2.5e-05,73.42430901527405
30,0.0002908204595466538,0.004399810081418017,1.25e-05,73.96438145637512
31,0.00029921200401083483,0.00445272155075092,1.25e-05,81.36507272720337
32,0.000283681457609508,0.004236367365034376,1.25e-05,95.51641702651978
