,eval_task0,eval_task1,eval_task2
after_task0,-0.02909592166543007,-0.07773160189390182,-0.26696062088012695
after_task1,-0.03601773455739021,-0.04099702462553978,-0.04672866687178612
after_task2,-0.03757287561893463,-0.012966460548341274,-0.021549375727772713
