epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,si_loss
0,0.03818467807874477,0.00040231724474026735,0.0001,80.5859808921814,0.03818467807874477,0.0,0.0
1,0.007280924109145629,0.0017597147550995136,0.0001,79.72033333778381,0.007280924109145629,0.0,0.0
2,0.005333600775865999,0.00041705573248496493,0.0001,79.29461932182312,0.005333600775865999,0.0,0.0
3,0.004311371187158378,0.0006874798360812025,0.0001,76.37881565093994,0.004311371187158378,0.0,0.0
4,0.003407839121486143,0.00036581826070689033,0.0001,75.418283700943,0.003407839121486143,0.0,0.0
5,0.0026545887266109696,0.0004812943359364777,0.0001,78.71481156349182,0.0026545887266109696,0.0,0.0
6,0.0020627920561030817,0.0004402285179606471,0.0001,78.00392055511475,0.0020627920561030817,0.0,0.0
7,0.0015514848087289238,0.00048433718084073133,0.0001,77.01036787033081,0.0015514848087289238,0.0,0.0
8,0.0011550178185283945,0.0002722618025542226,0.0001,78.15323996543884,0.0011550178185283945,0.0,0.0
9,0.0008687898787907166,0.000578910535724734,0.0001,77.70464205741882,0.0008687898787907166,0.0,0.0
10,0.0006875635347924915,0.0003597274265611685,0.0001,79.61262774467468,0.0006875635347924915,0.0,0.0
11,0.0005761606410093933,0.0005624707020492765,0.0001,77.09087562561035,0.0005761606410093933,0.0,0.0
12,0.0005107131929362464,0.00048546677263572107,0.0001,77.74780082702637,0.0005107131929362464,0.0,0.0
13,0.00048133306834703416,0.000499391150299748,0.0001,76.68499493598938,0.00048133306834703416,0.0,0.0
14,0.00046046516483838894,0.0004949176852330944,0.0001,78.57704567909241,0.00046046516483838894,0.0,0.0
15,0.00037163807148199825,0.0005868040485325114,5e-05,91.63557362556458,0.00037163807148199825,0.0,0.0
16,0.0003206719195189626,0.0008583675583640931,5e-05,93.92677068710327,0.0003206719195189626,0.0,0.0
17,0.000290849247624636,0.0007301961730059749,5e-05,83.85553741455078,0.000290849247624636,0.0,0.0
18,0.000298286437304795,0.0005013531859786979,5e-05,96.87103199958801,0.000298286437304795,0.0,0.0
19,0.00031291827682000363,0.0006259291466369512,5e-05,114.47455501556396,0.00031291827682000363,0.0,0.0
20,0.00025953175044795553,0.0009041595136543048,5e-05,105.32857918739319,0.00025953175044795553,0.0,0.0
21,0.00021206517886018838,0.0006808794258486691,2.5e-05,110.75831055641174,0.00021206517886018838,0.0,0.0
22,0.00020595965101938605,0.0006777992632191661,2.5e-05,109.07699871063232,0.00020595965101938605,0.0,0.0
23,0.00021482132228148416,0.0008568226883163947,2.5e-05,90.4305682182312,0.00021482132228148416,0.0,0.0
24,0.0002135939265923845,0.0006705196961786472,2.5e-05,87.75663304328918,0.0002135939265923845,0.0,0.0
25,0.0002004713013150974,0.0004812141669573553,2.5e-05,82.86927676200867,0.0002004713013150974,0.0,0.0
26,0.00019403819236218548,0.0004775437014549054,2.5e-05,85.07972311973572,0.00019403819236218548,0.0,0.0
27,0.00019439523194761602,0.0005547542547551415,1.25e-05,100.52665638923645,0.00019439523194761602,0.0,0.0
28,0.00018159847656416014,0.0003668701473558458,1.25e-05,103.39506936073303,0.00018159847656416014,0.0,0.0
