number,value,datetime_start,datetime_complete,duration,params_lambda1,params_lambda2,user_attrs_val_update1,user_attrs_val_update2,state
29,0.00045896999093150253,2025-06-12 23:17:27.278192,2025-06-13 00:29:30.073531,0 days 01:12:02.795339,824.2235808878795,102.79890263193131,0.0042099848397820746,0.00045896999093150253,COMPLETE
30,0.001154093916595317,2025-06-13 00:29:30.075274,2025-06-13 01:28:23.848571,0 days 00:58:53.773297,17.943130251957065,48.317122831167374,0.0042099848397820746,0.001154093916595317,COMPLETE
31,0.0005342142714918467,2025-06-13 01:28:23.849995,2025-06-13 02:43:55.563332,0 days 01:15:31.713337,887.6469343303613,104.04232391579936,0.0042099848397820746,0.0005342142714918467,COMPLETE
32,0.0007797729940632537,2025-06-13 02:43:55.566037,2025-06-13 03:38:22.950126,0 days 00:54:27.384089,4211.515167182293,264.98230234796443,0.0042099848397820746,0.0007797729940632537,COMPLETE
33,0.0008306357881818607,2025-06-13 03:38:22.951265,2025-06-13 04:36:15.322822,0 days 00:57:52.371557,394.6739978555431,161.51820745469928,0.0042099848397820746,0.0008306357881818607,COMPLETE
34,0.0008824564308782391,2025-06-13 04:36:15.324822,2025-06-13 05:44:56.574627,0 days 01:08:41.249805,1273.4347615167376,442.36267127634096,0.0042099848397820746,0.0008824564308782391,COMPLETE
35,0.0006204522418636365,2025-06-13 05:44:56.576447,2025-06-13 07:13:59.539200,0 days 01:29:02.962753,905.9347749943108,17.26910692751932,0.0042099848397820746,0.0006204522418636365,COMPLETE
36,0.0013575161131318479,2025-06-13 07:13:59.540995,2025-06-13 08:06:49.657155,0 days 00:52:50.116160,283.38003128770487,1349.1144464671781,0.0042099848397820746,0.0013575161131318479,COMPLETE
37,0.0003792869715269413,2025-06-13 08:06:49.658622,2025-06-13 09:43:51.100349,0 days 01:37:01.441727,691.4513758264123,72.4324636983617,0.0042099848397820746,0.0003792869715269413,COMPLETE
38,0.0005347027286149258,2025-06-13 09:43:51.101671,2025-06-13 11:05:41.523865,0 days 01:21:50.422194,313.2903441447619,16.096631833682444,0.0042099848397820746,0.0005347027286149258,COMPLETE
39,0.0010199815167727226,2025-06-13 11:05:41.525420,2025-06-13 12:19:37.408340,0 days 01:13:55.882920,183.45510223286033,56.72132026014719,0.0042099848397820746,0.0010199815167727226,COMPLETE
40,0.0006774099655136747,2025-06-13 12:19:37.409700,2025-06-13 13:30:39.276849,0 days 01:11:01.867149,17.153038390758965,4787.679233312423,0.0042099848397820746,0.0006774099655136747,COMPLETE
41,0.0006826184489627015,2025-06-13 13:30:39.278194,2025-06-13 14:26:57.390098,0 days 00:56:18.111904,759.0303658067228,203.06953525624752,0.0042099848397820746,0.0006826184489627015,COMPLETE
42,0.0012012101516206892,2025-06-13 14:26:57.391456,2025-06-13 15:31:30.956144,0 days 01:04:33.564688,451.82527989205687,113.8356950113394,0.0042099848397820746,0.0012012101516206892,COMPLETE
43,0.0006035569159121621,2025-06-13 15:31:30.957797,2025-06-13 16:22:14.959998,0 days 00:50:44.002201,1955.8390403618776,85.10341060440571,0.0042099848397820746,0.0006035569159121621,COMPLETE
44,0.0005524752787882452,2025-06-13 16:22:14.961344,2025-06-13 17:43:45.998263,0 days 01:21:31.036919,3382.4541594782477,32.74374239820727,0.0042099848397820746,0.0005524752787882452,COMPLETE
45,0.0006729207443646874,2025-06-13 17:43:45.999834,2025-06-13 18:52:52.762007,0 days 01:09:06.762173,761.2988757157382,63.069385941002544,0.0042099848397820746,0.0006729207443646874,COMPLETE
46,0.000916427507756103,2025-06-13 18:52:52.763617,2025-06-13 19:43:43.185391,0 days 00:50:50.421774,209.0955489219878,446.4693084991018,0.0042099848397820746,0.000916427507756103,COMPLETE
47,0.0006554520923255915,2025-06-13 19:43:43.186730,2025-06-13 20:43:10.058896,0 days 00:59:26.872166,33.19372672489252,2074.792846722714,0.0042099848397820746,0.0006554520923255915,COMPLETE
48,0.0006424050573248154,2025-06-13 20:43:10.060483,2025-06-13 21:47:28.628227,0 days 01:04:18.567744,62.19076109278963,136.37069936905806,0.0042099848397820746,0.0006424050573248154,COMPLETE
49,0.0008881756203126073,2025-06-13 21:47:28.630845,2025-06-13 22:54:27.605009,0 days 01:06:58.974164,152.07006060401204,282.18334105139337,0.0042099848397820746,0.0008881756203126073,COMPLETE
