epoch,train_task,kd_pct,si_pct,kl,val_mse,lr
0,0.004471798146671587,5.8425574208660445,3.566341543009109,0.4803196790162685,0.01295385271727457,1e-06
1,0.0029542813552347956,11.695568766670874,7.7674371790478745,0.4809730476168367,0.0060616242413046575,1e-06
2,0.002425224085723734,17.484626153370332,11.68345562838685,0.47852608984004347,0.0052537843497649115,1e-06
3,0.002408439282205793,23.375150565854224,15.543667153612533,0.48047345553483045,0.005307563307798087,1e-06
4,0.002545048228280553,29.235369685100775,19.42054661371739,0.4808842436688377,0.0062289831280574175,1e-06
5,0.002641191175750591,29.248143241993326,19.413521221440774,0.48120358158939724,0.0066349680630353345,1e-06
6,0.0026940425031564213,29.449793895214594,19.302613345219385,0.4862448474094554,0.006967650718384306,1e-06
7,0.0028766586806212324,29.12470447170636,19.478718986593403,0.4781176110638539,0.010147743652282621,1e-06
8,0.003076956191986311,29.44452248020334,19.30551262968623,0.4861130617341709,0.01190944330629715,1e-06
9,0.004274805382159184,29.332238591122994,14.485814082025778,0.4833059623590782,0.03399606155188849,1e-06
10,0.004969947252760321,29.344268908946404,5.3080999193857075,0.4836067227508819,0.03457641081142099,1e-06
11,0.004998332348101953,29.196643787510766,4.527833326908424,0.4799160941693543,0.034734386617607194,1e-06
12,0.005025435739821066,29.24177958163896,4.288259350904496,0.4810444895176398,0.03465476717020647,1e-06
13,0.005007992044015112,29.30807104833752,4.100892469127137,0.4827017756885468,0.034883354952894456,1e-06
14,0.005011795666166576,29.084094190439696,4.060991243779047,0.47710235545318147,0.03475338277590995,1e-06
15,0.005016209418178725,29.33652366887075,4.035574809071911,0.48341309181731495,0.03476882491489729,1e-06
16,0.005016405224356384,29.16344107560549,4.053212292190047,0.4790860279327437,0.03454947879621958,1e-06
17,0.005027941799570387,29.34168544026326,3.9602989516356937,0.48354213617229985,0.03479612478163399,1e-06
18,0.00501720659654412,29.41800208484027,4.045865423643594,0.48545005302644095,0.0346794952836209,1e-06
19,0.005002744336111448,29.26245625213417,4.033575744943169,0.48156140681057574,0.035385745405301795,1e-06
20,0.005008811583368807,29.265076860777683,3.910384040578016,0.4816269214387661,0.034845526549062075,1e-06
21,0.005004556321517975,29.214106043011057,4.0690668903039535,0.4803526513764573,0.034696970261737556,1e-06
22,0.005037144871249427,29.339546791004373,3.970401439586352,0.4834886704615102,0.03482947767614155,1e-06
