epoch,train_task,kd_pct,si_pct,kl,val_mae
41,7.317202239035759e-05,4.999999983815413,1.9999999146165743,0.9842105493897345,0.008557484367534625
42,7.417672920912348e-05,4.999999991254971,1.9999999172463374,0.9842388566616753,0.009687428721586653
43,7.409951139886581e-05,4.9999999844541705,1.9999999126776538,0.9842154156459276,0.012417583423439415
44,7.84908891310991e-05,4.999999989122051,1.9999999164302311,0.9841942151691402,0.008373702603825414
45,7.44754283661593e-05,4.9999999864044735,1.9999999147170044,0.9842456901670673,0.009806817595482627
46,7.446111633144895e-05,4.999999980210188,1.9999999145284428,0.9842183600625374,0.008267333877963964
47,7.176826089210353e-05,4.999999979429962,1.999999913518248,0.9842492572660236,0.010791621306300384
48,7.251427980120378e-05,4.999999984008432,1.9999999125940155,0.9841924432036585,0.00996457247456093
49,7.537398444275594e-05,4.999999986357242,1.999999916856564,0.9842130102333762,0.01043706100932277
50,7.26121183370723e-05,4.999999995877781,1.999999914497086,0.9842379024656239,0.0101564694947726
51,7.49041783762037e-05,4.99999998107122,1.9999999147840435,0.9842050012852865,0.014201872268914234
52,7.636046784135407e-05,4.999999983119842,1.9999999134290551,0.9842456513291782,0.010433059165107327
53,7.452757546356706e-05,4.999999986985536,1.9999999118595586,0.984211473868086,0.009067085590503425
54,6.939710058611749e-05,4.999999980067768,1.9999999140045244,0.9842330839251455,0.011913270457883336
55,7.101400205520659e-05,4.99999997820176,1.999999912096003,0.9842343259305352,0.00997497220367657
56,7.063610174011912e-05,4.9999999834592215,1.9999999133672701,0.9841908844976429,0.012170069436541461
57,6.971391938414285e-05,4.999999982913695,1.9999999150933792,0.9842289375564738,0.009403704181883462
58,7.028355048326362e-05,4.99999998514906,1.9999999129136126,0.9842125607884304,0.007202561707900401
59,7.549371053873437e-05,4.9999999860861575,1.9999999159337887,0.9841747266931654,0.01133077055318033
60,7.48287292910564e-05,4.999999984545108,1.9999999193312783,0.9842261629065757,0.009388694691488215
61,7.350309754157714e-05,4.999999978038279,1.9999999145634193,0.9842174733292698,0.012568428833356982
62,7.142619581287688e-05,4.999999986997688,1.9999999178004717,0.9842202171955304,0.007567003058808613
63,7.341580446463571e-05,4.999999981568712,1.9999999146941319,0.98422369785215,0.009783680820741807
64,7.147746937320692e-05,4.999999979118839,1.9999999126631762,0.9842041523911004,0.012874088055286895
65,6.937141453041863e-05,4.999999977013752,1.99999991418666,0.9842039291476157,0.009928066083983047
66,7.404050647241914e-05,4.9999999849090635,1.9999999155405537,0.9842573698695755,0.009364671566907097
67,6.971144468725604e-05,4.999999985981015,1.9999999124620094,0.9842156486169392,0.009500757964296978
68,7.164595839068324e-05,4.999999986567552,1.999999914389582,0.9842385339668597,0.007633630706150153
69,7.179986428473285e-05,4.999999985425891,1.9999999126969175,0.9842436328368975,0.012598342393640162
70,7.051913027441209e-05,4.9999999781751585,1.9999999107536661,0.984209690002162,0.01854994931594579
71,7.174426688187222e-05,4.999999974585047,1.9999999159994564,0.9842221059979347,0.011485278983758892
72,7.658505569742592e-05,4.99999998016589,1.9999999140781382,0.9842199363112996,0.011532196911178141
73,7.376469307199512e-05,4.999999987928691,1.9999999159725306,0.984211630021847,0.006210336361922554
74,6.932646598963214e-05,4.999999977936873,1.9999999099334185,0.9841961888993251,0.010592444217855965
75,6.712124771598883e-05,4.999999971638011,1.9999999106536,0.9842063495405825,0.01379154062434634
76,7.081201484496526e-05,4.999999981235302,1.9999999119677463,0.9842155896128596,0.009812720059027806
77,6.824834353005026e-05,4.999999981617303,1.9999999125024999,0.9841910618873495,0.011365284629812721
78,7.369460745311875e-05,4.9999999846748135,1.9999999173700176,0.9842262397557923,0.009902559163796181
79,6.971249425085212e-05,4.9999999763186915,1.9999999108353799,0.9842320356239567,0.012693298583104912
80,6.733741720877184e-05,4.999999975251944,1.9999999120959104,0.9842429207745612,0.013724593539503374
81,6.840320774245933e-05,4.99999997782838,1.9999999102229171,0.9842605482917458,0.012104504343011203
82,7.009160188660503e-05,4.999999972041353,1.9999999120107284,0.9842543187432117,0.013610426683408294
83,6.961823299753652e-05,4.9999999663295585,1.9999999130996597,0.9842024919616319,0.010675771809982706
84,7.340180577527151e-05,4.999999982534438,1.9999999126593764,0.9842523831177565,0.009585990310815858
85,6.78539171449601e-05,4.999999985955857,1.9999999117615148,0.984191988311065,0.013752960287716482
86,6.782722799919267e-05,4.999999977902713,1.9999999120757819,0.9842823172766285,0.012185432781364382
87,6.727467175824853e-05,4.999999975088114,1.9999999103744892,0.9841936833508065,0.015015243619200863
88,7.051195759812841e-05,4.999999981329918,1.9999999082650959,0.984205730442485,0.009106905596830448
89,6.768268323008322e-05,4.999999973546059,1.9999999098720804,0.9842411093644677,0.014573699092839834
90,6.562976368850575e-05,4.999999972317017,1.9999999093458238,0.9841920837094594,0.011780230689570759
91,6.924702094892445e-05,4.999999975950903,1.9999999143240677,0.9842119215572797,0.010284095727431997
92,7.074007683572472e-05,4.999999983139467,1.9999999096377155,0.9842482849776132,0.013375067830368762
93,7.100426762114614e-05,4.9999999846565,1.9999999138704396,0.9842026939785665,0.010819460684691529
