epoch,train_task,kd_pct,si_pct,kl,val_mae
0,0.00019257071308752854,5.00000005595298,1.9988648689387742,0.98423285486337,0.030181321988348532
1,0.00013953367674518914,5.0000000372756235,1.9999999356796132,0.9842096818118561,0.022621339778100175
2,0.00015157901116610083,5.000000044644203,1.9999999379508655,0.9842043630831738,0.015995179606880183
3,0.00011655959781661599,5.000000030882936,1.999999932645525,0.9841892259221758,0.01625728028583451
4,0.000111408706785342,5.000000024456596,1.99999993174435,0.9841940813316575,0.01606662719616378
5,0.00010513011369804065,5.000000024929826,1.9999999310434617,0.9842310852528009,0.011695905100918797
6,9.968277547126198e-05,5.0000000208840625,1.9999999263237238,0.9842048270355395,0.01350597659505725
7,9.429575445822683e-05,5.000000015245831,1.999999927616547,0.9841973946564,0.01693239334044058
8,0.0001013554342147788,5.0000000115152625,1.9999999258232877,0.9842417472021396,0.013931895836900828
9,9.438712926325382e-05,5.0000000070185,1.9999999241036455,0.9842145688918207,0.021603842723089735
10,9.295481102296324e-05,5.00000000898315,1.9999999255035479,0.984269233848758,0.015574844743230041
11,9.68427201099382e-05,5.0000000116068355,1.999999924227149,0.9842279623420297,0.018896845785743233
12,9.00091619364549e-05,5.000000004019886,1.999999925463748,0.9842631568836565,0.01470544156786698
13,8.575014726749454e-05,5.000000003005506,1.9999999218346969,0.9842085015255957,0.013731265753562644
14,8.951854239309758e-05,5.000000007679931,1.9999999228108494,0.9842099965288704,0.013924337603177347
15,8.744213799540505e-05,5.000000004338652,1.9999999209792323,0.9842416968656618,0.013718356450356836
16,8.609319844299483e-05,5.000000002274104,1.999999922863423,0.9842212738022544,0.010531770227075535
17,8.747025986270476e-05,5.000000006841656,1.9999999236948012,0.9842362666838325,0.014623538716994688
18,8.682766784224563e-05,5.000000005260675,1.9999999236478054,0.9842061407303719,0.015301564412078012
19,8.32885565723989e-05,4.999999995379086,1.9999999185762798,0.9842101360231378,0.01393334405210269
20,8.137649036992144e-05,5.0000000041219135,1.9999999189864934,0.9842287586023932,0.012946199109830381
21,8.171906238740337e-05,5.000000008761677,1.9999999180283616,0.9842162831791245,0.01483886408887605
22,9.023228449274715e-05,5.00000000392887,1.9999999185400903,0.9842359959575245,0.029125596941759518
23,7.931548967157158e-05,4.999999997091027,1.9999999190971243,0.984253837060228,0.011571887551370317
24,8.029173944378602e-05,4.999999998083605,1.999999917381246,0.984193070726574,0.015593177550262275
25,8.094629278188816e-05,4.999999999662201,1.999999918967098,0.9842203746822733,0.011362783341570034
26,7.97693600393529e-05,5.000000000693698,1.9999999178305545,0.9842157056175334,0.01471283386452347
27,8.173983319873837e-05,4.999999995952533,1.999999919490958,0.9842341806146286,0.012115114677301406
28,8.133648154107422e-05,5.000000003688596,1.9999999187431794,0.9842222924263643,0.01216462627937661
29,7.797288580242705e-05,4.999999993922087,1.999999915943624,0.9841981412799131,0.010912625653169552
30,8.047495863080653e-05,4.999999994002001,1.9999999184498567,0.9842231656033922,0.010360246030424616
31,7.769411002013339e-05,4.999999983991496,1.9999999183089008,0.9842218688682581,0.010798298300051558
32,8.333007509431639e-05,4.999999997444409,1.9999999141831255,0.9842286737239669,0.009753140491912246
33,0.0001135386446430372,4.999999993964421,1.9999999243001059,0.9842484772712887,0.01275925141341829
34,0.00011474543470451633,5.000000006711998,1.9999999231953132,0.9842088389089865,0.009019933175172757
35,7.91897844787075e-05,4.999999987862891,1.9999999183901913,0.9842643116538394,0.010596144061011835
36,7.864749306750628e-05,4.999999984436309,1.9999999176641259,0.9842442696901132,0.014864815976367528
37,9.698179460083111e-05,4.999999996405626,1.9999999194575224,0.9842299707282236,0.009364477234696751
38,7.825988312789758e-05,4.99999999501924,1.9999999185648747,0.9842472244230158,0.009120111744059828
39,7.512864167686e-05,4.999999983894931,1.9999999154207044,0.9842198576475891,0.007217742213785286
40,7.791461540786482e-05,4.999999987407276,1.9999999197147413,0.9842402363891766,0.009491798573325159
