epoch,train_loss,train_sup,train_kd,train_si,val_loss,kl,s,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.0003766182915524456,0.0003766182915524456,0.0,0.0,0.0014655495285645225,0.4018647638520905,0.428472680353986,0.0,0.0,0.0,0.0,0.0001,123.81056046485901
1,0.0003085032907507978,0.00030802418122951843,4.041310152029685e-07,7.497850607641665e-08,0.0014167586676681828,0.4010897240050725,0.42819240303889317,0.0005456596165700013,0.00012856934404448413,0.0013099731099121944,0.00024303956659244404,0.0001,124.43851828575134
2,0.00024818097161393186,0.0002471229783013917,7.912260054142941e-07,2.6676730712588045e-07,0.0021207710148644296,0.39813279658376177,0.42725931758563485,0.0010931000665999225,0.00025657835033513843,0.0031881010065716014,0.0010748902520248866,0.0001,124.40880012512207
3,0.00021917992518497234,0.00021738488625956402,1.1717252975490708e-06,6.233136278592578e-07,0.0014997406208695954,0.4000762861588119,0.42808614189307126,0.0016372830556162894,0.0003856123140003042,0.005345951717796315,0.002843844514196385,0.0001,125.11783647537231
4,0.00020308859395828227,0.0002003525243174599,1.5500920971820365e-06,1.185977543640354e-06,0.0015426871552400093,0.40184514534774013,0.4284361082841281,0.0021817082225310423,0.0005145700765929626,0.00763259061954238,0.005839705325272838,0.0001,125.98089075088501
5,0.00018279895035357006,0.00017893654759490926,1.920473347960888e-06,1.94192941069991e-06,0.0010389328271228466,0.40052434657417263,0.4281240757484685,0.002728624096733802,0.0006427441402274479,0.010505932032138614,0.010623307228755015,0.0001,126.4634690284729
6,0.00017412357555668086,0.0001689355090508737,2.283017976456101e-06,2.9050485293510815e-06,0.001025242470936917,0.40381252160238,0.4284651793463835,0.003272395883702834,0.0007719074882717601,0.01311148113721643,0.01668383227293324,0.0001,126.59571623802185
7,0.00015466102237678307,0.0001479910905308663,2.613327363982491e-06,4.056604481934301e-06,0.0008717687876744722,0.39754742994636394,0.4272384721044235,0.0038259894788205163,0.0008979804126237817,0.016897129760437887,0.02622900340107449,0.0001,124.67448115348816
8,0.00015474981640997023,0.0001463912959121597,2.979304317750128e-06,5.379216180060387e-06,0.0008465591696815498,0.40026947903505455,0.42786561593915473,0.00436777168113615,0.0010277697818097866,0.01925239322970969,0.03476072737824466,0.0001,126.61716198921204
9,0.0003005608093763325,0.000289632228908462,3.820945823179198e-06,7.1076346446913045e-06,0.0005352437598755001,0.40138879901231656,0.4286040374438157,0.004907401250797557,0.0011582364750541212,0.012712721366127904,0.02364790891879662,0.0001,124.81105375289917
