epoch,train_task,kd_pct,si_pct,kl,val_mse,lr
0,0.004400942489832785,3.781513116158269,4.238804901225867,0.403983909824593,0.012107527842074514,1e-06
1,0.0029165105461845943,7.5665463771072305,9.633453619702166,0.40430984907299067,0.006217847624290032,1e-06
2,0.0026850243344549913,11.309503861637777,14.490496137016734,0.40182122570924317,0.00624182096991292,1e-06
3,0.0030382486316877567,15.122604004269688,19.277395959278852,0.4038242602588767,0.01255475313249662,1e-06
4,0.004533082345984485,18.90999650919553,11.568533311607101,0.40407394393401347,0.0340019355849143,1e-06
5,0.004888916178778233,18.90872576148708,4.756274373606602,0.40402687856460223,0.035090705982709865,1e-06
6,0.004883865574931104,19.06773567601557,4.544877698437473,0.40991613543765565,0.03490192073060038,1e-06
7,0.004906686795500152,18.850161624627717,4.543768936283113,0.4018578379941928,0.03469808962941956,1e-06
8,0.004890615703267437,19.04520683572705,4.431381883770818,0.4090817336171683,0.034859567519009066,1e-06
9,0.004892177954337281,18.98555518113081,4.6641265744310685,0.4068724146527037,0.03512143416600943,1e-06
10,0.004874975457732015,18.98262896228335,4.600820209461114,0.4067640363070494,0.035203989016383976,1e-06
11,0.0048751964772418225,18.87299144197575,4.6053285348147215,0.4027033870147111,0.03468052143944942,1e-06
12,0.004899685560801214,18.90235003685706,4.48489852367795,0.4037907413596379,0.034437732991647735,1e-06
13,0.004880571407865877,18.956856311735073,4.377142663003947,0.4058094933510754,0.0347530721234508,1e-06
14,0.004877041650314421,18.817774830312477,4.466636729092785,0.40065832747926444,0.034188175706113745,1e-06
15,0.004879061400946642,18.973054042131142,4.486965710263351,0.4064094084952073,0.034534614205957874,1e-06
16,0.004880269578581139,18.862999705004533,4.534489831518592,0.40233332242736286,0.035340264191950764,1e-06
17,0.004889216757291996,18.962130600801665,4.469462564715055,0.40600483722960906,0.03502551184594238,1e-06
18,0.00487965566089491,19.047993983565846,4.63174156114813,0.4091849620574155,0.03420252164870508,1e-06
19,0.004864430650709266,18.95056991865799,4.5480050736811295,0.4055766639763344,0.035128005381562535,1e-06
20,0.00487046328627755,18.932762282304598,4.429325800255745,0.4049171208512228,0.03455588042704608,1e-06
21,0.004872974260973403,18.900575619855275,4.500959163882514,0.4037250230645504,0.03449348371502467,1e-06
