epoch,train_task,kd_pct,si_pct,kl,val_mse,lr
0,0.0020776116897963104,8.373605381611684,2.490000176708303,0.7967006746708074,0.0005123736423748634,1.25e-05
1,0.001777916266987829,16.760223589321257,4.981877018867016,0.7975139752369489,0.0005029700244719811,1.25e-05
2,0.0017623878063876993,25.11467144610539,7.486930671636034,0.7964446449292167,0.0007309432539766224,1.25e-05
3,0.0018017442572563738,33.527657334106145,9.959788472207972,0.797739291901125,0.0009269221867614436,6.25e-06
4,0.0017570920077588763,41.85890778111122,12.477600712313665,0.7964726943222866,0.0005655658814407438,6.25e-06
5,0.0017313910387097508,41.783491047842546,12.519079893633206,0.7945872762721647,0.0005956533351729853,6.25e-06
6,0.0017624012485382113,42.04631087713436,12.374529015598531,0.8011577710146441,0.0006211128755858,6.25e-06
7,0.001743885650568211,41.94365048134309,12.430992245851913,0.798591261265046,0.0007216447330126807,6.25e-06
8,0.0017510993269054963,41.82703491698265,12.495130807440498,0.7956758727347943,0.0006349019528385118,6.25e-06
9,0.001749511052952829,41.92837856430467,12.439391751208923,0.7982094650590271,0.0006222281669197604,3.125e-06
10,0.0017327153208350815,41.900977860559536,12.454462197127492,0.7975244452334637,0.0006825020153923554,3.125e-06
11,0.0017308352263865204,41.904438616363635,12.452558744838631,0.7976109658781978,0.0007011398862180224,3.125e-06
12,0.0017113777581075934,41.781665144475646,12.520084146362311,0.7945416284928478,0.0006347362885261274,3.125e-06
13,0.001716201043625182,41.91172691626695,12.44855019812504,0.7977931725329401,0.0006679514518583316,3.125e-06
14,0.001713800781752487,41.973791722488514,12.41441451088118,0.7993447942932116,0.0007236398459237688,3.125e-06
15,0.001700478395780276,41.93218105880813,12.437300424347848,0.7983045262993755,0.0006863101437173617,1.5625e-06
16,0.0016926207769249856,41.91292642839515,12.447890489682077,0.7978231591192928,0.0006756003888949542,1.5625e-06
17,0.0017027733186278271,41.806911018259875,12.506198935167244,0.7951727750540125,0.0006553182956427026,1.5625e-06
18,0.0017010542189770492,41.84431656029338,12.485625864987258,0.7961079153872839,0.000653813122725571,1.5625e-06
19,0.0016936557878659147,41.90621706880121,12.451580590477572,0.7976554270020827,0.0006980766004996895,1.5625e-06
20,0.0016971922171276372,41.87621823632875,12.468079941295313,0.7969054574137936,0.00067766181735766,1.5625e-06
21,0.001679781165039314,41.950097722164934,12.427446213137921,0.7987524448241405,0.0006559554244702602,1e-06
