epoch,train_task,kd_pct,si_pct,kl,val_mae,val_mse
0,0.00023825397522807932,10.998189470806803,1.6000871447061902,0.9997736904744687,0.038862757209862354,0.0019461888627944387
1,0.0001779848746173126,21.99637239886101,3.20199505552747,0.999773287025389,0.03939187875746171,0.001908164976048744
2,0.0001559526930052241,32.994563004220225,4.802990162253189,0.9997734698324113,0.03453533093176489,0.0015420896718568414
3,0.00014305902513240057,43.992751831297696,6.403986206122658,0.99977350759223,0.028704538599415273,0.0010185830691269572
4,0.00012797460537485088,54.99093769416943,8.004983823291813,0.9997734590798584,0.03296690746902067,0.0013996827934724427
5,0.00012955105377698348,54.990961742451894,8.004970539851287,0.9997740617659134,0.02934034656516105,0.0011030950970089505
6,0.00012054857441328582,54.99094424257096,8.004980251466186,0.9997736211367987,0.031199459883695668,0.0012797162337553703
7,0.00010903420917449042,54.990944170827085,8.004980235452933,0.999773620871922,0.028192773449549857,0.0010003328781041376
8,0.0001158947440680168,54.99096821620384,8.00496695131476,0.999774224987572,0.03280148008384795,0.0013096788690829086
9,0.00010986035910319267,54.99093348115832,8.00498606163069,0.9997733560886419,0.031255268651242306,0.0011952800127898475
10,0.00010648674635849478,54.99096272814141,8.00497007797533,0.9997740828417844,0.026938715307481747,0.0009795337170240407
11,0.00010985590185238408,54.99095352499579,8.004975048328584,0.9997738570596805,0.027447796031435698,0.0009047990244503969
12,0.00010129047315231643,54.99094733757032,8.004978428173663,0.9997737034440506,0.02706073752433195,0.000917622509085393
13,9.842724074186168e-05,54.9909372197675,8.004983962278036,0.999773450903908,0.02510751754367801,0.0007719748174390637
14,0.00010225753522015125,54.990943976640395,8.004980310611126,0.9997736170542688,0.024082927441603275,0.0007431425907300499
15,9.990116026473248e-05,54.990940589513336,8.004982109790594,0.9997735351612972,0.022329009371676756,0.0006558337142720328
16,9.524175274877853e-05,54.990942151626186,8.004981275364099,0.9997735734475465,0.02351857080713673,0.0007555404538730528
17,9.787596952969812e-05,54.99095195039978,8.004975876717163,0.9997738188184315,0.022047514243793816,0.0006457414547852128
18,9.055610577798914e-05,54.990952919862536,8.004975284443578,0.9997738451635712,0.028973665079571144,0.0010078968305805998
19,9.508134993713806e-05,54.99094957566945,8.004977148466999,0.9997737607099063,0.026656556006818734,0.0008787450004937494
20,9.369669415872637e-05,54.990948683638216,8.004977618815188,0.9997737387918234,0.026544211895665214,0.0008420268373637095
21,9.124133997887443e-05,54.990939666689044,8.004982603604532,0.9997735123333501,0.02580841007096822,0.0007714297600577907
22,8.914763347630809e-05,54.99096200338215,8.00497027705858,0.9997740724759792,0.022520885370677646,0.0006286132763173621
23,9.319832024237869e-05,54.99095555655995,8.004973855965819,0.9997739103535281,0.019925979378040408,0.0005446138505689822
24,9.040238545389369e-05,54.9909319647917,8.004986846864892,0.9997733193249002,0.020990844280415994,0.000554562736435827
25,9.24096348574202e-05,54.99094899806549,8.004977452041464,0.9997737461482558,0.025745507831845173,0.0007826544960618778
26,9.026080935911066e-05,54.9909323246688,8.004986624373943,0.9997733283679249,0.01913837265823674,0.0004763439011604856
27,9.045772326828102e-05,54.99096659275219,8.004967744964949,0.9997741880971656,0.020836531817205534,0.0005489167286588807
28,9.767603754752827e-05,54.990936783922294,8.004984191463988,0.9997734402304208,0.021123439458768056,0.0005830505800620808
29,8.66724575745225e-05,54.99095809096123,8.004972387394783,0.9997739764285716,0.02216173649085791,0.0006046368238317837
30,8.639942261814916e-05,54.990966452590165,8.004967804447094,0.999774184771844,0.022591002601899248,0.000611499181149694
31,8.353258327649172e-05,54.9909332960346,8.004986021027873,0.9997733567384532,0.020238288377778444,0.00054919452337806
32,9.010049900467818e-05,54.99095009244195,8.00497680504433,0.9997737751875857,0.017553706544585795,0.000404492012588279
33,8.484105953866302e-05,54.99096476055079,8.00496871837842,0.9997741428964143,0.020892017153692384,0.0005371042154796925
34,8.45791893392966e-05,54.99094570902581,8.004979211086031,0.9997736658683543,0.01619128000450084,0.0003652080232524772
35,8.164548184724892e-05,54.990957128481455,8.00497294436961,0.9997739506198653,0.016261359234027262,0.00036327029735903774
36,9.025036794441602e-05,54.990954947368564,8.0049741137232,0.9997738978216186,0.019158577437892624,0.00046838467958621805
37,9.267554799301332e-05,54.99094977515123,8.004976946697223,0.9997737693267934,0.052918331536917156,0.003029338256127993
38,9.942416588731101e-05,54.9909539163243,8.004974706028076,0.9997738708700241,0.01541348080369672,0.0003372551082749651
39,7.875183105433683e-05,54.99093954713716,8.004982595666018,0.999773512515751,0.01920882712502305,0.000494289654121282
