epoch,time,lr,train_loss,val_loss,task_loss,kd_loss,si_loss,KL,alpha,lambda,adapter
0,43.27007746696472,0.0001,0.0015013847639565516,0.0015072318729946377,0.0015013847639565516,0.0,0.014267822773255197,51.31486511230469,0.0,0.0,0.0
1,43.28057861328125,0.0001,0.0011552695085722898,0.00105039565772304,0.0011552695085722898,0.0,0.04044209583293536,51.31486511230469,0.0,0.0,0.0
2,43.43943166732788,0.0001,0.0009706404440708923,0.0013574660023964928,0.0009706404440708923,0.0,0.07285394103712564,51.31486511230469,0.0,0.0,0.0
3,43.23341941833496,0.0001,0.0007777151271643651,0.0015510333057431654,0.0007777151271643651,0.0,0.10097871189958865,51.31486511230469,0.0,0.0,0.0
4,43.29144334793091,0.0001,0.0007557432925881237,0.0012272807088310714,0.0007557432925881237,0.0,0.12136058974157024,51.31486511230469,0.0,0.0,0.0
5,43.1992871761322,0.0001,0.0007730813926976635,0.0012584661162466507,0.0007730813926976635,0.0,0.1416171098076624,51.31486511230469,0.0,0.0,0.0
6,42.91178917884827,0.0001,0.0006243876286555508,0.0012364519625930885,0.0006243876286555508,0.0,0.1697349646557484,51.31486511230469,0.0,0.0,0.0
7,43.19916129112244,0.0001,0.0006158058440029928,0.0010064424719950288,0.0006158058440029928,0.0,0.19326357534517832,51.31486511230469,0.0,0.0,0.0
8,43.16284155845642,0.0001,0.0005112116609845144,0.0007752945064936756,0.0005112116609845144,0.0,0.21990441558991944,51.31486511230469,0.0,0.0,0.0
9,43.175421714782715,0.0001,0.0004598125952425223,0.000689445160002955,0.0004598125952425223,0.0,0.24586718361850074,51.31486511230469,0.0,0.0,0.0
10,43.364784717559814,0.0001,0.00041871838076484457,0.0007055772166098427,0.00041871838076484457,0.0,0.2708428632695895,51.31486511230469,0.0,0.0,0.0
11,42.94198298454285,0.0001,0.0004416896877774676,0.000803810053370901,0.0004416896877774676,0.0,0.30548951435687294,51.31486511230469,0.0,0.0,0.0
12,43.26384472846985,0.0001,0.0003893632959185719,0.000760973607510837,0.0003893632959185719,0.0,0.32891774509424865,51.31486511230469,0.0,0.0,0.0
13,43.20780849456787,0.0001,0.0003700255135931884,0.0007139242714962359,0.0003700255135931884,0.0,0.3536036665765807,51.31486511230469,0.0,0.0,0.0
14,43.15288829803467,0.0001,0.00035111752024049036,0.0005948313540030104,0.00035111752024049036,0.0,0.3807449754421002,51.31486511230469,0.0,0.0,0.0
15,42.89931559562683,0.0001,0.00033418758063447735,0.0009831045696744485,0.00033418758063447735,0.0,0.4053242025402181,51.31486511230469,0.0,0.0,0.0
16,42.359113931655884,0.0001,0.00032735742944641036,0.0004611250809897462,0.00032735742944641036,0.0,0.43229199499462756,51.31486511230469,0.0,0.0,0.0
17,44.867818117141724,0.0001,0.00032035527520792414,0.00048156754222925365,0.00032035527520792414,0.0,0.4576550844933839,51.31486511230469,0.0,0.0,0.0
18,43.31947660446167,0.0001,0.0003024705966627286,0.0004299016982736361,0.0003024705966627286,0.0,0.48624171199528665,51.31486511230469,0.0,0.0,0.0
19,43.236398696899414,0.0001,0.00029597406903703787,0.00024255359428036963,0.00029597406903703787,0.0,0.5145903512509522,51.31486511230469,0.0,0.0,0.0
20,42.82294535636902,0.0001,0.0002942667666871678,9.334885636799296e-05,0.0002942667666871678,0.0,0.5399551016735421,51.31486511230469,0.0,0.0,0.0
21,43.079341173172,0.0001,0.00028236003864310857,0.0003547294812214976,0.00028236003864310857,0.0,0.5692949482661186,51.31486511230469,0.0,0.0,0.0
22,43.127699851989746,0.0001,0.0002863510830184331,0.00022659935674206253,0.0002863510830184331,0.0,0.6016715819248383,51.31486511230469,0.0,0.0,0.0
23,43.25987243652344,0.0001,0.0002770922976428754,3.2767050769326494e-05,0.0002770922976428754,0.0,0.6337791077729106,51.31486511230469,0.0,0.0,0.0
24,42.80139136314392,0.0001,0.0002661773938413545,0.00035834898680804444,0.0002661773938413545,0.0,0.6581683360812779,51.31486511230469,0.0,0.0,0.0
25,43.15690541267395,0.0001,0.0003209973373847886,0.0002322374948711752,0.0003209973373847886,0.0,0.691288179977614,51.31486511230469,0.0,0.0,0.0
26,42.898833990097046,0.0001,0.00027500949452871013,0.00019549468169160553,0.00027500949452871013,0.0,0.7216933061380849,51.31486511230469,0.0,0.0,0.0
27,42.89130163192749,0.0001,0.0002656477869044364,9.74667135634064e-05,0.0002656477869044364,0.0,0.7494718952801301,51.31486511230469,0.0,0.0,0.0
28,42.62677574157715,0.0001,0.00025388242069972184,0.0003358098606293425,0.00025388242069972184,0.0,0.777373796095145,51.31486511230469,0.0,0.0,0.0
29,42.150899171829224,0.0001,0.0002479850173085095,2.089747279191427e-05,0.0002479850173085095,0.0,0.8079674305498578,51.31486511230469,0.0,0.0,0.0
30,42.57111477851868,0.0001,0.0007318331946853326,0.0003952894385921211,0.0007318331946853326,0.0,0.8542902420513298,51.31486511230469,0.0,0.0,0.0
31,42.79301881790161,0.0001,0.00047269068061915815,0.0001849190815705389,0.00047269068061915815,0.0,0.8945563881480639,51.31486511230469,0.0,0.0,0.0
32,42.686267137527466,0.0001,0.0003504077989464512,4.2894735682410336e-05,0.0003504077989464512,0.0,0.9178578744961856,51.31486511230469,0.0,0.0,0.0
33,42.3653609752655,0.0001,0.00026139090964781,5.2534841938110384e-05,0.00026139090964781,0.0,0.9347414325156121,51.31486511230469,0.0,0.0,0.0
34,42.47905993461609,0.0001,0.0002473545180052494,8.543992348260993e-05,0.0002473545180052494,0.0,0.9561562189668649,51.31486511230469,0.0,0.0,0.0
35,44.392407178878784,0.0001,0.00023979764696487567,7.541920574148262e-05,0.00023979764696487567,0.0,0.9851069374235344,51.31486511230469,0.0,0.0,0.0
36,42.85517644882202,5e-05,0.00021750161518752456,3.3034888329988984e-05,0.00021750161518752456,0.0,1.006233090845178,51.31486511230469,0.0,0.0,0.0
37,42.6657931804657,5e-05,0.0002123394718318807,3.064527435318138e-05,0.0002123394718318807,0.0,1.0206426281257754,51.31486511230469,0.0,0.0,0.0
38,42.38946509361267,5e-05,0.00020541241820759475,0.00010726671547259579,0.00020541241820759475,0.0,1.0318328098643181,51.31486511230469,0.0,0.0,0.0
39,42.58988642692566,5e-05,0.00020056804145039204,4.16190173188525e-05,0.00020056804145039204,0.0,1.0457157349147426,51.31486511230469,0.0,0.0,0.0
40,42.60516834259033,5e-05,0.00019830543385252738,5.370645186746016e-05,0.00019830543385252738,0.0,1.0625622176340197,51.31486511230469,0.0,0.0,0.0
