epoch,time,lr,train_loss,val_loss,task_loss,kd_loss,si_loss,KL,alpha,lambda,adapter
0,54.72307777404785,0.0001,0.005971530054000319,0.008110369339736464,0.0030813936726664963,0.0027256928384304046,0.0030545688907725995,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
1,54.777323722839355,0.0001,0.0045676290497534645,0.003186190212519922,0.002255541141229074,0.0023843718222625017,0.0022397951922225076,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
2,54.72494578361511,0.0001,0.004427172636613019,0.0019592839524535046,0.002272014483370227,0.002310749921524588,0.0019995581872792097,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
3,54.71308183670044,0.0001,0.004183883312318399,0.0010386526850338154,0.0022862363306610043,0.0019574891181352813,0.0018377976091190696,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
4,54.70418906211853,0.0001,0.0038991412411414766,0.0020249917503955706,0.0022181694979096613,0.0016935178738815115,0.0016684192073394587,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
5,54.67151498794556,0.0001,0.0037648181677092073,0.0021671944489533006,0.002174993322152949,0.0016845958330061325,0.0014950477865157056,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
6,54.67207455635071,0.0001,0.0037052178937500243,0.0023549058003969423,0.0021439282017254777,0.0017207085206604432,0.0014018648974134728,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
7,54.50697994232178,0.0001,0.0036400303381451784,0.0010292678537735394,0.0021214273888791563,0.0017304395036796066,0.0013067605985319806,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
8,54.50876760482788,0.0001,0.0035560383821582413,0.001218284764766819,0.0020969054630842784,0.0017139239106254203,0.0012043363562040468,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
9,54.47979116439819,0.0001,0.0034791405403765798,0.010492638184250863,0.002099238347671691,0.0017106175827093356,0.0010491815359294143,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
10,54.52026319503784,0.0001,0.003435078210299488,0.006551562128345392,0.0020922488234720793,0.0017266520832591252,0.0009590015638611719,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
11,54.32317781448364,0.0001,0.0033161459793040293,0.0013040537637927746,0.002047273502879659,0.0017000878470798005,0.0008376522670511951,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
12,54.58268070220947,0.0001,0.003251692197780433,0.0051852819148456,0.0020294875088695146,0.0017145240820014022,0.0007298806423111068,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
13,54.53187966346741,0.0001,0.0033303449247154416,0.004456227641958318,0.0020476915880723702,0.001765604484609927,0.0007996973004528224,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
14,54.500197410583496,5e-05,0.003121980863674313,0.0033298804976137704,0.001953561534583852,0.0017052203219360012,0.0006316138913666412,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
15,53.39397978782654,5e-05,0.0030998070729200493,0.004305453013505183,0.0019367625151526405,0.0017060330499474895,0.0006200516318081437,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
16,54.40260982513428,5e-05,0.0031016355188246466,0.004108728767143095,0.00194648516348511,0.0017054745473618893,0.000604821760069863,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
17,54.59804034233093,5e-05,0.0030858594999375716,0.003976799261790025,0.001925732918830015,0.0017173430668584934,0.0006029056737139225,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
18,54.26250433921814,5e-05,0.0030670689298856386,0.004020504444416501,0.0019159349723220766,0.0017209754594480944,0.0005812880708745661,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
19,54.30557727813721,5e-05,0.0030654299238587574,0.003938551289462937,0.001914345037633883,0.0017167706596878606,0.0005853947225762198,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
20,54.27709722518921,2.5e-05,0.003017991448935255,0.004063693756995904,0.0018887298477763186,0.0017038938280449613,0.0005546250728310857,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
21,54.47932839393616,2.5e-05,0.0030019330432595475,0.004603437304770336,0.0018772761386033816,0.0017120597900145015,0.0005372497333406374,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
22,54.11349058151245,2.5e-05,0.003000028728389015,0.005040755798734891,0.0018760777601840772,0.0017074363761984466,0.0005404612815979983,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
23,54.158971309661865,2.5e-05,0.002996366675094805,0.004500289960836594,0.0018731080347914057,0.0017057201298357287,0.0005407928675764205,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
24,54.0459988117218,2.5e-05,0.0030039686017107213,0.0034632202396615314,0.001883817960479046,0.0017141892744249885,0.0005261077354190762,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
25,53.878586292266846,2.5e-05,0.0029898632212689677,0.003677250426688164,0.0018662098676040851,0.0017143067423321127,0.0005329956720693527,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
26,53.81968092918396,1.25e-05,0.0029692540411481606,0.004147217925978626,0.0018597501756718005,0.0017032463087576224,0.0005157571923535143,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
27,53.899120807647705,1.25e-05,0.002959075727197408,0.004050434420368681,0.001852718286971124,0.0017024712145593036,0.0005102394435853673,51.31468200683594,0.500000927503683,0.500000927503683,0.003108539831293799
