epoch,train_loss,val_loss,lr,time
0,0.022722628178652934,0.002242688734258815,0.0001,192.9091441631317
1,0.006286736320127151,0.0011379180856852058,0.0001,190.0342195034027
2,0.0036614298551898,0.0012390688727040326,0.0001,191.6726779937744
3,0.002000044899939399,0.0012031927039660138,0.0001,192.9867057800293
4,0.0011192199155552107,0.0005665375589396863,0.0001,190.81674242019653
5,0.0005955853422036899,0.0008916276879009195,0.0001,189.2524893283844
6,0.00040951380829276233,0.0005782719125084992,0.0001,189.08988118171692
7,0.000310597298997452,0.00035550235185121364,0.0001,192.22660732269287
8,0.00023760573081852072,0.00048508851869992817,0.0001,189.98755979537964
9,0.00020216842111410736,0.00030041902825621167,0.0001,188.47520685195923
10,0.0001887565959061887,0.00035374662460088235,0.0001,187.67814946174622
11,0.0001652697598189359,0.0002646351412472052,0.0001,198.73855710029602
12,0.00014900453602304236,0.0002829160222399742,0.0001,211.2425775527954
13,0.00021937661918973282,0.0003063399599260798,0.0001,304.2319941520691
14,0.00013703899349367966,0.00036347304964429714,0.0001,219.5508816242218
15,0.00013580025245574614,0.0003010053754923768,0.0001,171.7974226474762
16,0.00013259848765292408,0.0003086352945037558,0.0001,217.23584651947021
17,0.00012778746928846074,0.0002714957156822037,0.0001,268.8411202430725
18,0.00010744355579364633,0.00035201468157381377,5e-05,281.13705706596375
19,0.00010335844984303628,0.0003427212581506695,5e-05,288.6157088279724
20,0.00010237193649681902,0.0003932188386701082,5e-05,291.32337617874146
21,0.00010328263817487765,0.0003836332554768734,5e-05,275.74491810798645
22,9.964637527309901e-05,0.0004834810765762883,5.000000000000001e-05,289.1814625263214
23,9.842183162694116e-05,0.0004978591644828934,5.000000000000001e-05,276.59986448287964
24,9.781215834336392e-05,0.0003868030836656853,5.000000000000001e-05,300.1679301261902
25,9.680710598624423e-05,0.0004578940464631104,5e-05,294.39029908180237
26,9.618411311929546e-05,0.0004582615655430856,5e-05,274.98074865341187
27,9.624756016780301e-05,0.0004390623875665108,5e-05,259.3022110462189
28,9.457912846130277e-05,0.0005434827411088435,5e-05,263.53383135795593
29,9.358987156132173e-05,0.0003163285407604401,5e-05,326.65911197662354
30,9.546033180951076e-05,0.0003410157340201938,5e-05,362.2338149547577
31,9.916649407570009e-05,0.00037735519517101304,5e-05,317.6692967414856
