epoch,train_loss,val_loss,task_loss,kd_loss,ewc_loss,lr
0,0.022722628178652934,0.002242688734258815,0.022722628178652934,0.0,0.0,0.0001
1,0.006286736320127151,0.0011379180856852058,0.006286736320127151,0.0,0.0,0.0001
2,0.0036614298551898,0.0012390688727040326,0.0036614298551898,0.0,0.0,0.0001
3,0.002000044899939399,0.0012031927039660138,0.002000044899939399,0.0,0.0,0.0001
4,0.0011192199155552107,0.0005665375589396863,0.0011192199155552107,0.0,0.0,0.0001
5,0.0005955853422036899,0.0008916276879009195,0.0005955853422036899,0.0,0.0,0.0001
6,0.00040951380829276233,0.0005782719125084992,0.00040951380829276233,0.0,0.0,0.0001
7,0.000310597298997452,0.00035550235185121364,0.000310597298997452,0.0,0.0,0.0001
8,0.00023760573081852072,0.00048508851869992817,0.00023760573081852072,0.0,0.0,0.0001
9,0.00020216842111410736,0.00030041902825621167,0.00020216842111410736,0.0,0.0,0.0001
10,0.0001887565959061887,0.00035374662460088235,0.0001887565959061887,0.0,0.0,0.0001
11,0.0001652697598189359,0.0002646351412472052,0.0001652697598189359,0.0,0.0,0.0001
12,0.00014900453602304236,0.0002829160222399742,0.00014900453602304236,0.0,0.0,0.0001
13,0.00021937661918973282,0.0003063399599260798,0.00021937661918973282,0.0,0.0,0.0001
14,0.00013703899349367966,0.00036347304964429714,0.00013703899349367966,0.0,0.0,0.0001
15,0.00013580025245574614,0.0003010053754923768,0.00013580025245574614,0.0,0.0,0.0001
16,0.00013259848765292408,0.0003086352945037558,0.00013259848765292408,0.0,0.0,0.0001
17,0.00012778746928846074,0.0002714957156822037,0.00012778746928846074,0.0,0.0,5e-05
18,0.00010744355579364633,0.00035201468157381377,0.00010744355579364633,0.0,0.0,5e-05
19,0.00010335844984303628,0.0003427212581506695,0.00010335844984303628,0.0,0.0,5e-05
20,0.00010237193649681902,0.0003932188386701082,0.00010237193649681902,0.0,0.0,5e-05
21,0.00010328263817487765,0.0003836332554768734,0.00010328263817487765,0.0,0.0,5e-05
22,9.964637527309901e-05,0.0004834810765762883,9.964637527309901e-05,0.0,0.0,5e-05
23,9.842183162694116e-05,0.0004978591644828934,9.842183162694116e-05,0.0,0.0,2.5e-05
24,9.108518836343229e-05,0.000401651568416479,9.108518836343229e-05,0.0,0.0,2.5e-05
25,9.07508505237895e-05,0.0004573783516247691,9.07508505237895e-05,0.0,0.0,2.5e-05
26,8.98908892990406e-05,0.00045964095572358126,8.98908892990406e-05,0.0,0.0,2.5e-05
27,9.078116507815215e-05,0.0004710867187193011,9.078116507815215e-05,0.0,0.0,2.5e-05
28,8.767524516867086e-05,0.0005218017172010306,8.767524516867086e-05,0.0,0.0,2.5e-05
29,8.71877886217284e-05,0.0004429208184404633,8.71877886217284e-05,0.0,0.0,1.25e-05
30,8.434559484515343e-05,0.0005118978256278488,8.434559484515343e-05,0.0,0.0,1.25e-05
31,8.334258688456189e-05,0.0004709754361778391,8.334258688456189e-05,0.0,0.0,1.25e-05
