epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,mas_loss
0,0.0021148315916125738,0.001339100545241162,0.0001,73.4533839225769,0.0021148315916125738,0.0,0.0
1,0.0010077365154842542,0.0016039098152102074,0.0001,72.10054278373718,0.0010077365154842542,0.0,0.0
2,0.0008783850226927586,0.0022958320211026667,0.0001,69.14048171043396,0.0008783850226927586,0.0,0.0
3,0.0006535943080579296,0.0024718138042319586,0.0001,68.09475564956665,0.0006535943080579296,0.0,0.0
4,0.0006025413666721427,0.0026636176301756465,0.0001,68.54192686080933,0.0006025413666721427,0.0,0.0
5,0.0005580314877184569,0.002642827311742053,0.0001,68.04286026954651,0.0005580314877184569,0.0,0.0
6,0.0005368605917282519,0.002330102154648413,0.0001,68.37536025047302,0.0005368605917282519,0.0,0.0
7,0.0003604304866687082,0.0028173824120735296,5e-05,68.79061579704285,0.0003604304866687082,0.0,0.0
8,0.00034667641475045476,0.003224055893982073,5e-05,70.67441701889038,0.00034667641475045476,0.0,0.0
9,0.000325318404120351,0.003166043519231993,5e-05,69.44778394699097,0.000325318404120351,0.0,0.0
10,0.00031700461239222175,0.003347605796474511,5e-05,69.58041453361511,0.00031700461239222175,0.0,0.0
11,0.0002925057623407326,0.0025506252498665254,5e-05,70.05849623680115,0.0002925057623407326,0.0,0.0
12,0.0002923747206311359,0.0033794080765017043,5e-05,70.63566493988037,0.0002923747206311359,0.0,0.0
13,0.00024576654578908094,0.0032137181470774374,2.5e-05,69.96948313713074,0.00024576654578908094,0.0,0.0
14,0.00023657895836566757,0.003929960695425946,2.5e-05,69.9957447052002,0.00023657895836566757,0.0,0.0
15,0.0002402116485603996,0.0037905559294355434,2.5e-05,70.56329298019409,0.0002402116485603996,0.0,0.0
16,0.0002304895349542759,0.0035944945374626514,2.5e-05,69.57939743995667,0.0002304895349542759,0.0,0.0
17,0.00023186555399420746,0.004181317176359504,2.5e-05,68.66486406326294,0.00023186555399420746,0.0,0.0
18,0.0002239535816505068,0.0039659940035924384,2.5e-05,69.18920588493347,0.0002239535816505068,0.0,0.0
19,0.00021006205673879688,0.0039196829292612685,1.25e-05,67.99797987937927,0.00021006205673879688,0.0,0.0
20,0.00019994133362150773,0.004083900846283208,1.25e-05,66.68310046195984,0.00019994133362150773,0.0,0.0
