,eval_task0,eval_task1,eval_task2
after_task0,-0.027922911569476128,-0.03545345738530159,-0.7216403484344482
after_task1,-0.04839526489377022,-0.012619033455848694,-0.04099702462553978
after_task2,-0.052703261375427246,-0.026073114946484566,-0.009130646474659443
