trained_after_task,evaluated_on_task,trained_task_idx,eval_task_idx,MAE,MAE_smooth,RMSE,RMSE_smooth,R2,R2_smooth,R_value
task0,full_test,0,-1,0.05622441,0.05620787465653886,0.07668699,0.07660097296623888,0.16927683353424072,0.17113949046359278,-0.056224409490823746
task0,test_task0,0,0,0.027922912,0.02792657857953982,0.028417394,0.028419485429506015,-29.270734786987305,-29.275189978863008,-0.027922911569476128
task0,test_task1,0,1,0.035453457,0.0354621074045812,0.038439453,0.03832183427659413,-2.128361225128174,-2.1092460591327593,-0.03545345738530159
task0,test_task2,0,2,0.72164035,0.718666878998927,0.85410637,0.8395770399997594,-980.0900268554688,-946.9949673717515,-0.7216403484344482
task1,full_test,1,-1,0.027398989,0.027464903769723867,0.031462166,0.0315152714464453,0.8601732850074768,0.8597008690800265,-0.027398988604545593
task1,test_task0,1,0,0.048395265,0.048400200349918675,0.048886273,0.048872267802393406,-88.58355712890625,-88.53223798529878,-0.04839526489377022
task1,test_task1,1,1,0.012619033,0.012709823302808922,0.0138858855,0.013703453181820893,0.5917655229568481,0.602421806185544,-0.012619033455848694
task1,test_task2,1,2,0.040997025,0.041391058694209205,0.042208396,0.04233827722613232,-1.3959767818450928,-1.41074508304199,-0.04099702462553978
task2,full_test,2,-1,0.032817144,0.032905984412448436,0.035035297,0.035107520243477734,0.8266098499298096,0.8258942210942355,-0.03281714394688606
task2,test_task0,2,0,0.05270326,0.05273134125189478,0.0532137,0.0532324026055049,-105.14544677734375,-105.22007236996598,-0.052703261375427246
task2,test_task1,2,1,0.026073115,0.02596582525254448,0.027021304,0.026820720763944643,-0.5458775758743286,-0.5230122796939023,-0.026073114946484566
task2,test_task2,2,2,0.0091306465,0.009332731558198087,0.0119582405,0.011213247237314034,0.8076821565628052,0.8308983984443983,-0.009130646474659443
