epoch,train_loss,val_loss
1,0.0141929073463437,0.0007938687360799537
2,0.0030520073244994866,0.0009316284665095301
3,0.0022273095793578818,0.0005469473700525193
4,0.0018848012512742488,0.01777495383154592
5,0.002592393568277538,0.0005416026928456673
6,0.001754390083311467,0.0008969581397684573
7,0.0035912688130315803,0.0014432773752812973
8,0.0018154661783980424,0.0027932932898088935
9,0.003878668282273197,0.004773440554107733
10,0.004565379905321469,0.0006116364443327481
11,0.0012186248896619415,0.00027590989257090983
12,0.000785455040066109,0.000299886919537025
13,0.0007135443166720759,0.0002705341658796863
14,0.0016691764812525487,0.0010495710871339296
15,0.0009450103421195504,0.006145656640930026
16,0.003679938714642546,0.0023390853294185977
17,0.0006285713307072813,0.0010850952143845421
18,0.0006010236746322501,0.0013115352320126343
19,0.0005547234181631491,0.00027605238705546954
20,0.0005191966508208986,0.0008030245983264818
21,0.0005128461029134409,0.002433713345357898
22,0.0004925344954837763,0.0006423246286008074
23,0.0004471222663491199,0.0005611466242426562
24,0.00044277457649984976,0.0006113668792334853
25,0.0004364780841861196,0.0006280845445405632
26,0.0003938885811968731,0.0008076978808846396
27,0.000389686380680699,0.0009617402189302708
28,0.00038880980449174145,0.0010188952637889379
29,0.0003902722017741118,0.0007858544522726234
30,0.00038672278118278164,0.001437193241818376
31,0.0003991440790340775,0.0009074385864175034
32,0.00035816933786278585,0.0015960872585155461
33,0.0003599753887727264,0.0011928362423948781
