,eval_task0,eval_task1,eval_task2
after_task0,-0.02909592166543007,-0.07773160189390182,-0.26696062088012695
after_task1,-0.06863055378198624,-0.02465805597603321,-0.0634697750210762
after_task2,-0.06791079789400101,-0.03512103483080864,-0.01604066602885723
