epoch,train_loss,val_loss
1,0.013110543610843663,0.0058078848866417124
2,0.0017228575790323255,0.0031507837787062907
3,0.00091893676932709,0.00277038138420994
4,0.0009203565359949201,0.0016865188550283846
5,0.0008315317464520111,0.0017434715749624881
6,0.0008063212314921963,0.0013750815933493163
7,0.0007629033707856007,0.0011652719353145758
8,0.0006875108054540947,0.0008686567417778123
9,0.0006701496034375163,0.000794950644013904
10,0.0006794138410376674,0.0009280285587100266
11,0.000673068675560068,0.0006213769992782526
12,0.0006587193884723594,0.0007813655802891803
13,0.0006589852668270508,0.0010191222541450172
14,0.0006516339181634288,0.0005488348556767856
15,0.0006556311215231618,0.0007801678078984619
16,0.0006500945114123369,0.0009443668616516617
17,0.0006549645029260571,0.000602620610897404
18,0.0006541463432144043,0.0006731941707568553
19,0.0006503212529950245,0.00038492168523596105
20,0.0006538630003364743,0.0007250733114660636
21,0.000649354382980727,0.000851935375054565
22,0.0006460156485724295,0.00072942597677906
23,0.0006436481771476911,0.0007115336718670442
24,0.0006479906012223993,0.0006634537929522933
25,0.0006475331936838281,0.0009089203837969169
26,0.0005966144767608796,0.0005520942332896018
27,0.0005839002486760638,0.0006147722592161388
28,0.0005884628903506942,0.0006416842923330559
29,0.0005935790755309407,0.000605817997441174
30,0.0005852370104523036,0.0007459024689823948
31,0.0005855075460047662,0.0008248837550210286
32,0.0005540849142103118,0.0007167335626460915
33,0.0005506647261869114,0.000650002413022923
34,0.0005508034697678938,0.0006327236899916697
35,0.0005515418209039386,0.0007298716017012616
36,0.0005486295835207283,0.0007040424254516101
37,0.0005491821949337028,0.0008608819218944236
38,0.0005356778360379053,0.0005653712329795089
39,0.0005286748862822137,0.000854477306713601
