,eval_task0,eval_task1,eval_task2
after_task0,-0.031550101935863495,-0.07871115207672119,-1.7590408325195312
after_task1,-0.036165643483400345,-0.017842821776866913,-0.06565267592668533
after_task2,-0.014091625809669495,-0.008013371378183365,-0.012693729251623154
