2025-07-26 20:39:49,344 - ==== Incremental Training Phase ====
2025-07-26 20:41:29,635 - Incremental training - Task 0 Train IDs: ['03', '05', '07', '27'], size: 92079
2025-07-26 20:41:29,640 - Incremental training - Task 0 Val IDs: ['01'], size: 28612
2025-07-26 20:41:29,645 - Incremental training - Task 1 Train IDs: ['21', '23', '25'], size: 65674
2025-07-26 20:41:29,650 - Incremental training - Task 1 Val IDs: ['19'], size: 23120
2025-07-26 20:41:29,656 - Incremental training - Task 2 Train IDs: ['09', '11', '15', '29'], size: 47891
2025-07-26 20:41:29,661 - Incremental training - Task 2 Val IDs: ['13'], size: 6445
2025-07-26 20:41:29,666 - Incremental training - Test ID: 17, size: 22872
2025-07-26 20:41:29,672 - Incremental training - Test Task 0 size: 11139
2025-07-26 20:41:29,677 - Incremental training - Test Task 1 size: 6312
2025-07-26 20:41:29,682 - Incremental training - Test Task 2 size: 5421
2025-07-26 20:41:29,707 -   (Scaler) Scaler centers: [ 3.31975183  0.         27.55116667]
2025-07-26 20:41:29,717 -   (Scaler) Scaler scales: [0.20016217 1.86108033 1.05333333]
2025-07-26 20:41:30,679 - == Training task0 (MAS λ=215.95) ==
2025-07-26 20:46:06,865 - Epoch 000 | task 4.8488e-02 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.5722e-04 | lr 1.00e-04 | 99.77s
2025-07-26 20:47:39,110 - Epoch 001 | task 1.8645e-02 | kd 0.0000e+00 | mas 0.0000e+00 | val 2.4081e-03 | lr 1.00e-04 | 92.16s
2025-07-26 20:49:07,217 - Epoch 002 | task 1.2441e-02 | kd 0.0000e+00 | mas 0.0000e+00 | val 8.2497e-04 | lr 1.00e-04 | 88.10s
2025-07-26 20:50:35,289 - Epoch 003 | task 7.5739e-03 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.9043e-04 | lr 1.00e-04 | 88.07s
2025-07-26 20:52:05,079 - Epoch 004 | task 3.9881e-03 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.3876e-04 | lr 1.00e-04 | 89.79s
2025-07-26 20:53:37,209 - Epoch 005 | task 1.8379e-03 | kd 0.0000e+00 | mas 0.0000e+00 | val 5.6357e-04 | lr 1.00e-04 | 92.09s
2025-07-26 20:55:06,546 - Epoch 006 | task 8.0667e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.4164e-04 | lr 1.00e-04 | 89.33s
2025-07-26 20:56:35,501 - Epoch 007 | task 5.1183e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.2750e-04 | lr 1.00e-04 | 88.95s
2025-07-26 20:58:03,839 - Epoch 008 | task 4.7655e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.3377e-04 | lr 1.00e-04 | 88.30s
2025-07-26 20:59:32,380 - Epoch 009 | task 4.6595e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.5643e-04 | lr 1.00e-04 | 88.52s
2025-07-26 21:00:59,470 - Epoch 010 | task 4.5433e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 5.1107e-04 | lr 1.00e-04 | 87.09s
2025-07-26 21:02:25,506 - Epoch 011 | task 4.3639e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 5.5239e-04 | lr 1.00e-04 | 86.03s
2025-07-26 21:03:52,182 - Epoch 012 | task 4.2717e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 5.7536e-04 | lr 1.00e-04 | 86.67s
2025-07-26 21:05:18,158 - Epoch 013 | task 4.0401e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 5.6258e-04 | lr 5.00e-05 | 85.97s
2025-07-26 21:06:44,327 - Epoch 014 | task 3.3536e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.7758e-04 | lr 5.00e-05 | 86.14s
2025-07-26 21:08:12,283 - Epoch 015 | task 3.2815e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 4.9237e-04 | lr 5.00e-05 | 87.95s
2025-07-26 21:09:38,319 - Epoch 016 | task 3.0510e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 6.1790e-04 | lr 5.00e-05 | 86.01s
2025-07-26 21:11:04,309 - Epoch 017 | task 2.9327e-04 | kd 0.0000e+00 | mas 0.0000e+00 | val 5.3593e-04 | lr 5.00e-05 | 85.99s
