epoch,train_loss,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.004432319311406155,0.0008358597270250584,1.7990731197254515,0.11155053611532366,0.0863527948634281,0.4751067491780632,0.0,0.0001,65.67217183113098
1,0.004194705443621198,0.0006835598371714946,1.7976299612797053,0.11154662525636856,0.08635064389100269,0.49920852530384313,0.0,0.0001,67.1273865699768
2,0.003935910097493341,0.0007107630571753945,1.7999533790590854,0.11155797540824317,0.08635688647453378,0.5386330990528958,0.0,0.0001,65.69589424133301
3,0.00371292913650346,0.0005371984009088457,1.7981140460621483,0.11154712808780429,0.08635092044829228,0.5592784734161543,0.0,0.0001,65.43109846115112
4,0.003570678875193519,0.0006856530693383519,1.7998690320275326,0.11155509503630322,0.08635530226996689,0.5760285418386704,0.0,0.0001,65.74587225914001
5,0.0034237365582118168,0.0007565120864044216,1.8035984619632373,0.1115745536812179,0.08636600452466973,0.6092390146301448,0.0,0.0001,65.56553649902344
6,0.0033900425679490895,0.0008580112290698201,1.7949306976484318,0.11153660381951558,0.08634513210073354,0.6135990004910468,0.0,0.0001,65.73793864250183
7,0.0033644846795208116,0.000696003715436753,1.7978586676152877,0.11154825284618401,0.08635153906540102,0.6118402168248275,0.0,0.0001,65.69256138801575
8,0.0033463385740065184,0.0011634838303575298,1.8005725543853484,0.1115595270101659,0.08635773985559138,0.6227382562204729,0.0,0.0001,65.63521766662598
9,0.0031883237982792264,0.000906073923102901,1.7978745632008972,0.1115467788086345,0.08635072834474888,0.6493688989037165,0.0,5e-05,65.48515748977661
10,0.003181976530932544,0.0003812194796913047,1.8000505917948355,0.1115610903810791,0.08635859970959349,0.6507287191568754,0.0,5e-05,65.71449089050293
11,0.0030462340321649657,0.000483448187902348,1.8001478373525523,0.11156136022977155,0.08635874812637434,0.6705002358388956,0.0,5e-05,66.02733612060547
12,0.003015792381973262,0.000487490247529021,1.8007771158907915,0.1115576253313136,0.0863566939322225,0.6875053668817728,0.0,5e-05,66.4393196105957
13,0.002956740230872321,0.0007616904310548036,1.7974922402888378,0.11154500423439341,0.08634975232891634,0.6979222643069942,0.0,5e-05,67.36789345741272
14,0.00289555499090167,0.00042302469209278145,1.7974257974715393,0.11154695539856761,0.08635082546921216,0.7126531694866703,0.0,5e-05,65.9254846572876
15,0.002940209691916681,0.0006860298405626904,1.7972649959186853,0.11154304842364063,0.08634867663300229,0.7020615589328812,0.0,5e-05,66.15687608718872
16,0.0029859393301666587,0.0002476939657889548,1.799794064303615,0.11155318353665376,0.08635425094515958,0.6950287107950874,0.0,5e-05,66.07189583778381
