epoch,train_loss,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.00867615218598664,0.0004888600418905861,1.962561046814369,0.43660766248992416,0.0,0.5636661130532065,0.0,0.0001,61.987563133239746
1,0.00895591477967791,0.0005304976323653255,1.9610915089779577,0.4365421768651486,0.010696957483231191,0.5499132116814621,0.018091855688289454,0.0001,60.9113974571228
2,0.008815131740717207,0.00045850899720955847,1.963261270970097,0.43654041833159973,0.021394064441814024,0.5714639661004506,0.029511548765276206,0.0001,60.78892731666565
3,0.009017980218815884,0.0004934204857842668,1.9616153428016319,0.4365722248369259,0.03208704133329195,0.5364785883575277,0.03155502951123771,0.0001,60.51022505760193
4,0.008749114607746317,0.0005151065061768277,1.963385165934067,0.43659524734769234,0.042778807950892214,0.546589980342548,0.038071824942483415,0.0001,61.47124934196472
5,0.008816921108019815,0.00048769580344218486,1.9670878651498378,0.436584785839479,0.05347573300911087,0.5485135666218682,0.038993550686669584,0.0001,69.49214434623718
6,0.008801836764922149,0.0005267528310343427,1.958330409701565,0.43644924833941046,0.06420544167345041,0.5424820063899981,0.04061507872712146,0.0001,68.93793487548828
7,0.008847534496964734,0.0007277132072330453,1.9612202434899442,0.4365082703515009,0.07488878957042845,0.539085077736151,0.04055455151600233,0.0001,73.58936905860901
8,0.009106498445306106,0.0004978479735803701,1.9639671076848384,0.4365762358917165,0.08556407979681649,0.544688290120726,0.04460962659763879,5e-05,91.52560138702393
9,0.008768418433278413,0.0006177890271283151,1.9613085933428378,0.43655034318319513,0.09626949373242805,0.5316081185459998,0.0367234543215464,5e-05,104.92624020576477
10,0.008820144849649061,0.0005612588928522698,1.9634473541628341,0.4364819836473506,0.1069951569498762,0.5312845885400701,0.04644425287509202,5e-05,103.36824011802673
11,0.00878769467760642,0.0005479156806397356,1.9635964803046813,0.43649251523291505,0.10699068102601143,0.5319203122041732,0.04254879195742245,5e-05,100.71575999259949
12,0.008787708920871407,0.0004880425962337324,1.9642397998695305,0.43663628596227466,0.10692957846603361,0.5308743243468131,0.037336348569261955,5e-05,97.99759292602539
13,0.008709827302512076,0.0005180970177194907,1.9609474183366526,0.4365495294756096,0.10696644997286557,0.535026462286036,0.0387613828917606,5e-05,98.03128552436829
14,0.008775980673850688,0.0011434317214097706,1.9607732273926475,0.43649479869543434,0.10698971055444072,0.5332952850966767,0.04051745856381755,2.5e-05,97.82492661476135
15,0.00872012074431731,0.0007642919117121909,1.9607010211738016,0.4365591401116294,0.10696236545255777,0.5297567168849677,0.033498381527461034,2.5e-05,96.70128607749939
16,0.008730227274863748,0.0004892405637840249,1.9632365479080038,0.4366055302023399,0.10694264966400549,0.529886252315583,0.03290066995673186,2.5e-05,96.16105341911316
17,0.008709424734806955,0.0004914501581875508,1.9646132083400898,0.4365638398511583,0.10696036806325775,0.5285343425316215,0.03387283084055766,2.5e-05,97.40560793876648
18,0.008718127409554806,0.0006891736523435386,1.963549446247075,0.43660680453252626,0.10694210807367614,0.529213912570906,0.033057699319304176,2.5e-05,92.47515559196472
19,0.008686968539942047,0.0006964620178898226,1.9630371903628387,0.43648652706217567,0.10699322599857516,0.5296866423444451,0.03261686107804618,2.5e-05,92.2672700881958
20,0.008785442475520015,0.0005523979229505546,1.9623277959644154,0.4365779978454076,0.10695435091570184,0.5287827860524201,0.034589717356340824,1.25e-05,96.1638331413269
21,0.008604025695762418,0.0005343115091318022,1.961789798698265,0.4364862249482093,0.10699335439701117,0.539577211296637,0.03837605721226617,1.25e-05,100.16060185432434
22,0.008651297105962553,0.0005015674638989559,1.9625504611022038,0.4365897805837187,0.10694934325191961,0.5398494500198423,0.037101631028984776,1.25e-05,99.60626196861267
