epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,ewc_loss
1,0.24417986799603073,0.001890253040524174,0.0001,63.1353805065155,0.007677264021921824,0.0,0.23650260405177886
2,0.14138143405542625,0.0017071306938275452,0.0001,58.274988889694214,0.004938169255218149,0.0,0.13644326497513398
3,0.0712149886171061,0.0014887390928355337,0.0001,57.9564323425293,0.0033355162946809755,0.0,0.06787947226259188
4,0.02813444722250655,0.0015766809869618165,0.0001,60.54094076156616,0.002314959293783302,0.0,0.025819487937817243
5,0.007977074075864864,0.0011188443431131897,0.0001,58.10115313529968,0.002127892319504879,0.0,0.005849181767181732
6,0.0020806309883350128,0.0005116699599523754,0.0001,57.932820320129395,0.0016275402877056987,0.0,0.000453090702682363
7,0.0011918937027876836,0.001028872082791342,0.0001,57.75515270233154,0.0011495010145874016,0.0,4.2392687277149176e-05
8,0.0011798716227793798,0.0013102651978834144,0.0001,58.54614853858948,0.001143341239741328,0.0,3.6530382558842864e-05
9,0.0011238102536081237,0.001694625642791071,0.0001,57.28968000411987,0.0010887434141977435,0.0,3.5066839903255255e-05
10,0.0009906041172062171,0.001328249352642347,0.0001,57.55309319496155,0.000955835460025723,0.0,3.4768657699469197e-05
11,0.0009473605356674849,0.001264062011949615,0.0001,57.69587159156799,0.0009119823550659258,0.0,3.5378180394215535e-05
12,0.0009259138816956022,0.001491941263719322,5e-05,58.04306888580322,0.000888224410100815,0.0,3.7689471406486354e-05
13,0.0006379636302202809,0.001621526896192894,5e-05,57.99327754974365,0.0006026049478534686,0.0,3.535868246404305e-05
14,0.000577420256243389,0.0013146619429849286,5e-05,57.880069732666016,0.000543612682629179,0.0,3.380757385482268e-05
15,0.0005329408743088832,0.0017900192629598064,5e-05,58.2478244304657,0.0004989623230928287,0.0,3.397855117875276e-05
16,0.0004683217080330419,0.0019834754622664237,5e-05,58.354358196258545,0.00043509695453373834,0.0,3.322475344811174e-05
17,0.00048789198745502227,0.0022670929293640337,5e-05,57.96895408630371,0.0004550961469626629,0.0,3.279584024457757e-05
18,0.0004445229968423341,0.0023596056630274097,2.5e-05,57.605778217315674,0.00041185959776051973,0.0,3.266339945572741e-05
19,0.0003828259483586925,0.002454584374870998,2.5e-05,57.47107982635498,0.00035045195717728193,0.0,3.237399095300772e-05
20,0.0003658443246129665,0.002323653880168674,2.5e-05,57.3592894077301,0.0003338855157904065,0.0,3.1958809228285904e-05
21,0.00034494911808582984,0.002595268440190312,2.5e-05,58.01865363121033,0.0003134819314424589,0.0,3.146718638965223e-05
22,0.00032527248453809334,0.0027815892223552754,2.5e-05,58.00690269470215,0.00029413803135746496,0.0,3.113445333834839e-05
23,0.0003125096833100435,0.002960818947390505,2.5e-05,58.00363802909851,0.0002817613064102982,0.0,3.074837731633684e-05
24,0.00032559069979468434,0.0031115780294928997,1.25e-05,57.88065814971924,0.00029490573192617135,0.0,3.068496785977562e-05
25,0.0002782227337842518,0.00319937297066675,1.25e-05,58.217968225479126,0.0002479732998693653,0.0,3.0249434024831267e-05
26,0.0002768444494026861,0.0029891926169236627,1.25e-05,58.00481939315796,0.00024691582637108257,0.0,2.992862292412311e-05
