epoch,train_loss,val_loss
1,0.03620306949168874,0.006782773453522456
2,0.012809983753421576,0.005708942915900219
3,0.0077430684133459726,0.00713245537688238
4,0.00500867362301043,0.007076200834996788
5,0.002666135880224019,0.0064015920048655075
6,0.0017846094458121699,0.005605709123145168
7,0.001421475508183004,0.007479219535067525
8,0.0012840085087082957,0.004068306811650132
9,0.0010814811616821074,0.003834165105122639
10,0.0009044760240126142,0.0026387281649508988
11,0.0007084421819005958,0.0026316827404950236
12,0.0005351106239623401,0.0021971292526933297
13,0.00044198645977639844,0.002252754036487898
14,0.000315961531739254,0.002218169949559582
15,0.00027747723240202773,0.0021149937802086606
16,0.0002532606356695827,0.0017877258575715415
17,0.000248606014641633,0.002014803556078379
18,0.00023712124828770056,0.0016201525704271943
19,0.0002395493960017446,0.002326215257241714
20,0.00023056132843705485,0.002152882846337043
21,0.00022689089618204027,0.001739985080563218
22,0.00023468979723254257,0.001963582352243876
23,0.00022172058543198434,0.001614613856739432
24,0.00022017638780897673,0.0018534336332339276
25,0.0002298945914519913,0.0018528932199004431
26,0.00022626373683613175,0.0019542295243825214
27,0.00022163334691804846,0.0017558159249602483
28,0.00020482629570639637,0.0018782718640500311
29,0.00019076141573450356,0.0020893257496694055
30,0.00016432104452967044,0.00204673994369824
31,0.00015549151434137814,0.0020743231805760115
32,0.00014828855764390658,0.0017226180023171597
33,0.00014388778170478542,0.0018504546499362416
34,0.00014190470956699456,0.001899063333512029
35,0.00013909051251775016,0.0018877045335589772
36,0.00013464249000108043,0.0017869950741268561
37,0.0001307446199786887,0.0018535784946605487
38,0.00012961100278826998,0.001907431059399894
39,0.00013150573359586021,0.0018211172784574946
40,0.00012734626990521254,0.0017704728108808292
41,0.00012719130133555576,0.0017304154692443252
42,0.00012350844858559804,0.0019182798288654576
43,0.0001255855500178931,0.0018221899009801413
