epoch,train_loss,val_loss,lr,time,task_loss,kd_loss,si_loss
0,0.00037835938238185794,0.0016968475243153195,0.0001,54.49698209762573,0.00037835938238185794,0.0,2329.993894123289
1,0.0003041037868865504,0.0007897203623921553,0.0001,56.0765106678009,0.0003041037868865504,0.0,6346.972658468121
2,0.00026266808973975976,0.001639439429006042,0.0001,56.941633462905884,0.00026266808973975976,0.0,18442.906766614284
3,0.00023238411075209603,0.0003411636839334943,0.0001,52.76329255104065,0.00023238411075209603,0.0,32139.6711395542
4,0.0002113950509752844,0.0003754968451623625,0.0001,52.733891248703,0.0002113950509752844,0.0,44747.21221361283
5,0.00018838245893074149,0.0005092413545408767,0.0001,52.59500455856323,0.00018838245893074149,0.0,56822.70709904133
6,0.000179468705898236,0.00012891777557245078,0.0001,53.24448251724243,0.000179468705898236,0.0,71849.69054825301
7,0.0001589991762561122,0.00015003417529938843,0.0001,55.58605647087097,0.0001589991762561122,0.0,89486.63845345938
8,0.0001523135986476413,0.00013079822663273995,0.0001,54.9624981880188,0.0001523135986476413,0.0,110427.05441605742
9,0.0001518997331835965,0.00013191270442547233,0.0001,56.40115451812744,0.0001518997331835965,0.0,129164.66365963375
10,0.00014211861749206467,7.403622011968755e-05,0.0001,54.63906264305115,0.00014211861749206467,0.0,148793.66070675995
11,0.00013522714514760693,7.524758984176665e-05,0.0001,52.53362822532654,0.00013522714514760693,0.0,173178.7743738244
12,0.00013811211137242321,0.00013510442641272751,0.0001,51.40540337562561,0.00013811211137242321,0.0,206487.358487197
13,0.00013514158720863106,9.474593848307406e-05,0.0001,51.18224906921387,0.00013514158720863106,0.0,233551.88616990365
14,0.00012569246478660276,8.305076050367242e-05,0.0001,54.859482288360596,0.00012569246478660276,0.0,261929.7287237818
15,0.0001200532396809356,9.906345816039604e-05,0.0001,55.00078988075256,0.0001200532396809356,0.0,281570.16506592254
16,0.0001191158578357739,0.00010384640127140911,0.0001,57.01149320602417,0.0001191158578357739,0.0,308352.8737079444
17,9.742804691958983e-05,7.070275110186716e-05,5e-05,53.28420400619507,9.742804691958983e-05,0.0,324828.6049992015
18,9.533752339452771e-05,9.635022266915733e-05,5e-05,54.34222388267517,9.533752339452771e-05,0.0,336523.424026023
19,9.111891926807027e-05,8.102580292492362e-05,5e-05,52.398792028427124,9.111891926807027e-05,0.0,350899.8576565106
20,9.297812663466871e-05,6.296576301344422e-05,5e-05,52.59403944015503,9.297812663466871e-05,0.0,372398.57657286973
21,9.344253992012181e-05,0.00014119746151346123,5e-05,52.51529359817505,9.344253992012181e-05,0.0,380675.0020062906
22,8.904398962109821e-05,0.00013384902581966318,5e-05,55.06033706665039,8.904398962109821e-05,0.0,399478.72965982894
23,8.73356540533522e-05,8.975575950380965e-05,5e-05,52.707417488098145,8.73356540533522e-05,0.0,410135.8922891454
24,8.900517273763555e-05,8.744353644316586e-05,5e-05,53.63640356063843,8.900517273763555e-05,0.0,427060.66952323704
25,9.010184356607699e-05,0.0002660317714119839,5e-05,56.597447633743286,9.010184356607699e-05,0.0,443965.1393235174
26,8.515040887827183e-05,0.00011925774417004881,5e-05,56.27972412109375,8.515040887827183e-05,0.0,464315.32788932463
27,7.746386244345182e-05,0.00013392626195415748,2.5e-05,52.97142457962036,7.746386244345182e-05,0.0,476446.1711169571
28,7.424710847498681e-05,0.00011922289905484489,2.5e-05,51.93476963043213,7.424710847498681e-05,0.0,493715.84074333677
29,7.554999842755604e-05,0.00018426953114930963,2.5e-05,52.74174237251282,7.554999842755604e-05,0.0,506886.8617910885
30,7.396322712570181e-05,8.167289827460124e-05,2.5e-05,53.92090463638306,7.396322712570181e-05,0.0,520479.8877763779
31,7.293176752827985e-05,0.00017897707651798266,2.5e-05,56.47760462760925,7.293176752827985e-05,0.0,526351.4222648347
32,7.23628842822872e-05,0.00012204553935367826,2.5e-05,54.525877952575684,7.23628842822872e-05,0.0,541948.0064369877
33,6.758918239705036e-05,0.00012012417551547045,1.25e-05,53.30462384223938,6.758918239705036e-05,0.0,559601.9457314477
34,6.924473723567557e-05,0.0001620036078405834,1.25e-05,53.14054870605469,6.924473723567557e-05,0.0,566448.2833472335
35,6.796079969157517e-05,0.00010715287991747826,1.25e-05,53.145071506500244,6.796079969157517e-05,0.0,579834.5915019342
36,6.76016112730703e-05,9.728388019568634e-05,1.25e-05,53.798725843429565,6.76016112730703e-05,0.0,591750.3061362103
37,6.865285491888932e-05,0.00013407735998928575,1.25e-05,51.60642075538635,6.865285491888932e-05,0.0,598234.9406275508
38,6.604315756331369e-05,0.00010810865081877631,1.25e-05,52.29413938522339,6.604315756331369e-05,0.0,607128.3418169074
39,6.860169045001663e-05,0.00014520500207739227,6.25e-06,53.9153094291687,6.860169045001663e-05,0.0,619574.0561583916
40,6.56856617862026e-05,0.00012164773181957423,6.25e-06,57.16169571876526,6.56856617862026e-05,0.0,630690.3115462079
