epoch,train_task,kd_pct,si_pct,kl,val_mse
0,0.002220822667441673,5.525567846536878,3.072244074003715,0.7269570097325728,0.00056186216438784
1,0.0019476229741363215,11.06294353115128,6.1370564734105235,0.7280503274490476,0.0008224821309587919
2,0.0018804223918569506,16.57857583801238,9.221424145563745,0.727072583666386,0.0008461621645224513
3,0.001989860242838224,22.132363244037666,12.267636738022137,0.7283501502506933,0.0006093524342046793
4,0.0018594193508574305,27.62780929211317,15.372190650147486,0.7269559019132372,0.0009888657122464903
5,0.0018057768782757209,27.58721514433616,15.412784883494398,0.7254524107995101,0.0007972633734975121
6,0.0020539935292186503,27.75847798509774,15.241521934634171,0.7317954825460309,0.0005093349108308498
7,0.0020604562814064,27.69267845688934,15.30732147411269,0.7293584631723765,0.0007393278731113781
8,0.0021467659107534576,27.61033632676711,15.389663665348092,0.7263087530869116,0.0006695181900921302
9,0.00202695315675221,27.676178150124386,15.32382183348714,0.7287473386195694,0.000559163699388497
10,0.002018508792757296,27.66852555380353,15.331474385039082,0.7284639113504127,0.0007245784951678421
11,0.002095022964569199,27.675031183457754,15.324968785164428,0.7287048584792768,0.0004953760959092216
12,0.0020648208940070374,27.573925317508646,15.426074629136696,0.7249601985300065,0.000498704727865501
13,0.0021560988671481315,27.667323956256517,15.332676036851897,0.7284194057374789,0.0008113222869853549
14,0.002131890396269134,27.711347284384267,15.288652723214344,0.7300498976484254,0.00047379469487356926
15,0.0021392009492499733,27.67703634132774,15.322963618987687,0.7287791255996663,0.00045327048257148286
16,0.0020831910015374658,27.666285454411344,15.333714508959806,0.7283809433954075,0.0004940590110036883
17,0.002060050704229343,27.59769436913317,15.402305619799488,0.725840531678264,0.00041514437610244687
18,0.002192944501804578,27.620019133175393,15.379980850275901,0.7266673752531159,0.0005121210594068856
19,0.0021804190274850714,27.67192770276072,15.328072311873854,0.7285899145020003,0.0007091825653115946
20,0.0021233990943986965,27.63688512784656,15.363114882933946,0.7272920406806727,0.0005367284576800156
21,0.0022085107250503547,27.69789771608049,15.30210229589998,0.72955176703135,0.0012340787874845153
22,0.0022425639967198516,27.63214385433586,15.367856106058547,0.7271164411963268,0.0005979202036034407
23,0.0023069530915056646,27.602026448746813,15.397973535505633,0.7260009798282183,0.0004932203838111103
24,0.002192690452466914,27.666912008841503,15.333087941878002,0.7284041488921995,0.0005626036683155142
25,0.00219117077062893,27.652640826470627,15.347359151671375,0.7278755873945476,0.0005263878366659758
26,0.0021902666969699676,27.577428170733715,15.422571804073467,0.725089933052839,0.000447391730069469
27,0.0021496863659331393,27.67647863415063,15.323521394977824,0.7287584681343442,0.0005283425205554504
28,0.0023339243133629678,27.671357554563947,15.32864233862085,0.7285688011158827,0.0013776829777413125
29,0.0021048426746598744,27.647439459792388,15.352560490879865,0.7276829451149899,0.00046015349891921533
30,0.002166154366419117,27.6809385422132,15.319061471832967,0.7289236492585689,0.0004544894259158496
31,0.00213149664799311,27.68180533910604,15.31819469258416,0.7289557518295945,0.0004002469179679193
32,0.002195738977384514,27.671636692737867,15.3283632623231,0.7285791373504027,0.00043425213559464347
33,0.0022985641468636574,27.652536528422818,15.347463459999064,0.7278717231028887,0.0005229768839953039
34,0.0020920298469488475,27.636058471526724,15.36394150464289,0.72726142582865,0.0004969649439514857
35,0.00239360231769054,27.653317318034688,15.346682688818417,0.7279006410227078,0.0004461003654474488
36,0.0022742142455639473,27.574380583489077,15.425619378557217,0.7249770605966288,0.0004457079352817004
37,0.002215693665073868,27.686058611559716,15.313941362581163,0.7291132827374458,0.0004110273912956395
38,0.002278147185802931,27.586167076964458,15.413832898927692,0.7254135966322325,0.0004412879887913343
39,0.002210361179490776,27.61555264609984,15.38444727040296,0.726501952966305,0.00044977450781917165
40,0.002178062998649219,27.659439934834552,15.340560007805164,0.7281274066357941,0.00043050131875080317
41,0.0022335726828516824,27.702401437933137,15.29759851656363,0.7297185742614803,0.001078759400532727
42,0.0021781400750251305,27.661763968041235,15.338236017893115,0.7282134808685464,0.0005411725455890023
43,0.0021663384314206807,27.678126086992737,15.321873860082539,0.7288194859847361,0.000428769933360978
44,0.0021169920296872057,27.696414307763913,15.303585636993,0.7294968274031068,0.0004561205785256233
45,0.002150534590928937,27.53164390540841,15.468356157638175,0.7233942164826063,0.0004410001968741693
46,0.002171322886174979,27.70992553346005,15.290074474473004,0.7299972409182083,0.0005035963719231025
47,0.0022125955661869215,27.687606490459526,15.312393512534022,0.7291706117143131,0.0004179965878701416
48,0.0021287736054528285,27.654859023591715,15.345141016476765,0.7279577403626897,0.0007330546147924018
49,0.002118745198465972,27.617731281511,15.382268708632315,0.7265826414384721,0.00048063926995847066
50,0.0021114805096248716,27.582294013501446,15.417705974571627,0.7252701494253337,0.0007069561126178247
51,0.0022585326030375545,27.687873032760553,15.312127005799395,0.7291804814285617,0.0005001607717016113
