epoch,time,lr,train_loss,val_loss,task_loss,kd_loss,si_loss,KL,alpha,lambda,adapter
0,53.4170925617218,0.0001,0.000319016572644212,0.0009847030848651865,0.000319016572644212,0.0,0.01563648799098928,46.18337860107422,0.0,0.0,0.0
1,53.73779916763306,0.0001,0.0002224588193421841,0.00031487350981475933,0.0002224588193421841,0.0,0.047294440856579245,46.18337860107422,0.0,0.0,0.0
2,53.45270752906799,0.0001,0.00018721109582131871,0.0006802704899093523,0.00018721109582131871,0.0,0.07458581527664718,46.18337860107422,0.0,0.0,0.0
3,53.184462547302246,0.0001,0.00016160171422781343,0.00013368817406370686,0.00016160171422781343,0.0,0.1002714583442595,46.18337860107422,0.0,0.0,0.0
4,53.100870847702026,0.0001,0.00014857300771320056,0.00017149508942143212,0.00014857300771320056,0.0,0.133269130511467,46.18337860107422,0.0,0.0,0.0
5,53.31239557266235,0.0001,0.00013300125274245337,0.0002488151315851611,0.00013300125274245337,0.0,0.17104708633209792,46.18337860107422,0.0,0.0,0.0
6,52.87084674835205,0.0001,0.0001293659089291765,9.220909720075307e-05,0.0001293659089291765,0.0,0.21291907364467844,46.18337860107422,0.0,0.0,0.0
7,53.219666957855225,0.0001,0.00012054072639803536,0.0001650353825058254,0.00012054072639803536,0.0,0.2580343634593511,46.18337860107422,0.0,0.0,0.0
8,53.029595375061035,0.0001,0.00011868341970440365,6.509575025045433e-05,0.00011868341970440365,0.0,0.30762654458731437,46.18337860107422,0.0,0.0,0.0
9,51.85502529144287,0.0001,0.00011269548418719506,0.00017050313115220904,0.00011269548418719506,0.0,0.36246606385720126,46.18337860107422,0.0,0.0,0.0
10,54.10009837150574,0.0001,0.00011036117531337761,7.830757666415757e-05,0.00011036117531337761,0.0,0.4218450357855418,46.18337860107422,0.0,0.0,0.0
11,51.86468005180359,0.0001,0.00010883785988523432,6.320704693964976e-05,0.00010883785988523432,0.0,0.48280438878831783,46.18337860107422,0.0,0.0,0.0
12,51.78255748748779,0.0001,0.00010259717686073856,7.181114916386657e-05,0.00010259717686073856,0.0,0.5439680084793979,46.18337860107422,0.0,0.0,0.0
13,51.283637046813965,0.0001,0.00010452833079734661,8.240964258780576e-05,0.00010452833079734661,0.0,0.6059629709585144,46.18337860107422,0.0,0.0,0.0
14,49.65651345252991,0.0001,0.00010287808133260886,4.109810961647598e-05,0.00010287808133260886,0.0,0.6712737321794408,46.18337860107422,0.0,0.0,0.0
15,48.646034479141235,0.0001,0.00010331472265670445,4.952654264839569e-05,0.00010331472265670445,0.0,0.7416012746956823,46.18337860107422,0.0,0.0,0.0
16,58.668652296066284,0.0001,9.86777595497407e-05,8.693523669355181e-05,9.86777595497407e-05,0.0,0.8101448828063813,46.18337860107422,0.0,0.0,0.0
17,61.885656118392944,0.0001,0.00010127642589063131,3.400204711979735e-05,0.00010127642589063131,0.0,0.8777725654552568,46.18337860107422,0.0,0.0,0.0
18,59.047595739364624,0.0001,9.650751073923227e-05,0.00013255664539202122,9.650751073923227e-05,0.0,0.9478817094157992,46.18337860107422,0.0,0.0,0.0
19,58.81157350540161,0.0001,9.31056976912842e-05,2.193086954480248e-05,9.31056976912842e-05,0.0,1.021618752202525,46.18337860107422,0.0,0.0,0.0
20,61.56437563896179,0.0001,9.872663507779878e-05,3.6303474313273765e-05,9.872663507779878e-05,0.0,1.093868609071603,46.18337860107422,0.0,0.0,0.0
21,59.11656165122986,0.0001,9.373067296569731e-05,3.442521622968035e-05,9.373067296569731e-05,0.0,1.1675254952456144,46.18337860107422,0.0,0.0,0.0
22,60.671578884124756,0.0001,9.189554904738389e-05,4.237266144955174e-05,9.189554904738389e-05,0.0,1.2452922566498799,46.18337860107422,0.0,0.0,0.0
23,59.88454866409302,0.0001,8.958877534983272e-05,2.3507696674815615e-05,8.958877534983272e-05,0.0,1.3245945444936955,46.18337860107422,0.0,0.0,0.0
24,63.38044786453247,0.0001,8.954914879313387e-05,0.00012389889262185935,8.954914879313387e-05,0.0,1.4058499081383478,46.18337860107422,0.0,0.0,0.0
25,63.764275312423706,0.0001,9.012501059402489e-05,3.304529119525265e-05,9.012501059402489e-05,0.0,1.48584200381285,46.18337860107422,0.0,0.0,0.0
26,63.87580633163452,5e-05,7.815927658099874e-05,3.032094153697212e-05,7.815927658099874e-05,0.0,1.5458852023031178,46.18337860107422,0.0,0.0,0.0
27,63.90532875061035,5e-05,7.823144087520073e-05,4.722900420841739e-05,7.823144087520073e-05,0.0,1.5859411904026381,46.18337860107422,0.0,0.0,0.0
28,76.92683935165405,5e-05,7.707279928945793e-05,3.76900983809904e-05,7.707279928945793e-05,0.0,1.6265525344748517,46.18337860107422,0.0,0.0,0.0
29,85.56376314163208,5e-05,7.736776488453194e-05,2.985111706309736e-05,7.736776488453194e-05,0.0,1.666967181311247,46.18337860107422,0.0,0.0,0.0
30,82.99189686775208,5e-05,7.330797612285172e-05,2.962061994066019e-05,7.330797612285172e-05,0.0,1.7075174978171408,46.18337860107422,0.0,0.0,0.0
31,82.1622564792633,5e-05,7.169458657125661e-05,2.7927613513131268e-05,7.169458657125661e-05,0.0,1.7465381563168842,46.18337860107422,0.0,0.0,0.0
32,87.35601615905762,2.5e-05,6.772307243599695e-05,2.3300117878660077e-05,6.772307243599695e-05,0.0,1.7754450275133318,46.18337860107422,0.0,0.0,0.0
33,88.66544198989868,2.5e-05,6.714838461672421e-05,2.1257199633087547e-05,6.714838461672421e-05,0.0,1.7956204341091426,46.18337860107422,0.0,0.0,0.0
34,89.22895932197571,2.5e-05,6.707878707613496e-05,5.7697942557000806e-05,6.707878707613496e-05,0.0,1.8148253499207168,46.18337860107422,0.0,0.0,0.0
35,87.34543061256409,2.5e-05,6.679903631990393e-05,6.279825909220508e-05,6.679903631990393e-05,0.0,1.83497187973833,46.18337860107422,0.0,0.0,0.0
36,89.23764491081238,2.5e-05,6.686578588110775e-05,4.552404565758462e-05,6.686578588110775e-05,0.0,1.8543245113737459,46.18337860107422,0.0,0.0,0.0
37,88.35654854774475,2.5e-05,6.595962168266617e-05,9.113175008772853e-05,6.595962168266617e-05,0.0,1.8736736370155986,46.18337860107422,0.0,0.0,0.0
38,88.15729141235352,2.5e-05,6.325266472880253e-05,2.5863232666597278e-05,6.325266472880253e-05,0.0,1.8924033446609287,46.18337860107422,0.0,0.0,0.0
39,87.93601131439209,2.5e-05,6.720683146502859e-05,4.109217233370129e-05,6.720683146502859e-05,0.0,1.910908512938508,46.18337860107422,0.0,0.0,0.0
40,88.61848735809326,1.25e-05,6.353799073439068e-05,6.951202102239342e-05,6.353799073439068e-05,0.0,1.9249846522691392,46.18337860107422,0.0,0.0,0.0
41,88.87427115440369,1.25e-05,6.345292520038785e-05,6.621078697686228e-05,6.345292520038785e-05,0.0,1.933987273047763,46.18337860107422,0.0,0.0,0.0
42,88.11171698570251,1.25e-05,6.140969406278615e-05,0.00011370796632810163,6.140969406278615e-05,0.0,1.9431010434053593,46.18337860107422,0.0,0.0,0.0
43,86.47278475761414,1.25e-05,6.309805941067458e-05,0.00010787632872090825,6.309805941067458e-05,0.0,1.9525612890752098,46.18337860107422,0.0,0.0,0.0
44,86.3589379787445,1.25e-05,6.204763751657685e-05,0.000102600084874924,6.204763751657685e-05,0.0,1.96147162557964,46.18337860107422,0.0,0.0,0.0
45,84.88368272781372,1.25e-05,6.358108841965274e-05,9.503800925821422e-05,6.358108841965274e-05,0.0,1.9704503098546848,46.18337860107422,0.0,0.0,0.0
46,85.65699481964111,6.25e-06,6.077637040691773e-05,9.545293586550095e-05,6.077637040691773e-05,0.0,1.9769200256922832,46.18337860107422,0.0,0.0,0.0
47,85.58873057365417,6.25e-06,5.916121499697873e-05,6.739468281062176e-05,5.916121499697873e-05,0.0,1.9814183039234872,46.18337860107422,0.0,0.0,0.0
48,85.67784142494202,6.25e-06,5.9584728856757735e-05,0.00012726107161574698,5.9584728856757735e-05,0.0,1.9859275349825394,46.18337860107422,0.0,0.0,0.0
49,74.31961965560913,6.25e-06,5.98746840949644e-05,0.00010107975034232432,5.98746840949644e-05,0.0,1.9908023963155792,46.18337860107422,0.0,0.0,0.0
50,86.53216052055359,6.25e-06,5.886444736628536e-05,0.00011830256882596186,5.886444736628536e-05,0.0,1.9952725170646706,46.18337860107422,0.0,0.0,0.0
51,86.20954990386963,6.25e-06,5.890472912774287e-05,7.441969714534405e-05,5.890472912774287e-05,0.0,1.999542894350542,46.18337860107422,0.0,0.0,0.0
52,86.5471031665802,3.125e-06,5.5950265881465775e-05,0.00014736045888404047,5.5950265881465775e-05,0.0,2.0030592795349436,46.18337860107422,0.0,0.0,0.0
53,87.00991940498352,3.125e-06,5.866451537104014e-05,0.00014822692022911245,5.866451537104014e-05,0.0,2.0052370192562328,46.18337860107422,0.0,0.0,0.0
