epoch,train_loss,train_sup,train_kd,train_si,val_loss,kl,lam_kd,lam_si,kd_ratio,si_ratio,lr,time
0,0.0341833889034088,0.0341833889034088,0.0,0.0,0.0018105589735385563,0.0,0.0,0.0,0.0,0.0,0.0001,96.2499611377716
1,0.007452370173116447,0.007452370173116447,0.0,0.0,0.0009682664125513159,0.0,0.0,0.0,0.0,0.0,0.0001,94.86684536933899
2,0.0056414652602602595,0.0056414652602602595,0.0,0.0,0.0011449087113494234,0.0,0.0,0.0,0.0,0.0,0.0001,92.07146096229553
3,0.004638859916581852,0.004638859916581852,0.0,0.0,0.0005009434105331532,0.0,0.0,0.0,0.0,0.0,0.0001,94.1307098865509
4,0.0037085363912200352,0.0037085363912200352,0.0,0.0,0.001020783120375514,0.0,0.0,0.0,0.0,0.0,0.0001,95.4745728969574
5,0.002845369854782415,0.002845369854782415,0.0,0.0,0.00038384924479144836,0.0,0.0,0.0,0.0,0.0,0.0001,93.47656774520874
6,0.0019421369396270156,0.0019421369396270156,0.0,0.0,0.0003466020740066581,0.0,0.0,0.0,0.0,0.0,0.0001,122.11505222320557
7,0.001374477534049623,0.001374477534049623,0.0,0.0,0.000235358877901477,0.0,0.0,0.0,0.0,0.0,0.0001,154.7300751209259
8,0.001136400383246815,0.001136400383246815,0.0,0.0,0.0002873056698012691,0.0,0.0,0.0,0.0,0.0,0.0001,161.48799204826355
9,0.0008587499468018549,0.0008587499468018549,0.0,0.0,0.0009257041117799518,0.0,0.0,0.0,0.0,0.0,0.0001,227.20978951454163
10,0.0006458426692941797,0.0006458426692941797,0.0,0.0,0.0009103204335194277,0.0,0.0,0.0,0.0,0.0,0.0001,209.60361337661743
11,0.0005321540643699718,0.0005321540643699718,0.0,0.0,0.0012564984550727132,0.0,0.0,0.0,0.0,0.0,0.0001,211.50984907150269
12,0.0004721299663231581,0.0004721299663231581,0.0,0.0,0.008528246885802804,0.0,0.0,0.0,0.0,0.0,0.0001,201.81126594543457
13,0.0004520592134173515,0.0004520592134173515,0.0,0.0,0.0026869809688442664,0.0,0.0,0.0,0.0,0.0,5e-05,206.03719806671143
14,0.0003162512807423244,0.0003162512807423244,0.0,0.0,0.011495170841542633,0.0,0.0,0.0,0.0,0.0,5e-05,219.0969958305359
15,0.00020441936333727057,0.00020441936333727057,0.0,0.0,0.011449966391969308,0.0,0.0,0.0,0.0,0.0,5e-05,218.09149384498596
16,0.00028453645628152575,0.00028453645628152575,0.0,0.0,0.005056121189120342,0.0,0.0,0.0,0.0,0.0,5e-05,218.62434816360474
17,0.0004223186078450601,0.0004223186078450601,0.0,0.0,0.007174852805058384,0.0,0.0,0.0,0.0,0.0,5e-05,216.01395869255066
18,0.00024178235944161223,0.00024178235944161223,0.0,0.0,0.007741239356737516,0.0,0.0,0.0,0.0,0.0,5e-05,215.84703278541565
19,0.00017374384764934058,0.00017374384764934058,0.0,0.0,0.00825100585344535,0.0,0.0,0.0,0.0,0.0,2.5e-05,202.36975979804993
20,0.00011908467207709644,0.00011908467207709644,0.0,0.0,0.007034786744601703,0.0,0.0,0.0,0.0,0.0,2.5e-05,218.59553122520447
21,0.00010880843898079181,0.00010880843898079181,0.0,0.0,0.004968442074578476,0.0,0.0,0.0,0.0,0.0,2.5e-05,201.3755121231079
22,9.982576559704443e-05,9.982576559704443e-05,0.0,0.0,0.005410519438874089,0.0,0.0,0.0,0.0,0.0,2.5e-05,186.32113432884216
23,9.672316536353716e-05,9.672316536353716e-05,0.0,0.0,0.004867258980967748,0.0,0.0,0.0,0.0,0.0,2.5e-05,191.65316224098206
24,9.051768627792129e-05,9.051768627792129e-05,0.0,0.0,0.004227522650999837,0.0,0.0,0.0,0.0,0.0,2.5e-05,187.11756205558777
25,8.646949663855977e-05,8.646949663855977e-05,0.0,0.0,0.008712453275138107,0.0,0.0,0.0,0.0,0.0,1.25e-05,171.98614358901978
26,8.001972699697969e-05,8.001972699697969e-05,0.0,0.0,0.004111769501440727,0.0,0.0,0.0,0.0,0.0,1.25e-05,159.86472916603088
27,7.800807950968069e-05,7.800807950968069e-05,0.0,0.0,0.004462383512855597,0.0,0.0,0.0,0.0,0.0,1.25e-05,165.47901463508606
